"soc","onet_element_id","onet_rating_value"
"11-2033","4.A.2.b.3",4
"11-2033","2.B.3.e",1.5
"11-2033","2.C.3.a",3.25
"11-2033","4.A.3.b.1",4.38
"11-2033","4.A.3.b.6",3.71
"11-2033","4.C.1.a.2.h",5
"11-2033","1.A.1.b.2",3.25
"11-2033","1.C.7.a",3.38
"11-2033","2.C.7.c",1.7
"11-2033","4.A.2.b.2",4.38
"11-2033","1.A.1.b.4",3.75
"11-2033","1.A.1.b.5",3.88
"11-2033","1.C.7.b",3.62
"11-2033","2.A.2.a",3.88
"11-2033","2.B.3.a",2
"11-2033","2.B.4.g",3.12
"11-2033","4.A.2.a.4",4.1
"11-2033","2.C.1.e",4.58
"11-2033","4.A.4.a.6",4.1
"11-2033","4.A.4.a.8",3.79
"11-2033","4.C.1.b.1.f",4.67
"11-2033","4.C.1.d.1",2.71
"11-2033","4.C.1.d.2",2.52
"11-2033","1.A.1.g.1",2.75
"11-2033","1.C.5.b",4.43
"11-2033","4.C.3.a.1",2.52
"11-2033","4.C.3.b.4",3.62
"11-2033","1.A.2.a.3",1.88
"11-2033","1.A.2.b.1",1.5
"11-2033","1.A.2.c.2",1.38
"11-2033","4.C.2.d.1.g",1.67
"11-2033","1.C.3.b",4.33
"11-2033","1.C.3.c",4.1
"11-2033","2.B.1.a",3.62
"11-2033","2.B.1.f",3.5
"11-2033","4.A.4.a.4",4.81
"11-2033","4.A.4.a.5",2.76
"11-2033","1.C.2.b",3.95
"11-2033","2.B.5.d",2.75
"11-2033","4.A.4.b.1",3.33
"11-2033","4.A.4.b.2",4.05
"11-2033","4.A.4.b.3",3.38
"11-2033","4.A.4.b.4",3.24
"11-2033","4.A.4.b.5",3.9
"11-2033","4.C.1.c.2",3.24
"11-2033","1.A.1.c.1",3
"11-2033","1.A.1.c.2",3
"11-2033","2.A.1.e",3
"11-2033","2.C.4.a",2.8
"11-2033","2.B.3.c",1.12
"11-2033","2.B.3.d",1
"11-2033","2.B.3.h",1.62
"11-2033","2.B.3.j",1
"11-2033","2.B.3.k",1
"11-2033","2.B.3.l",1
"11-2033","2.C.3.e",1.15
"11-2033","4.A.3.a.3",1.57
"11-2033","4.A.3.a.4",2.4
"11-2033","4.A.3.b.4",1.1
"11-2033","4.A.3.b.5",1.35
"11-2033","1.A.2.b.2",1.25
"11-2033","1.A.3.a.1",1
"11-2033","1.A.3.a.3",1
"11-2033","1.A.3.a.4",1.38
"11-2033","1.A.3.b.1",1
"11-2033","1.A.3.c.1",1
"11-2033","1.A.3.c.3",1
"11-2033","1.A.3.c.4",1
"11-2033","4.A.3.a.1",1.76
"11-2033","4.C.2.d.1.d",2.1
"11-2033","4.C.2.d.1.h",1.19
"11-2033","2.B.2.i",3.25
"11-2033","2.B.4.e",3.38
"11-2033","2.B.4.h",3.12
"11-2033","4.A.2.b.1",4.4
"11-2033","4.C.3.a.2.a",4
"11-2033","4.C.3.a.2.b",3.67
"11-2033","4.C.3.a.4",4.19
"11-2033","2.B.5.b",3
"11-2033","2.B.5.c",2.12
"11-2033","4.A.2.b.5",3.68
"11-2033","4.A.2.b.6",4.24
"11-2033","4.A.4.c.3",2.95
"11-2033","2.A.1.f",1.38
"11-2033","2.C.4.b",1
"11-2033","2.C.4.c",1.05
"11-2033","2.C.4.d",1.1
"11-2033","1.A.1.a.1",4
"11-2033","1.A.1.a.3",4.12
"11-2033","1.A.4.b.4",4
"11-2033","1.A.4.b.5",4.12
"11-2033","2.A.1.b",4
"11-2033","2.A.1.d",4.12
"11-2033","2.C.9.b",3.4
"11-2033","4.C.1.a.2.c",3.14
"11-2033","1.A.1.a.2",4
"11-2033","1.A.1.a.4",4
"11-2033","2.A.1.a",4
"11-2033","2.A.1.c",4
"11-2033","4.A.4.a.1",3.6
"11-3012","1.C.4.a",4.53
"11-3012","1.C.4.b",4.44
"11-3012","1.C.4.c",4.19
"11-3012","2.A.2.b",3.12
"11-3012","4.A.2.b.3",3.87
"11-3012","2.B.3.e",1.38
"11-3012","2.C.3.a",3.35
"11-3012","4.A.3.b.1",4.15
"11-3012","4.A.3.b.6",3.95
"11-3012","4.C.1.a.2.h",4.96
"11-3012","1.A.1.b.2",3
"11-3012","1.C.7.a",3.85
"11-3012","2.C.7.c",1.13
"11-3012","4.A.2.b.2",3.46
"11-3012","1.A.1.b.4",3.62
"11-3012","1.A.1.b.5",3.5
"11-3012","1.C.7.b",4.04
"11-3012","2.A.2.a",3.75
"11-3012","2.B.3.a",2.75
"11-3012","2.B.4.g",3.12
"11-3012","4.A.2.a.4",3.5
"11-3012","2.C.1.e",4.44
"11-3012","4.A.4.a.6",2.49
"11-3012","4.A.4.a.8",3.06
"11-3012","4.C.1.b.1.f",4.12
"11-3012","4.C.1.d.1",3.2
"11-3012","4.C.1.d.2",3.08
"11-3012","1.A.1.g.1",3.12
"11-3012","1.C.5.b",4.34
"11-3012","4.C.3.a.1",2.77
"11-3012","4.C.3.b.4",4.15
"11-3012","1.A.2.a.3",2.5
"11-3012","1.A.2.b.1",2
"11-3012","1.A.2.c.2",1.25
"11-3012","4.C.2.d.1.g",2.24
"11-3012","1.C.3.b",4.03
"11-3012","1.C.3.c",3.65
"11-3012","2.B.1.a",3.25
"11-3012","2.B.1.f",3.25
"11-3012","4.A.4.a.4",4.16
"11-3012","4.A.4.a.5",3.23
"11-3012","1.C.2.b",3.95
"11-3012","2.B.5.d",3.38
"11-3012","4.A.4.b.1",3.94
"11-3012","4.A.4.b.2",3.71
"11-3012","4.A.4.b.3",3.34
"11-3012","4.A.4.b.4",3.9
"11-3012","4.A.4.b.5",3.64
"11-3012","4.C.1.c.2",4.04
"11-3012","1.A.1.c.1",2.62
"11-3012","1.A.1.c.2",2.75
"11-3012","2.A.1.e",2.25
"11-3012","2.C.4.a",3.26
"11-3012","2.B.3.c",1.12
"11-3012","2.B.3.d",1
"11-3012","2.B.3.h",1.62
"11-3012","2.B.3.j",1
"11-3012","2.B.3.k",1.88
"11-3012","2.B.3.l",1
"11-3012","2.C.3.e",2.33
"11-3012","4.A.3.a.3",2.92
"11-3012","4.A.3.a.4",2.56
"11-3012","4.A.3.b.4",2.49
"11-3012","4.A.3.b.5",2.38
"11-3012","1.A.2.b.2",1.62
"11-3012","1.A.3.a.1",1.62
"11-3012","1.A.3.a.3",1.5
"11-3012","1.A.3.a.4",1.75
"11-3012","1.A.3.b.1",1.38
"11-3012","1.A.3.c.1",1.5
"11-3012","1.A.3.c.3",1.5
"11-3012","1.A.3.c.4",1.5
"11-3012","4.A.3.a.1",3.17
"11-3012","4.C.2.d.1.d",2.48
"11-3012","4.C.2.d.1.h",1.71
"11-3012","2.B.2.i",3.25
"11-3012","2.B.4.e",3.25
"11-3012","2.B.4.h",2.75
"11-3012","4.A.2.b.1",4.22
"11-3012","4.C.3.a.2.a",3.85
"11-3012","4.C.3.a.2.b",3.9
"11-3012","4.C.3.a.4",4.12
"11-3012","2.B.5.b",2.88
"11-3012","2.B.5.c",2.88
"11-3012","4.A.2.b.5",4.19
"11-3012","4.A.2.b.6",4.39
"11-3012","4.A.4.c.3",3.77
"11-3012","2.A.1.f",1
"11-3012","2.C.4.b",1.6
"11-3012","2.C.4.c",1.52
"11-3012","2.C.4.d",1.37
"11-3012","1.A.1.a.1",4
"11-3012","1.A.1.a.3",4
"11-3012","1.A.4.b.4",3.62
"11-3012","1.A.4.b.5",3.62
"11-3012","2.A.1.b",4
"11-3012","2.A.1.d",3.88
"11-3012","2.C.9.b",2.4
"11-3012","4.C.1.a.2.c",2.28
"11-3012","1.A.1.a.2",4
"11-3012","1.A.1.a.4",3.88
"11-3012","2.A.1.a",4
"11-3012","2.A.1.c",3.75
"11-3012","4.A.4.a.1",3.27
"11-3013","1.C.4.a",4.35
"11-3013","1.C.4.b",4.44
"11-3013","1.C.4.c",4.35
"11-3013","2.A.2.b",3.62
"11-3013","4.A.2.b.3",3.8
"11-3013","2.B.3.e",1.5
"11-3013","2.C.3.a",2.67
"11-3013","4.A.3.b.1",4.46
"11-3013","4.A.3.b.6",3.94
"11-3013","4.C.1.a.2.h",4.86
"11-3013","1.A.1.b.2",3.12
"11-3013","1.C.7.a",4.13
"11-3013","2.C.7.c",1.28
"11-3013","4.A.2.b.2",3.7
"11-3013","1.A.1.b.4",3.88
"11-3013","1.A.1.b.5",3.5
"11-3013","1.C.7.b",4.17
"11-3013","2.A.2.a",3.88
"11-3013","2.B.3.a",2.5
"11-3013","2.B.4.g",3.12
"11-3013","4.A.2.a.4",4.04
"11-3013","2.C.1.e",4.15
"11-3013","4.A.4.a.6",3.58
"11-3013","4.A.4.a.8",2.54
"11-3013","4.C.1.b.1.f",4.49
"11-3013","4.C.1.d.1",3.35
"11-3013","4.C.1.d.2",3.24
"11-3013","1.A.1.g.1",2.88
"11-3013","1.C.5.b",4.74
"11-3013","4.C.3.a.1",2.52
"11-3013","4.C.3.b.4",4.24
"11-3013","1.A.2.a.3",1.5
"11-3013","1.A.2.b.1",1.12
"11-3013","1.A.2.c.2",1.75
"11-3013","4.C.2.d.1.g",2.42
"11-3013","1.C.3.b",4.28
"11-3013","1.C.3.c",3.89
"11-3013","2.B.1.a",3.75
"11-3013","2.B.1.f",3.25
"11-3013","4.A.4.a.4",4.28
"11-3013","4.A.4.a.5",3.02
"11-3013","1.C.2.b",4.6
"11-3013","2.B.5.d",3.75
"11-3013","4.A.4.b.1",3.99
"11-3013","4.A.4.b.2",3.81
"11-3013","4.A.4.b.3",3.41
"11-3013","4.A.4.b.4",4.2
"11-3013","4.A.4.b.5",3.91
"11-3013","4.C.1.c.2",4.33
"11-3013","1.A.1.c.1",2.88
"11-3013","1.A.1.c.2",2.88
"11-3013","2.A.1.e",2.62
"11-3013","2.C.4.a",3.53
"11-3013","2.B.3.c",1
"11-3013","2.B.3.d",1
"11-3013","2.B.3.h",1.88
"11-3013","2.B.3.j",1
"11-3013","2.B.3.k",1.75
"11-3013","2.B.3.l",1
"11-3013","2.C.3.e",2.85
"11-3013","4.A.3.a.3",2.07
"11-3013","4.A.3.a.4",1.9
"11-3013","4.A.3.b.4",1.83
"11-3013","4.A.3.b.5",1.89
"11-3013","1.A.2.b.2",1.5
"11-3013","1.A.3.a.1",1.5
"11-3013","1.A.3.a.3",1.12
"11-3013","1.A.3.a.4",2.12
"11-3013","1.A.3.b.1",1.62
"11-3013","1.A.3.c.1",1.25
"11-3013","1.A.3.c.3",1.5
"11-3013","1.A.3.c.4",1.38
"11-3013","4.A.3.a.1",2.11
"11-3013","4.C.2.d.1.d",2.53
"11-3013","4.C.2.d.1.h",1.96
"11-3013","2.B.2.i",3.62
"11-3013","2.B.4.e",3.62
"11-3013","2.B.4.h",3.12
"11-3013","4.A.2.b.1",4.33
"11-3013","4.C.3.a.2.a",4.53
"11-3013","4.C.3.a.2.b",4.92
"11-3013","4.C.3.a.4",4.81
"11-3013","2.B.5.b",3
"11-3013","2.B.5.c",3.12
"11-3013","4.A.2.b.5",3.81
"11-3013","4.A.2.b.6",4.2
"11-3013","4.A.4.c.3",3.86
"11-3013","2.A.1.f",1.5
"11-3013","2.C.4.b",1.98
"11-3013","2.C.4.c",1.91
"11-3013","2.C.4.d",1.21
"11-3013","1.A.1.a.1",4
"11-3013","1.A.1.a.3",4
"11-3013","1.A.4.b.4",3.62
"11-3013","1.A.4.b.5",3.88
"11-3013","2.A.1.b",4
"11-3013","2.A.1.d",4
"11-3013","2.C.9.b",2.39
"11-3013","4.C.1.a.2.c",2.46
"11-3013","1.A.1.a.2",4
"11-3013","1.A.1.a.4",4
"11-3013","2.A.1.a",4
"11-3013","2.A.1.c",3.5
"11-3013","4.A.4.a.1",3.72
"11-3021","1.C.4.a",4.1
"11-3021","1.C.4.b",4.16
"11-3021","1.C.4.c",4.19
"11-3021","2.A.2.b",3.38
"11-3021","4.A.2.b.3",3.89
"11-3021","2.B.3.e",2.75
"11-3021","2.C.3.a",4.77
"11-3021","4.A.3.b.1",4.9
"11-3021","4.A.3.b.6",3.36
"11-3021","4.C.1.a.2.h",5
"11-3021","1.A.1.b.2",3.25
"11-3021","1.C.7.a",3.7
"11-3021","2.C.7.c",1.42
"11-3021","4.A.2.b.2",3.58
"11-3021","1.A.1.b.4",4
"11-3021","1.A.1.b.5",4
"11-3021","1.C.7.b",4.25
"11-3021","2.A.2.a",4.12
"11-3021","2.B.3.a",3.12
"11-3021","2.B.4.g",3.62
"11-3021","4.A.2.a.4",4.25
"11-3021","2.C.1.e",4.05
"11-3021","4.A.4.a.6",3.11
"11-3021","4.A.4.a.8",1.81
"11-3021","4.C.1.b.1.f",3.02
"11-3021","4.C.1.d.1",3.3
"11-3021","4.C.1.d.2",2.95
"11-3021","1.A.1.g.1",2.88
"11-3021","1.C.5.b",4.67
"11-3021","4.C.3.a.1",3.72
"11-3021","4.C.3.b.4",4.04
"11-3021","1.A.2.a.3",2.12
"11-3021","1.A.2.b.1",2
"11-3021","1.A.2.c.2",2
"11-3021","4.C.2.d.1.g",2.94
"11-3021","1.C.3.b",3.71
"11-3021","1.C.3.c",3.69
"11-3021","2.B.1.a",3.62
"11-3021","2.B.1.f",2.88
"11-3021","4.A.4.a.4",3.9
"11-3021","4.A.4.a.5",2.38
"11-3021","1.C.2.b",4.15
"11-3021","2.B.5.d",3.62
"11-3021","4.A.4.b.1",3.9
"11-3021","4.A.4.b.2",4.12
"11-3021","4.A.4.b.3",3.2
"11-3021","4.A.4.b.4",3.98
"11-3021","4.A.4.b.5",3.76
"11-3021","4.C.1.c.2",4.54
"11-3021","1.A.1.c.1",3
"11-3021","1.A.1.c.2",3.12
"11-3021","2.A.1.e",3.12
"11-3021","2.C.4.a",3.16
"11-3021","2.B.3.c",1.88
"11-3021","2.B.3.d",1
"11-3021","2.B.3.h",2
"11-3021","2.B.3.j",1.38
"11-3021","2.B.3.k",2.5
"11-3021","2.B.3.l",1.5
"11-3021","2.C.3.e",1.38
"11-3021","4.A.3.a.3",1.98
"11-3021","4.A.3.a.4",1.63
"11-3021","4.A.3.b.4",1.48
"11-3021","4.A.3.b.5",1.99
"11-3021","1.A.2.b.2",1.38
"11-3021","1.A.3.a.1",1
"11-3021","1.A.3.a.3",1.5
"11-3021","1.A.3.a.4",1.75
"11-3021","1.A.3.b.1",1
"11-3021","1.A.3.c.1",1
"11-3021","1.A.3.c.3",1
"11-3021","1.A.3.c.4",1
"11-3021","4.A.3.a.1",2.01
"11-3021","4.C.2.d.1.d",1.64
"11-3021","4.C.2.d.1.h",1.26
"11-3021","2.B.2.i",3.75
"11-3021","2.B.4.e",3.88
"11-3021","2.B.4.h",3.62
"11-3021","4.A.2.b.1",4.51
"11-3021","4.C.3.a.2.a",4.34
"11-3021","4.C.3.a.2.b",3.93
"11-3021","4.C.3.a.4",4.42
"11-3021","2.B.5.b",3
"11-3021","2.B.5.c",2.75
"11-3021","4.A.2.b.5",3.72
"11-3021","4.A.2.b.6",4.31
"11-3021","4.A.4.c.3",3.58
"11-3021","2.A.1.f",1.75
"11-3021","2.C.4.b",1.61
"11-3021","2.C.4.c",1.23
"11-3021","2.C.4.d",1.01
"11-3021","1.A.1.a.1",4
"11-3021","1.A.1.a.3",4
"11-3021","1.A.4.b.4",3.38
"11-3021","1.A.4.b.5",3.62
"11-3021","2.A.1.b",4
"11-3021","2.A.1.d",3.88
"11-3021","2.C.9.b",2.16
"11-3021","4.C.1.a.2.c",2.08
"11-3021","1.A.1.a.2",4
"11-3021","1.A.1.a.4",3.75
"11-3021","2.A.1.a",4
"11-3021","2.A.1.c",3.75
"11-3021","4.A.4.a.1",3.56
"11-3031","1.C.4.a",4.09
"11-3031","1.C.4.b",4.2
"11-3031","1.C.4.c",4.16
"11-3031","2.A.2.b",3.5
"11-3031","4.A.2.b.3",3.78
"11-3031","2.B.3.e",1.88
"11-3031","2.C.3.a",3.25
"11-3031","4.A.3.b.1",4.34
"11-3031","4.A.3.b.6",3.61
"11-3031","4.C.1.a.2.h",4.98
"11-3031","1.A.1.b.2",2.88
"11-3031","1.C.7.a",3.73
"11-3031","2.C.7.c",1.02
"11-3031","4.A.2.b.2",3.07
"11-3031","1.A.1.b.4",4
"11-3031","1.A.1.b.5",3.88
"11-3031","1.C.7.b",4.19
"11-3031","2.A.2.a",4
"11-3031","2.B.3.a",1.75
"11-3031","2.B.4.g",3
"11-3031","4.A.2.a.4",3.95
"11-3031","2.C.1.e",4.66
"11-3031","4.A.4.a.6",2.74
"11-3031","4.A.4.a.8",3.35
"11-3031","4.C.1.b.1.f",3.34
"11-3031","4.C.1.d.1",3.09
"11-3031","4.C.1.d.2",2.65
"11-3031","1.A.1.g.1",2.75
"11-3031","1.C.5.b",4.68
"11-3031","4.C.3.a.1",2.99
"11-3031","4.C.3.b.4",4.69
"11-3031","1.A.2.a.3",1.75
"11-3031","1.A.2.b.1",1.25
"11-3031","1.A.2.c.2",2
"11-3031","4.C.2.d.1.g",2.61
"11-3031","1.C.3.b",4.31
"11-3031","1.C.3.c",3.99
"11-3031","2.B.1.a",3.62
"11-3031","2.B.1.f",3.62
"11-3031","4.A.4.a.4",4.31
"11-3031","4.A.4.a.5",2.37
"11-3031","1.C.2.b",4.47
"11-3031","2.B.5.d",3.62
"11-3031","4.A.4.b.1",4.01
"11-3031","4.A.4.b.2",3.71
"11-3031","4.A.4.b.3",3.49
"11-3031","4.A.4.b.4",4.09
"11-3031","4.A.4.b.5",4.16
"11-3031","4.C.1.c.2",4.53
"11-3031","1.A.1.c.1",3.5
"11-3031","1.A.1.c.2",3.5
"11-3031","2.A.1.e",3.5
"11-3031","2.C.4.a",3.73
"11-3031","2.B.3.c",1.25
"11-3031","2.B.3.d",1
"11-3031","2.B.3.h",1.12
"11-3031","2.B.3.j",1
"11-3031","2.B.3.k",1.25
"11-3031","2.B.3.l",1
"11-3031","2.C.3.e",1.36
"11-3031","4.A.3.a.3",1.78
"11-3031","4.A.3.a.4",1.74
"11-3031","4.A.3.b.4",1.13
"11-3031","4.A.3.b.5",1.36
"11-3031","1.A.2.b.2",1
"11-3031","1.A.3.a.1",1
"11-3031","1.A.3.a.3",1
"11-3031","1.A.3.a.4",1.88
"11-3031","1.A.3.b.1",1.12
"11-3031","1.A.3.c.1",1
"11-3031","1.A.3.c.3",1
"11-3031","1.A.3.c.4",1
"11-3031","4.A.3.a.1",1.88
"11-3031","4.C.2.d.1.d",1.57
"11-3031","4.C.2.d.1.h",1.2
"11-3031","2.B.2.i",3.62
"11-3031","2.B.4.e",3.62
"11-3031","2.B.4.h",3
"11-3031","4.A.2.b.1",4.22
"11-3031","4.C.3.a.2.a",4.52
"11-3031","4.C.3.a.2.b",4.26
"11-3031","4.C.3.a.4",4.12
"11-3031","2.B.5.b",3.12
"11-3031","2.B.5.c",2.38
"11-3031","4.A.2.b.5",3.64
"11-3031","4.A.2.b.6",4.06
"11-3031","4.A.4.c.3",2.67
"11-3031","2.A.1.f",1.25
"11-3031","2.C.4.b",1
"11-3031","2.C.4.c",1
"11-3031","2.C.4.d",1
"11-3031","1.A.1.a.1",4.12
"11-3031","1.A.1.a.3",4.12
"11-3031","1.A.4.b.4",3.75
"11-3031","1.A.4.b.5",4
"11-3031","2.A.1.b",4
"11-3031","2.A.1.d",4
"11-3031","2.C.9.b",2.74
"11-3031","4.C.1.a.2.c",2.65
"11-3031","1.A.1.a.2",4.12
"11-3031","1.A.1.a.4",3.88
"11-3031","2.A.1.a",4
"11-3031","2.A.1.c",3.75
"11-3031","4.A.4.a.1",3.27
"11-3051","1.C.4.a",4.28
"11-3051","1.C.4.b",4.25
"11-3051","1.C.4.c",4.34
"11-3051","2.A.2.b",3.62
"11-3051","4.A.2.b.3",3.65
"11-3051","2.B.3.e",1.62
"11-3051","2.C.3.a",2.96
"11-3051","4.A.3.b.1",4.3
"11-3051","4.A.3.b.6",3.7
"11-3051","4.C.1.a.2.h",4.87
"11-3051","1.A.1.b.2",3.12
"11-3051","1.C.7.a",3.75
"11-3051","2.C.7.c",1
"11-3051","4.A.2.b.2",3.57
"11-3051","1.A.1.b.4",4
"11-3051","1.A.1.b.5",3.88
"11-3051","1.C.7.b",4.09
"11-3051","2.A.2.a",4
"11-3051","2.B.3.a",2.88
"11-3051","2.B.4.g",3.75
"11-3051","4.A.2.a.4",3.47
"11-3051","2.C.1.e",3.57
"11-3051","4.A.4.a.6",2.49
"11-3051","4.A.4.a.8",2.25
"11-3051","4.C.1.b.1.f",2.88
"11-3051","4.C.1.d.1",3.18
"11-3051","4.C.1.d.2",3
"11-3051","1.A.1.g.1",3
"11-3051","1.C.5.b",4.72
"11-3051","4.C.3.a.1",3.02
"11-3051","4.C.3.b.4",4.47
"11-3051","1.A.2.a.3",2.5
"11-3051","1.A.2.b.1",2.25
"11-3051","1.A.2.c.2",2
"11-3051","4.C.2.d.1.g",2.71
"11-3051","1.C.3.b",4.1
"11-3051","1.C.3.c",3.61
"11-3051","2.B.1.a",3.5
"11-3051","2.B.1.f",3
"11-3051","4.A.4.a.4",3.86
"11-3051","4.A.4.a.5",2.54
"11-3051","1.C.2.b",4.49
"11-3051","2.B.5.d",3.88
"11-3051","4.A.4.b.1",3.75
"11-3051","4.A.4.b.2",3.74
"11-3051","4.A.4.b.3",3.47
"11-3051","4.A.4.b.4",3.71
"11-3051","4.A.4.b.5",3.78
"11-3051","4.C.1.c.2",4.48
"11-3051","1.A.1.c.1",3.12
"11-3051","1.A.1.c.2",3.12
"11-3051","2.A.1.e",3.38
"11-3051","2.C.4.a",3.4
"11-3051","2.B.3.c",2.12
"11-3051","2.B.3.d",1
"11-3051","2.B.3.h",2.75
"11-3051","2.B.3.j",2
"11-3051","2.B.3.k",2.25
"11-3051","2.B.3.l",2.12
"11-3051","2.C.3.e",3.27
"11-3051","4.A.3.a.3",3.57
"11-3051","4.A.3.a.4",2.79
"11-3051","4.A.3.b.4",2.83
"11-3051","4.A.3.b.5",2.72
"11-3051","1.A.2.b.2",2
"11-3051","1.A.3.a.1",2
"11-3051","1.A.3.a.3",1.75
"11-3051","1.A.3.a.4",2.38
"11-3051","1.A.3.b.1",1.88
"11-3051","1.A.3.c.1",2
"11-3051","1.A.3.c.3",2
"11-3051","1.A.3.c.4",1.38
"11-3051","4.A.3.a.1",3.06
"11-3051","4.C.2.d.1.d",3.05
"11-3051","4.C.2.d.1.h",1.71
"11-3051","2.B.2.i",3.62
"11-3051","2.B.4.e",4
"11-3051","2.B.4.h",3.38
"11-3051","4.A.2.b.1",4.43
"11-3051","4.C.3.a.2.a",4.27
"11-3051","4.C.3.a.2.b",4.44
"11-3051","4.C.3.a.4",4.39
"11-3051","2.B.5.b",3.38
"11-3051","2.B.5.c",3.25
"11-3051","4.A.2.b.5",3.61
"11-3051","4.A.2.b.6",3.84
"11-3051","4.A.4.c.3",3.45
"11-3051","2.A.1.f",1.62
"11-3051","2.C.4.b",1.96
"11-3051","2.C.4.c",2.07
"11-3051","2.C.4.d",1.47
"11-3051","1.A.1.a.1",4
"11-3051","1.A.1.a.3",4
"11-3051","1.A.4.b.4",3.62
"11-3051","1.A.4.b.5",3.75
"11-3051","2.A.1.b",3.88
"11-3051","2.A.1.d",4
"11-3051","2.C.9.b",2.31
"11-3051","4.C.1.a.2.c",2.79
"11-3051","1.A.1.a.2",4
"11-3051","1.A.1.a.4",3.5
"11-3051","2.A.1.a",3.88
"11-3051","2.A.1.c",3.38
"11-3051","4.A.4.a.1",3.39
"11-3061","1.C.4.a",4.32
"11-3061","1.C.4.b",4.53
"11-3061","1.C.4.c",4.47
"11-3061","2.A.2.b",3.25
"11-3061","4.A.2.b.3",4.26
"11-3061","2.B.3.e",1.88
"11-3061","2.C.3.a",3.5
"11-3061","4.A.3.b.1",4.37
"11-3061","4.A.3.b.6",4
"11-3061","4.C.1.a.2.h",5
"11-3061","1.A.1.b.2",3.5
"11-3061","1.C.7.a",3.68
"11-3061","2.C.7.c",1.26
"11-3061","4.A.2.b.2",3.78
"11-3061","1.A.1.b.4",3.88
"11-3061","1.A.1.b.5",3.62
"11-3061","1.C.7.b",4.32
"11-3061","2.A.2.a",3.75
"11-3061","2.B.3.a",2.62
"11-3061","2.B.4.g",3.5
"11-3061","4.A.2.a.4",4.05
"11-3061","2.C.1.e",4
"11-3061","4.A.4.a.6",2.53
"11-3061","4.A.4.a.8",3.11
"11-3061","4.C.1.b.1.f",4.16
"11-3061","4.C.1.d.1",3.32
"11-3061","4.C.1.d.2",2.95
"11-3061","1.A.1.g.1",3.25
"11-3061","1.C.5.b",4.74
"11-3061","4.C.3.a.1",2.16
"11-3061","4.C.3.b.4",4.26
"11-3061","1.A.2.a.3",1
"11-3061","1.A.2.b.1",1
"11-3061","1.A.2.c.2",1.38
"11-3061","4.C.2.d.1.g",1.63
"11-3061","1.C.3.b",3.89
"11-3061","1.C.3.c",3.53
"11-3061","2.B.1.a",3.88
"11-3061","2.B.1.f",3.5
"11-3061","4.A.4.a.4",4.33
"11-3061","4.A.4.a.5",2.59
"11-3061","1.C.2.b",4.26
"11-3061","2.B.5.d",4
"11-3061","4.A.4.b.1",4.05
"11-3061","4.A.4.b.2",4
"11-3061","4.A.4.b.3",4.11
"11-3061","4.A.4.b.4",4.11
"11-3061","4.A.4.b.5",4.17
"11-3061","4.C.1.c.2",4.16
"11-3061","1.A.1.c.1",3.12
"11-3061","1.A.1.c.2",3.25
"11-3061","2.A.1.e",3.12
"11-3061","2.C.4.a",3.47
"11-3061","2.B.3.c",1
"11-3061","2.B.3.d",1
"11-3061","2.B.3.h",1
"11-3061","2.B.3.j",1
"11-3061","2.B.3.k",2
"11-3061","2.B.3.l",1
"11-3061","2.C.3.e",1.89
"11-3061","4.A.3.a.3",1.72
"11-3061","4.A.3.a.4",1.63
"11-3061","4.A.3.b.4",1.28
"11-3061","4.A.3.b.5",1.33
"11-3061","1.A.2.b.2",1
"11-3061","1.A.3.a.1",1
"11-3061","1.A.3.a.3",1.5
"11-3061","1.A.3.a.4",1.75
"11-3061","1.A.3.b.1",1
"11-3061","1.A.3.c.1",1
"11-3061","1.A.3.c.3",1
"11-3061","1.A.3.c.4",1
"11-3061","4.A.3.a.1",1.89
"11-3061","4.C.2.d.1.d",1.63
"11-3061","4.C.2.d.1.h",1.33
"11-3061","2.B.2.i",3.5
"11-3061","2.B.4.e",3.75
"11-3061","2.B.4.h",3.12
"11-3061","4.A.2.b.1",4.63
"11-3061","4.C.3.a.2.a",3.84
"11-3061","4.C.3.a.2.b",3.58
"11-3061","4.C.3.a.4",4.21
"11-3061","2.B.5.b",3.25
"11-3061","2.B.5.c",3.25
"11-3061","4.A.2.b.5",3.56
"11-3061","4.A.2.b.6",4.33
"11-3061","4.A.4.c.3",3.53
"11-3061","2.A.1.f",1
"11-3061","2.C.4.b",1.42
"11-3061","2.C.4.c",1.67
"11-3061","2.C.4.d",1.37
"11-3061","1.A.1.a.1",4
"11-3061","1.A.1.a.3",4
"11-3061","1.A.4.b.4",3.88
"11-3061","1.A.4.b.5",3.88
"11-3061","2.A.1.b",4
"11-3061","2.A.1.d",4
"11-3061","2.C.9.b",2.84
"11-3061","4.C.1.a.2.c",2.79
"11-3061","1.A.1.a.2",3.88
"11-3061","1.A.1.a.4",3.75
"11-3061","2.A.1.a",3.88
"11-3061","2.A.1.c",3.88
"11-3061","4.A.4.a.1",3.53
"11-3071","1.C.4.a",4.25
"11-3071","1.C.4.b",4.4
"11-3071","1.C.4.c",4.21
"11-3071","2.A.2.b",3.29
"11-3071","4.A.2.b.3",3.76
"11-3071","2.B.3.e",1.46
"11-3071","2.C.3.a",3.19
"11-3071","4.A.3.b.1",4.05
"11-3071","4.A.3.b.6",3.54
"11-3071","4.C.1.a.2.h",4.93
"11-3071","1.A.1.b.2",3.16
"11-3071","1.C.7.a",3.74
