"soc","industry_code"
"41-9090","423800"
"41-9099","423800"
"43-0000","423800"
"43-1000","423800"
"43-1011","423800"
"43-3000","423800"
"43-3011","423800"
"43-3021","423800"
"43-3031","423800"
"43-3051","423800"
"43-3061","423800"
"43-4000","423800"
"43-4041","423800"
"43-4051","423800"
"43-4071","423800"
"43-4151","423800"
"43-4161","423800"
"43-4171","423800"
"43-4199","423800"
"43-5000","423800"
"43-5011","423800"
"43-5030","423800"
"43-5032","423800"
"43-5061","423800"
"43-5071","423800"
"43-5111","423800"
"43-6000","423800"
"43-6011","423800"
"43-6014","423800"
"43-9000","423800"
"43-9020","423800"
"43-9021","423800"
"43-9061","423800"
"43-9199","423800"
"45-0000","423800"
"45-2000","423800"
"45-2090","423800"
"47-0000","423800"
"47-1000","423800"
"47-1011","423800"
"47-2000","423800"
"47-2031","423800"
"47-2111","423800"
"47-2140","423800"
"47-2141","423800"
"47-2150","423800"
"47-2152","423800"
"47-4000","423800"
"47-4021","423800"
"47-5000","423800"
"47-5010","423800"
"47-5013","423800"
"49-0000","423800"
"49-1000","423800"
"49-1011","423800"
"49-2000","423800"
"49-2011","423800"
"49-2090","423800"
"49-2091","423800"
"49-2092","423800"
"49-2093","423800"
"49-2094","423800"
"49-2098","423800"
"49-3000","423800"
"49-3011","423800"
"49-3020","423800"
"49-3021","423800"
"49-3023","423800"
"49-3031","423800"
"49-3040","423800"
"49-3041","423800"
"49-3042","423800"
"49-3050","423800"
"49-3051","423800"
"49-3053","423800"
"49-3090","423800"
"49-3093","423800"
"49-9000","423800"
"49-9010","423800"
"49-9011","423800"
"49-9012","423800"
"49-9021","423800"
"49-9031","423800"
"49-9040","423800"
"49-9041","423800"
"49-9043","423800"
"49-9044","423800"
"49-9060","423800"
"49-9069","423800"
"49-9071","423800"
"49-9081","423800"
"49-9090","423800"
"49-9091","423800"
"49-9096","423800"
"49-9098","423800"
"49-9099","423800"
"51-0000","423800"
"51-1000","423800"
"51-1011","423800"
"51-2000","423800"
"51-2020","423800"
"51-2028","423800"
"51-2031","423800"
"51-2041","423800"
"51-2090","423800"
"51-4000","423800"
"51-4030","423800"
"51-4031","423800"
"51-4033","423800"
"51-4041","423800"
"51-4081","423800"
"51-4111","423800"
"51-4120","423800"
"51-4121","423800"
"51-4122","423800"
"51-4190","423800"
"51-4191","423800"
"51-4194","423800"
"51-4199","423800"
"51-5100","423800"
"51-5112","423800"
"51-6000","423800"
"51-6031","423800"
"51-6050","423800"
"51-6052","423800"
"51-7000","423800"
"51-7040","423800"
"51-7041","423800"
"51-7042","423800"
"51-8000","423800"
"51-8031","423800"
"51-9000","423800"
"51-9020","423800"
"51-9021","423800"
"51-9023","423800"
"51-9030","423800"
"51-9032","423800"
"51-9061","423800"
"51-9111","423800"
"51-9120","423800"
"51-9124","423800"
"51-9160","423800"
"51-9161","423800"
"51-9162","423800"
"51-9190","423800"
"51-9198","423800"
"51-9199","423800"
"53-0000","423800"
"53-1000","423800"
"53-1047","423800"
"53-2000","423800"
"53-2010","423800"
"53-2012","423800"
"53-3000","423800"
"53-3030","423800"
"53-3031","423800"
"53-3032","423800"
"53-3033","423800"
"53-3099","423800"
"53-6000","423800"
"53-7000","423800"
"53-7021","423800"
"53-7051","423800"
"53-7060","423800"
"53-7061","423800"
"53-7062","423800"
"53-7064","423800"
"53-7065","423800"
"53-7070","423800"
"53-7071","423800"
"53-7072","423800"
"53-7199","423800"
"00-0000","423820"
"11-0000","423820"
"11-1000","423820"
"11-1011","423820"
"11-1021","423820"
"11-2000","423820"
"11-2020","423820"
"11-2021","423820"
"11-2022","423820"
"11-3000","423820"
"11-3010","423820"
"11-3012","423820"
"11-3021","423820"
"11-3031","423820"
"11-3051","423820"
"11-3061","423820"
"11-3071","423820"
"11-3121","423820"
"11-9000","423820"
"11-9041","423820"
"11-9199","423820"
"13-0000","423820"
"13-1000","423820"
"13-1020","423820"
"13-1051","423820"
"13-1070","423820"
"13-1071","423820"
"13-1080","423820"
"13-1081","423820"
"13-1082","423820"
"13-1111","423820"
"13-1151","423820"
"13-1161","423820"
"13-1199","423820"
"13-2000","423820"
"13-2011","423820"
"13-2099","423820"
"15-0000","423820"
"15-1211","423820"
"15-1230","423820"
"15-1231","423820"
"15-1232","423820"
"15-1244","423820"
"15-1250","423820"
"15-1252","423820"
"15-1253","423820"
"15-1255","423820"
"15-1299","423820"
"15-2051","423820"
"17-0000","423820"
"17-2000","423820"
"17-2199","423820"
"17-3000","423820"
"17-3010","423820"
"17-3011","423820"
"17-3020","423820"
"19-0000","423820"
"23-0000","423820"
"27-0000","423820"
"27-1000","423820"
"27-1020","423820"
"27-1024","423820"
"27-3000","423820"
"27-3031","423820"
"37-0000","423820"
"37-2000","423820"
"37-2010","423820"
"37-2011","423820"
"37-3000","423820"
"37-3011","423820"
"41-0000","423820"
"41-1000","423820"
"41-1011","423820"
"41-1012","423820"
"41-2000","423820"
"41-2020","423820"
"41-2021","423820"
"41-2022","423820"
"41-2031","423820"
"41-3000","423820"
"41-3091","423820"
"41-4000","423820"
"41-4011","423820"
"41-4012","423820"
"41-9000","423820"
"43-0000","423820"
"43-1000","423820"
"43-1011","423820"
"43-3000","423820"
"43-3021","423820"
"43-3031","423820"
"43-3051","423820"
"43-4000","423820"
"43-4051","423820"
"43-4151","423820"
"43-4171","423820"
"43-5000","423820"
"43-5061","423820"
"43-5071","423820"
"43-6000","423820"
"43-6011","423820"
"43-6014","423820"
"43-9000","423820"
"43-9061","423820"
"45-0000","423820"
"45-2000","423820"
"45-2090","423820"
"47-0000","423820"
"47-1000","423820"
"47-1011","423820"
"47-2000","423820"
"47-2061","423820"
"47-2111","423820"
"47-2150","423820"
"47-2152","423820"
"47-5000","423820"
"49-0000","423820"
"49-1000","423820"
"49-1011","423820"
"49-3000","423820"
"49-3020","423820"
"49-3023","423820"
"49-3031","423820"
"49-3040","423820"
"49-3041","423820"
"49-3042","423820"
"49-3050","423820"
"49-3053","423820"
"49-9000","423820"
"49-9010","423820"
"49-9012","423820"
"49-9021","423820"
"49-9040","423820"
"49-9041","423820"
"49-9043","423820"
"49-9044","423820"
"49-9071","423820"
"49-9090","423820"
"49-9098","423820"
"49-9099","423820"
"51-0000","423820"
"51-1000","423820"
"51-1011","423820"
"51-2000","423820"
"51-2090","423820"
"51-4000","423820"
"51-4041","423820"
"51-4120","423820"
"51-4121","423820"
"51-9000","423820"
"51-9061","423820"
"51-9190","423820"
"51-9198","423820"
"51-9199","423820"
"53-0000","423820"
"53-1000","423820"
"53-1047","423820"
"53-3000","423820"
"53-3030","423820"
"53-3031","423820"
"53-3032","423820"
"53-3033","423820"
"53-3099","423820"
"53-7000","423820"
"53-7051","423820"
"53-7060","423820"
"53-7061","423820"
"53-7062","423820"
"53-7064","423820"
"53-7065","423820"
"00-0000","4230A1"
"11-0000","4230A1"
"11-1000","4230A1"
"11-1011","4230A1"
"11-1021","4230A1"
"11-2000","4230A1"
"11-2011","4230A1"
"11-2020","4230A1"
"11-2021","4230A1"
"11-2022","4230A1"
"11-2030","4230A1"
"11-3000","4230A1"
"11-3010","4230A1"
"11-3012","4230A1"
"11-3013","4230A1"
"11-3021","4230A1"
"11-3031","4230A1"
"11-3051","4230A1"
"11-3061","4230A1"
"11-3071","4230A1"
"11-3121","4230A1"
"11-3131","4230A1"
"11-9000","4230A1"
"11-9021","4230A1"
"11-9041","4230A1"
"11-9199","4230A1"
"13-0000","4230A1"
"13-1000","4230A1"
"13-1020","4230A1"
"13-1041","4230A1"
"13-1051","4230A1"
"13-1070","4230A1"
"13-1071","4230A1"
"13-1080","4230A1"
"13-1081","4230A1"
"13-1082","4230A1"
"13-1111","4230A1"
"13-1121","4230A1"
"13-1131","4230A1"
"13-1141","4230A1"
"13-1151","4230A1"
"13-1161","4230A1"
"13-1199","4230A1"
"13-2000","4230A1"
"13-2011","4230A1"
"13-2031","4230A1"
"13-2041","4230A1"
"13-2050","4230A1"
"13-2051","4230A1"
"13-2054","4230A1"
"13-2099","4230A1"
"15-0000","4230A1"
"15-1200","4230A1"
"15-1210","4230A1"
"15-1211","4230A1"
"15-1212","4230A1"
"15-1230","4230A1"
"15-1231","4230A1"
"15-1232","4230A1"
"15-1240","4230A1"
"15-1241","4230A1"
"15-1242","4230A1"
"15-1243","4230A1"
"15-1244","4230A1"
"15-1250","4230A1"
"15-1251","4230A1"
"15-1252","4230A1"
"15-1253","4230A1"
"15-1254","4230A1"
"15-1255","4230A1"
"15-1299","4230A1"
"15-2000","4230A1"
"15-2031","4230A1"
"15-2051","4230A1"
"17-0000","4230A1"
"17-1000","4230A1"
"17-1010","4230A1"
"17-2000","4230A1"
"17-2051","4230A1"
"17-2061","4230A1"
"17-2070","4230A1"
"17-2071","4230A1"
"17-2072","4230A1"
"17-2110","4230A1"
"17-2111","4230A1"
"17-2112","4230A1"
"17-2131","4230A1"
"17-2141","4230A1"
"17-2199","4230A1"
"17-3000","4230A1"
"17-3010","4230A1"
"17-3011","4230A1"
"17-3012","4230A1"
"17-3013","4230A1"
"17-3019","4230A1"
"17-3020","4230A1"
"17-3023","4230A1"
"17-3026","4230A1"
"17-3027","4230A1"
"19-0000","4230A1"
"19-1000","4230A1"
"19-1030","4230A1"
"19-1032","4230A1"
"19-2030","4230A1"
"19-4000","4230A1"
"19-4031","4230A1"
"19-4090","4230A1"
"19-4099","4230A1"
"19-5000","4230A1"
"19-5011","4230A1"
"19-5012","4230A1"
"23-0000","4230A1"
"23-1000","4230A1"
"23-1010","4230A1"
"23-1011","4230A1"
"23-2000","4230A1"
"23-2011","4230A1"
"25-0000","4230A1"
"27-0000","4230A1"
"27-1000","4230A1"
"27-1010","4230A1"
"27-1011","4230A1"
"27-1013","4230A1"
"27-1020","4230A1"
"27-1021","4230A1"
"27-1022","4230A1"
"27-1024","4230A1"
"27-1025","4230A1"
"27-1026","4230A1"
"27-1029","4230A1"
"27-2000","4230A1"
"27-2010","4230A1"
"27-2012","4230A1"
"27-3000","4230A1"
"27-3031","4230A1"
"27-3040","4230A1"
"27-3041","4230A1"
"27-3042","4230A1"
"27-3043","4230A1"
"27-4000","4230A1"
"27-4010","4230A1"
"27-4011","4230A1"
"27-4014","4230A1"
"27-4021","4230A1"
"27-4030","4230A1"
"27-4031","4230A1"
"27-4032","4230A1"
"33-0000","4230A1"
"33-9000","4230A1"
"33-9030","4230A1"
"33-9032","4230A1"
"33-9090","4230A1"
"33-9099","4230A1"
"35-0000","4230A1"
"37-0000","4230A1"
"37-1000","4230A1"
"37-2000","4230A1"
"37-2010","4230A1"
"37-2011","4230A1"
"37-2012","4230A1"
"37-3000","4230A1"
"37-3011","4230A1"
"41-0000","4230A1"
"41-1000","4230A1"
"41-1011","4230A1"
"41-1012","4230A1"
"41-2000","4230A1"
"41-2010","4230A1"
"41-2011","4230A1"
"41-2020","4230A1"
"41-2021","4230A1"
"41-2022","4230A1"
"41-2031","4230A1"
"41-3000","4230A1"
"41-3011","4230A1"
"41-3031","4230A1"
"41-3091","4230A1"
"41-4000","4230A1"
"41-4011","4230A1"
"41-4012","4230A1"
"41-9000","4230A1"
"41-9010","4230A1"
"41-9011","4230A1"
"41-9031","4230A1"
"41-9090","4230A1"
"41-9099","4230A1"
"43-0000","4230A1"
"43-1000","4230A1"
"43-1011","4230A1"
"43-3000","4230A1"
"43-3011","4230A1"
"43-3021","4230A1"
"43-3031","4230A1"
"43-3051","4230A1"
"43-3061","4230A1"
"43-3099","4230A1"
"43-4000","4230A1"
"43-4041","4230A1"
"43-4051","4230A1"
"43-4071","4230A1"
"43-4151","4230A1"
"43-4161","4230A1"
"43-4171","4230A1"
"43-4199","4230A1"
"43-5000","4230A1"
"43-5011","4230A1"
"43-5030","4230A1"
"43-5032","4230A1"
"43-5061","4230A1"
"43-5071","4230A1"
"43-5111","4230A1"
"43-6000","4230A1"
"43-6011","4230A1"
"43-6014","4230A1"
"43-9000","4230A1"
"43-9020","4230A1"
"43-9021","4230A1"
"43-9061","4230A1"
"43-9199","4230A1"
"45-0000","4230A1"
"45-2000","4230A1"
"45-2090","4230A1"
"45-2091","4230A1"
"45-4000","4230A1"
"45-4020","4230A1"
"45-4023","4230A1"
"47-0000","4230A1"
"47-1000","4230A1"
"47-1011","4230A1"
"47-2000","4230A1"
"47-2031","4230A1"
"47-2040","4230A1"
"47-2041","4230A1"
"47-2044","4230A1"
"47-2050","4230A1"
"47-2051","4230A1"
"47-2061","4230A1"
"47-2070","4230A1"
"47-2073","4230A1"
"47-2111","4230A1"
"47-2140","4230A1"
"47-2141","4230A1"
"47-2150","4230A1"
"47-2152","4230A1"
"47-2211","4230A1"
"47-2221","4230A1"
"47-2231","4230A1"
"47-3000","4230A1"
"47-3019","4230A1"
"47-4000","4230A1"
"47-4031","4230A1"
"47-4090","4230A1"
"47-5000","4230A1"
"47-5020","4230A1"
"47-5022","4230A1"
"49-0000","4230A1"
"49-1000","4230A1"
"49-1011","4230A1"
"49-2000","4230A1"
"49-2011","4230A1"
"49-2020","4230A1"
"49-2021","4230A1"
"49-2022","4230A1"
"49-2090","4230A1"
"49-2092","4230A1"
"49-2093","4230A1"
"49-2094","4230A1"
"49-2095","4230A1"
"49-2096","4230A1"
"49-2097","4230A1"
"49-2098","4230A1"
"49-3000","4230A1"
"49-3020","4230A1"
"49-3023","4230A1"
"49-3031","4230A1"
"49-3040","4230A1"
"49-3041","4230A1"
"49-3042","4230A1"
"49-3090","4230A1"
"49-3091","4230A1"
"49-9000","4230A1"
"49-9010","4230A1"
"49-9011","4230A1"
"49-9012","4230A1"
"49-9021","4230A1"
"49-9031","4230A1"
"49-9040","4230A1"
"49-9041","4230A1"
"49-9043","4230A1"
"49-9044","4230A1"
"49-9050","4230A1"
"49-9051","4230A1"
"49-9060","4230A1"
"49-9069","4230A1"
"49-9071","4230A1"
"49-9090","4230A1"
"49-9091","4230A1"
"49-9094","4230A1"
"49-9096","4230A1"
"49-9098","4230A1"
"49-9099","4230A1"
"51-0000","4230A1"
"51-1000","4230A1"
"51-1011","4230A1"
"51-2000","4230A1"
"51-2020","4230A1"
"51-2028","4230A1"
"51-2041","4230A1"
"51-2090","4230A1"
"51-4000","4230A1"
"51-4020","4230A1"
"51-4021","4230A1"
"51-4022","4230A1"
"51-4023","4230A1"
"51-4030","4230A1"
"51-4031","4230A1"
"51-4033","4230A1"
"51-4034","4230A1"
"51-4035","4230A1"
"51-4041","4230A1"
"51-4050","4230A1"
"51-4051","4230A1"
"51-4060","4230A1"
"51-4061","4230A1"
"51-4070","4230A1"
"51-4072","4230A1"
"51-4081","4230A1"
"51-4111","4230A1"
"51-4120","4230A1"
"51-4121","4230A1"
"51-4122","4230A1"
"51-4190","4230A1"
"51-4191","4230A1"
"51-4199","4230A1"
"51-5100","4230A1"
"51-5112","4230A1"
"51-6000","4230A1"
"51-6031","4230A1"
"51-6060","4230A1"
"51-6062","4230A1"
"51-6063","4230A1"
"51-7000","4230A1"
"51-7011","4230A1"
"51-7021","4230A1"
"51-7040","4230A1"
"51-7041","4230A1"
"51-7042","4230A1"
"51-7099","4230A1"
"51-8000","4230A1"
"51-8090","4230A1"
"51-8099","4230A1"
"51-9000","4230A1"
"51-9020","4230A1"
"51-9021","4230A1"
"51-9022","4230A1"
"51-9023","4230A1"
"51-9030","4230A1"
"51-9031","4230A1"
"51-9032","4230A1"
"51-9041","4230A1"
"51-9051","4230A1"
"51-9061","4230A1"
"51-9071","4230A1"
"51-9111","4230A1"
"51-9120","4230A1"
"51-9123","4230A1"
"51-9124","4230A1"
"51-9160","4230A1"
"51-9161","4230A1"
"51-9162","4230A1"
"51-9190","4230A1"
"51-9192","4230A1"
"51-9194","4230A1"
"51-9195","4230A1"
"51-9198","4230A1"
"51-9199","4230A1"
"53-0000","4230A1"
"53-1000","4230A1"
"53-1047","4230A1"
"53-2000","4230A1"
"53-2010","4230A1"
"53-3000","4230A1"
"53-3030","4230A1"
"53-3031","4230A1"
"53-3032","4230A1"
"53-3033","4230A1"
"53-7000","4230A1"
"53-7011","4230A1"
"53-7021","4230A1"
"53-7051","4230A1"
"53-7060","4230A1"
"53-7061","4230A1"
"53-7062","4230A1"
"53-7063","4230A1"
"53-7064","4230A1"
"53-7065","4230A1"
"53-7081","4230A1"
"53-7121","4230A1"
"53-7199","4230A1"
"00-0000","424000"
"11-0000","424000"
"11-1000","424000"
"11-1011","424000"
"11-1021","424000"
"11-2000","424000"
"11-2011","424000"
"11-2020","424000"
"11-2021","424000"
"11-2022","424000"
"11-2030","424000"
"11-2032","424000"
"11-3000","424000"
"11-3010","424000"
"11-3012","424000"
"11-3013","424000"
"11-3021","424000"
"11-3031","424000"
"11-3051","424000"
"11-3061","424000"
"11-3071","424000"
"11-3111","424000"
"11-3121","424000"
"11-3131","424000"
"11-9000","424000"
"11-9013","424000"
"11-9021","424000"
"11-9041","424000"
"11-9051","424000"
"11-9111","424000"
"11-9121","424000"
"11-9199","424000"
"13-0000","424000"
"13-1000","424000"
"13-1020","424000"
"13-1041","424000"
"13-1051","424000"
"13-1070","424000"
"13-1071","424000"
"13-1075","424000"
"13-1080","424000"
"13-1081","424000"
"13-1082","424000"
"13-1111","424000"
"13-1121","424000"
"13-1141","424000"
"13-1151","424000"
"13-1161","424000"
"13-1199","424000"
"13-2000","424000"
"13-2011","424000"
"13-2031","424000"
"13-2041","424000"
"13-2050","424000"
"13-2051","424000"
"13-2054","424000"
"13-2099","424000"
"15-0000","424000"
"15-1200","424000"
"15-1210","424000"
"15-1211","424000"
"15-1212","424000"
"15-1230","424000"
"15-1231","424000"
"15-1232","424000"
"15-1240","424000"
"15-1241","424000"
"15-1242","424000"
"15-1243","424000"
"15-1244","424000"
"15-1250","424000"
"15-1251","424000"
"15-1252","424000"
"15-1253","424000"
"15-1254","424000"
"15-1255","424000"
"15-1299","424000"
"15-2000","424000"
"15-2031","424000"
"15-2041","424000"
"15-2051","424000"
"17-0000","424000"
"17-1000","424000"
"17-2000","424000"
"17-2021","424000"
"17-2031","424000"
"17-2041","424000"
"17-2051","424000"
"17-2070","424000"
"17-2110","424000"
"17-2111","424000"
"17-2112","424000"
"17-2141","424000"
"17-2171","424000"
"17-2199","424000"
"17-3000","424000"
"17-3010","424000"
"17-3019","424000"
"17-3020","424000"
"17-3026","424000"
"17-3029","424000"
"19-0000","424000"
"19-1000","424000"
"19-1010","424000"
"19-1011","424000"
"19-1012","424000"
"19-1013","424000"
"19-1020","424000"
"19-1021","424000"
"19-1022","424000"
"19-1029","424000"
"19-1040","424000"
"19-1042","424000"
"19-1099","424000"
"19-2000","424000"
"19-2030","424000"
"19-2031","424000"
"19-2040","424000"
"19-2041","424000"
"19-3000","424000"
"19-3090","424000"
"19-3099","424000"
"19-4000","424000"
"19-4010","424000"
"19-4012","424000"
"19-4013","424000"
"19-4021","424000"
"19-4031","424000"
"19-4040","424000"
"19-4043","424000"
"19-4090","424000"
"19-4099","424000"
"19-5000","424000"
"19-5011","424000"
"19-5012","424000"
"21-0000","424000"
"21-1000","424000"
"21-1090","424000"
"21-1091","424000"
"23-0000","424000"
"23-1000","424000"
"23-1010","424000"
"23-1011","424000"
"23-2000","424000"
"23-2011","424000"
"25-0000","424000"
"25-4000","424000"
"25-4022","424000"
"25-9000","424000"
"25-9031","424000"
"27-0000","424000"
"27-1000","424000"
"27-1010","424000"
"27-1011","424000"
"27-1020","424000"
"27-1021","424000"
"27-1022","424000"
"27-1023","424000"
"27-1024","424000"
"27-1025","424000"
"27-1026","424000"
"27-1027","424000"
"27-1029","424000"
"27-2000","424000"
"27-2010","424000"
"27-2012","424000"
"27-3000","424000"
"27-3031","424000"
"27-3040","424000"
"27-3041","424000"
"27-3042","424000"
"27-3043","424000"
"27-4000","424000"
"27-4010","424000"
"27-4011","424000"
"27-4021","424000"
"27-4030","424000"
"27-4031","424000"
"27-4032","424000"
"29-0000","424000"
"29-1000","424000"
"29-1031","424000"
"29-1051","424000"
"29-1131","424000"
"29-1141","424000"
"29-1210","424000"
"29-1213","424000"
"29-1229","424000"
"29-2000","424000"
"29-2010","424000"
"29-2050","424000"
"29-2052","424000"
"29-2061","424000"
"29-2072","424000"
"29-2090","424000"
"29-2099","424000"
"29-9000","424000"
"29-9090","424000"
"29-9099","424000"
"31-0000","424000"
"31-9095","424000"
"31-9097","424000"
"33-0000","424000"
"33-1000","424000"
"33-1090","424000"
"33-1091","424000"
"33-9000","424000"
"33-9030","424000"
"33-9032","424000"
"35-0000","424000"
"35-1000","424000"
"35-1011","424000"
"35-1012","424000"
"35-2000","424000"
"35-2010","424000"
"35-2011","424000"
"35-2012","424000"
"35-2014","424000"
"35-2015","424000"
"35-2019","424000"
"35-2021","424000"
"35-3000","424000"
"35-3011","424000"
"35-3023","424000"
"35-3031","424000"
"35-9000","424000"
"35-9021","424000"
"35-9099","424000"
"37-0000","424000"
"37-1000","424000"
"37-1011","424000"
"37-1012","424000"
"37-2000","424000"
"37-2010","424000"
"37-2011","424000"
"37-2012","424000"
"37-3000","424000"
"37-3011","424000"
"37-3012","424000"
"39-0000","424000"
"39-2000","424000"
"39-2021","424000"
"39-5000","424000"
"39-5090","424000"
"39-5094","424000"
"41-0000","424000"
"41-1000","424000"
"41-1011","424000"
"41-1012","424000"
"41-2000","424000"
"41-2010","424000"
"41-2011","424000"
"41-2020","424000"
"41-2021","424000"
"41-2022","424000"
"41-2031","424000"
"41-3000","424000"
"41-3011","424000"
"41-3021","424000"
"41-3031","424000"
"41-3091","424000"
"41-4000","424000"
"41-4011","424000"
"41-4012","424000"
"41-9000","424000"
"41-9010","424000"
"41-9011","424000"
"41-9031","424000"
"41-9041","424000"
"41-9090","424000"
"41-9099","424000"
"43-0000","424000"
"43-1000","424000"
"43-1011","424000"
"43-3000","424000"
"43-3011","424000"
"43-3021","424000"
"43-3031","424000"
"43-3051","424000"
"43-3061","424000"
"43-3099","424000"
"43-4000","424000"
"43-4041","424000"
"43-4051","424000"
"43-4071","424000"
"43-4111","424000"
"43-4151","424000"
"43-4161","424000"
"43-4171","424000"
"43-4199","424000"
"43-5000","424000"
"43-5011","424000"
"43-5021","424000"
"43-5030","424000"
"43-5032","424000"
"43-5061","424000"
"43-5071","424000"
"43-5111","424000"
"43-6000","424000"
"43-6011","424000"
"43-6012","424000"
"43-6014","424000"
"43-9000","424000"
"43-9020","424000"
"43-9021","424000"
"43-9051","424000"
"43-9061","424000"
"43-9071","424000"
"43-9081","424000"
"43-9199","424000"
"45-0000","424000"
"45-1000","424000"
"45-1011","424000"
"45-2000","424000"
"45-2011","424000"
"45-2041","424000"
"45-2090","424000"
"45-2091","424000"
"45-2092","424000"
"45-2093","424000"
"45-2099","424000"
"47-0000","424000"
"47-1000","424000"
"47-1011","424000"
"47-2000","424000"
"47-2031","424000"
"47-2061","424000"
"47-2070","424000"
"47-2071","424000"
"47-2073","424000"
"47-2111","424000"
"47-2150","424000"
"47-2152","424000"
"47-4000","424000"
"47-4021","424000"
"47-5000","424000"
"47-5010","424000"
"47-5013","424000"
"47-5020","424000"
"47-5032","424000"
"49-0000","424000"
"49-1000","424000"
"49-1011","424000"
"49-2000","424000"
"49-2011","424000"
"49-2090","424000"
"49-2092","424000"
"49-2094","424000"
"49-3000","424000"
"49-3011","424000"
"49-3020","424000"
"49-3023","424000"
"49-3031","424000"
"49-3040","424000"
"49-3041","424000"
"49-3042","424000"
"49-3050","424000"
"49-3053","424000"
"49-3090","424000"
"49-3093","424000"
"49-9000","424000"
"49-9010","424000"
"49-9012","424000"
"49-9021","424000"
"49-9031","424000"
"49-9040","424000"
"49-9041","424000"
"49-9043","424000"
"49-9044","424000"
"49-9060","424000"
"49-9062","424000"
"49-9069","424000"
"49-9071","424000"
"49-9090","424000"
"49-9091","424000"
"49-9098","424000"
"49-9099","424000"
"51-0000","424000"
"51-1000","424000"
"51-1011","424000"
"51-2000","424000"
"51-2020","424000"
"51-2028","424000"
"51-2090","424000"
"51-3000","424000"
"51-3011","424000"
"51-3020","424000"
"51-3021","424000"
"51-3022","424000"
"51-3023","424000"
"51-3090","424000"
"51-3091","424000"
"51-3092","424000"
"51-3093","424000"
"51-3099","424000"
"51-4000","424000"
"51-4020","424000"
"51-4021","424000"
"51-4030","424000"
"51-4031","424000"
"51-4033","424000"
"51-4035","424000"
"51-4041","424000"
"51-4070","424000"
"51-4072","424000"
"51-4081","424000"
"51-4111","424000"
"51-4120","424000"
"51-4121","424000"
"51-4190","424000"
"51-4199","424000"
"51-5100","424000"
"51-5111","424000"
"51-5112","424000"
"51-5113","424000"
"51-6000","424000"
"51-6031","424000"
"51-6041","424000"
"51-6050","424000"
"51-6051","424000"
"51-6052","424000"
"51-6060","424000"
"51-6062","424000"
"51-6090","424000"
"51-6099","424000"
"51-8000","424000"
"51-8090","424000"
"51-8091","424000"
"51-8093","424000"
"51-8099","424000"
"51-9000","424000"
"51-9010","424000"
"51-9011","424000"
"51-9012","424000"
"51-9020","424000"
"51-9021","424000"
"51-9023","424000"
"51-9030","424000"
"51-9031","424000"
"51-9032","424000"
"51-9041","424000"
"51-9051","424000"
"51-9061","424000"
"51-9111","424000"
"51-9120","424000"
"51-9123","424000"
"51-9124","424000"
"51-9160","424000"
"51-9161","424000"
"51-9162","424000"
"51-9190","424000"
"51-9192","424000"
"51-9193","424000"
"51-9194","424000"
"51-9196","424000"
"51-9198","424000"
"51-9199","424000"
"53-0000","424000"
"53-1000","424000"
"53-1041","424000"
"53-1047","424000"
"53-2000","424000"
"53-2010","424000"
"53-2012","424000"
"53-3000","424000"
"53-3030","424000"
"53-3031","424000"
"53-3032","424000"
"53-3033","424000"
"53-3050","424000"
"53-3053","424000"
"53-3099","424000"
"53-4000","424000"
"53-4099","424000"
"53-5000","424000"
"53-5011","424000"
"53-5020","424000"
"53-5021","424000"
"53-6000","424000"
"53-6030","424000"
"53-6031","424000"
"53-6032","424000"
"53-6099","424000"
"53-7000","424000"
"53-7011","424000"
"53-7021","424000"
"53-7051","424000"
"53-7060","424000"
"53-7061","424000"
"53-7062","424000"
"53-7063","424000"
"53-7064","424000"
"53-7065","424000"
"53-7070","424000"
"53-7071","424000"
"53-7072","424000"
"53-7121","424000"
"53-7199","424000"
"00-0000","424300"
"11-0000","424300"
"11-1000","424300"
"11-1011","424300"
"11-1021","424300"
"11-2000","424300"
"11-2011","424300"
"11-2020","424300"
"11-2021","424300"
"11-2022","424300"
"11-3000","424300"
"11-3010","424300"
"11-3012","424300"
"11-3013","424300"
"11-3021","424300"
"11-3031","424300"
"11-3051","424300"
"11-3061","424300"
"11-3071","424300"
"11-3121","424300"
"11-9000","424300"
"11-9199","424300"
"13-0000","424300"
"13-1000","424300"
"13-1020","424300"
"13-1041","424300"
"13-1051","424300"
"13-1070","424300"
"13-1071","424300"
"13-1080","424300"
"13-1081","424300"
"13-1082","424300"
"13-1111","424300"
"13-1151","424300"
"13-1161","424300"
"13-1199","424300"
"13-2000","424300"
"13-2011","424300"
"13-2041","424300"
"13-2050","424300"
"13-2051","424300"
"15-0000","424300"
"15-1200","424300"
"15-1210","424300"
"15-1211","424300"
"15-1212","424300"
"15-1230","424300"
"15-1231","424300"
"15-1232","424300"
"15-1240","424300"
"15-1241","424300"
"15-1242","424300"
"15-1244","424300"
"15-1250","424300"
"15-1251","424300"
"15-1252","424300"
"15-1254","424300"
"15-1255","424300"
"15-1299","424300"
"15-2000","424300"
"15-2051","424300"
"17-0000","424300"
"17-2000","424300"
"17-2110","424300"
"17-2112","424300"
"23-0000","424300"
"23-1000","424300"
"23-1010","424300"
"23-1011","424300"
"27-0000","424300"
"27-1000","424300"
"27-1010","424300"
"27-1011","424300"
"27-1020","424300"
"27-1021","424300"
"27-1022","424300"
"27-1024","424300"
"27-1025","424300"
"27-1026","424300"
"27-1029","424300"
