"soc","industry_code"
"49-2097","561000"
"49-2098","561000"
"49-3000","561000"
"49-3011","561000"
"49-3020","561000"
"49-3021","561000"
"49-3022","561000"
"49-3023","561000"
"49-3031","561000"
"49-3040","561000"
"49-3041","561000"
"49-3042","561000"
"49-3050","561000"
"49-3051","561000"
"49-3053","561000"
"49-3090","561000"
"49-3093","561000"
"49-9000","561000"
"49-9010","561000"
"49-9012","561000"
"49-9021","561000"
"49-9040","561000"
"49-9041","561000"
"49-9043","561000"
"49-9044","561000"
"49-9050","561000"
"49-9051","561000"
"49-9052","561000"
"49-9062","561000"
"49-9071","561000"
"49-9081","561000"
"49-9090","561000"
"49-9091","561000"
"49-9092","561000"
"49-9094","561000"
"49-9096","561000"
"49-9098","561000"
"49-9099","561000"
"51-0000","561000"
"51-1000","561000"
"51-1011","561000"
"51-2000","561000"
"51-2011","561000"
"51-2020","561000"
"51-2021","561000"
"51-2028","561000"
"51-2031","561000"
"51-2041","561000"
"51-2051","561000"
"51-2090","561000"
"51-3000","561000"
"51-3020","561000"
"51-3021","561000"
"51-3022","561000"
"51-3023","561000"
"51-3090","561000"
"51-3091","561000"
"51-3092","561000"
"51-3093","561000"
"51-3099","561000"
"51-4000","561000"
"51-4020","561000"
"51-4021","561000"
"51-4022","561000"
"51-4023","561000"
"51-4030","561000"
"51-4031","561000"
"51-4032","561000"
"51-4033","561000"
"51-4034","561000"
"51-4035","561000"
"51-4041","561000"
"51-4050","561000"
"51-4051","561000"
"51-4052","561000"
"51-4071","561000"
"51-4081","561000"
"51-4111","561000"
"51-4120","561000"
"51-4121","561000"
"51-4122","561000"
"51-4190","561000"
"51-4191","561000"
"51-4192","561000"
"51-4193","561000"
"51-4194","561000"
"51-4199","561000"
"51-5100","561000"
"51-5111","561000"
"51-5112","561000"
"51-5113","561000"
"51-6000","561000"
"51-6011","561000"
"51-6021","561000"
"51-6031","561000"
"51-6040","561000"
"51-6050","561000"
"51-6051","561000"
"51-6052","561000"
"51-6060","561000"
"51-6061","561000"
"51-6062","561000"
"51-6063","561000"
"51-6064","561000"
"51-6090","561000"
"51-6091","561000"
"51-6099","561000"
"51-7000","561000"
"51-7021","561000"
"51-7040","561000"
"51-7041","561000"
"51-7042","561000"
"51-7099","561000"
"51-8000","561000"
"51-8021","561000"
"51-8031","561000"
"51-8090","561000"
"51-8093","561000"
"51-8099","561000"
"51-9000","561000"
"51-9010","561000"
"51-9011","561000"
"51-9012","561000"
"51-9020","561000"
"51-9021","561000"
"51-9022","561000"
"51-9023","561000"
"51-9030","561000"
"51-9031","561000"
"51-9032","561000"
"51-9041","561000"
"51-9051","561000"
"51-9061","561000"
"51-9071","561000"
"51-9080","561000"
"51-9081","561000"
"51-9082","561000"
"51-9111","561000"
"51-9120","561000"
"51-9123","561000"
"51-9124","561000"
"51-9141","561000"
"51-9160","561000"
"51-9161","561000"
"51-9162","561000"
"51-9190","561000"
"51-9191","561000"
"51-9192","561000"
"51-9195","561000"
"51-9196","561000"
"51-9197","561000"
"51-9198","561000"
"51-9199","561000"
"53-0000","561000"
"53-1000","561000"
"53-1047","561000"
"53-2000","561000"
"53-2010","561000"
"53-2012","561000"
"53-3000","561000"
"53-3011","561000"
"53-3030","561000"
"53-3031","561000"
"53-3032","561000"
"53-3033","561000"
"53-3051","561000"
"53-3052","561000"
"53-4000","561000"
"53-5020","561000"
"53-5021","561000"
"53-5022","561000"
"53-6000","561000"
"53-6021","561000"
"53-6030","561000"
"53-6031","561000"
"53-6041","561000"
"53-6051","561000"
"53-6099","561000"
"53-7000","561000"
"53-7021","561000"
"53-7041","561000"
"53-7051","561000"
"53-7060","561000"
"53-7061","561000"
"53-7062","561000"
"53-7063","561000"
"53-7064","561000"
"53-7065","561000"
"53-7070","561000"
"53-7072","561000"
"53-7081","561000"
"53-7121","561000"
"53-7199","561000"
"00-0000","561100"
"11-0000","561100"
"11-1000","561100"
"11-1011","561100"
"11-1021","561100"
"11-2000","561100"
"11-2011","561100"
"11-2020","561100"
"11-2021","561100"
"11-2022","561100"
"11-2030","561100"
"11-2032","561100"
"11-3000","561100"
"11-3010","561100"
"11-3012","561100"
"11-3013","561100"
"11-3031","561100"
"11-3051","561100"
"11-3061","561100"
"11-3071","561100"
"11-3111","561100"
"11-3121","561100"
"11-3131","561100"
"11-9000","561100"
"11-9021","561100"
"11-9041","561100"
"11-9070","561100"
"11-9072","561100"
"11-9081","561100"
"11-9111","561100"
"11-9141","561100"
"11-9151","561100"
"11-9199","561100"
"13-0000","561100"
"13-1000","561100"
"13-1020","561100"
"13-1030","561100"
"13-1031","561100"
"13-1041","561100"
"13-1051","561100"
"13-1070","561100"
"13-1071","561100"
"13-1080","561100"
"13-1081","561100"
"13-1082","561100"
"13-1111","561100"
"13-1121","561100"
"13-1131","561100"
"13-1141","561100"
"13-1151","561100"
"13-1161","561100"
"13-1199","561100"
"13-2000","561100"
"13-2011","561100"
"13-2031","561100"
"13-2041","561100"
"13-2050","561100"
"13-2051","561100"
"13-2054","561100"
"13-2061","561100"
"13-2070","561100"
"13-2071","561100"
"15-0000","561100"
"15-1200","561100"
"15-1210","561100"
"15-1211","561100"
"15-1212","561100"
"15-1231","561100"
"15-1240","561100"
"15-1241","561100"
"15-1242","561100"
"15-1243","561100"
"15-1244","561100"
"15-1250","561100"
"15-1251","561100"
"15-1252","561100"
"15-1253","561100"
"15-1254","561100"
"15-1255","561100"
"15-1299","561100"
"15-2000","561100"
"15-2031","561100"
"15-2051","561100"
"15-2099","561100"
"17-0000","561100"
"17-1000","561100"
"17-1010","561100"
"17-1011","561100"
"17-2000","561100"
"17-2051","561100"
"17-2070","561100"
"17-2071","561100"
"17-2141","561100"
"17-2199","561100"
"17-3010","561100"
"19-1000","561100"
"19-1010","561100"
"19-2000","561100"
"19-2030","561100"
"19-2031","561100"
"19-4000","561100"
"19-4090","561100"
"19-4099","561100"
"19-5012","561100"
"21-1020","561100"
"21-1022","561100"
"21-1091","561100"
"21-1094","561100"
"23-0000","561100"
"23-2000","561100"
"23-2011","561100"
"25-9000","561100"
"27-0000","561100"
"27-1000","561100"
"27-1010","561100"
"27-1011","561100"
"27-1020","561100"
"27-1024","561100"
"27-3000","561100"
"27-3031","561100"
"27-3040","561100"
"27-3042","561100"
"27-3043","561100"
"27-4000","561100"
"27-4010","561100"
"27-4011","561100"
"29-0000","561100"
"29-1000","561100"
"29-1031","561100"
"29-1051","561100"
"29-1120","561100"
"29-1141","561100"
"29-1171","561100"
"29-1290","561100"
"29-1292","561100"
"29-1299","561100"
"29-2000","561100"
"29-2030","561100"
"29-2034","561100"
"29-2050","561100"
"29-2052","561100"
"29-2061","561100"
"29-2072","561100"
"29-2090","561100"
"29-2099","561100"
"29-9000","561100"
"29-9021","561100"
"29-9090","561100"
"29-9099","561100"
"31-0000","561100"
"31-1130","561100"
"31-1131","561100"
"31-2000","561100"
"31-2020","561100"
"31-9000","561100"
"31-9090","561100"
"31-9091","561100"
"31-9092","561100"
"31-9093","561100"
"31-9099","561100"
"33-0000","561100"
"33-9000","561100"
"33-9021","561100"
"33-9030","561100"
"33-9032","561100"
"35-0000","561100"
"35-1000","561100"
"35-1011","561100"
"35-1012","561100"
"35-2014","561100"
"35-2021","561100"
"37-0000","561100"
"37-2000","561100"
"37-2010","561100"
"37-2011","561100"
"37-3000","561100"
"37-3011","561100"
"39-0000","561100"
"39-1000","561100"
"41-0000","561100"
"41-1000","561100"
"41-1011","561100"
"41-1012","561100"
"41-2010","561100"
"41-2011","561100"
"41-2031","561100"
"41-3000","561100"
"41-3091","561100"
"41-4000","561100"
"41-4012","561100"
"41-9041","561100"
"43-0000","561100"
"43-1000","561100"
"43-1011","561100"
"43-3000","561100"
"43-3011","561100"
"43-3021","561100"
"43-3031","561100"
"43-3051","561100"
"43-3061","561100"
"43-4000","561100"
"43-4011","561100"
"43-4021","561100"
"43-4051","561100"
"43-4061","561100"
"43-4071","561100"
"43-4111","561100"
"43-4151","561100"
"43-4161","561100"
"43-4171","561100"
"43-4181","561100"
"43-4199","561100"
"43-5000","561100"
"43-5021","561100"
"43-5030","561100"
"43-5031","561100"
"43-5032","561100"
"43-5061","561100"
"43-5071","561100"
"43-6000","561100"
"43-6011","561100"
"43-6012","561100"
"43-6013","561100"
"43-6014","561100"
"43-9000","561100"
"43-9022","561100"
"43-9051","561100"
"43-9061","561100"
"43-9071","561100"
"43-9199","561100"
"47-0000","561100"
"47-1000","561100"
"47-1011","561100"
"47-2000","561100"
"49-0000","561100"
"49-1000","561100"
"49-1011","561100"
"49-2000","561100"
"49-2011","561100"
"49-3020","561100"
"49-3023","561100"
"49-3031","561100"
"49-9000","561100"
"49-9040","561100"
"49-9041","561100"
"49-9071","561100"
"49-9090","561100"
"51-0000","561100"
"51-9000","561100"
"51-9061","561100"
"53-0000","561100"
"53-1000","561100"
"53-1047","561100"
"53-2000","561100"
"53-2010","561100"
"53-2012","561100"
"53-3031","561100"
"53-3033","561100"
"53-7000","561100"
"53-7051","561100"
"53-7060","561100"
"53-7061","561100"
"53-7062","561100"
"53-7064","561100"
"53-7065","561100"
"00-0000","561200"
"11-0000","561200"
"11-1000","561200"
"11-1021","561200"
"11-2000","561200"
"11-2020","561200"
"11-2021","561200"
"11-2022","561200"
"11-3000","561200"
"11-3010","561200"
"11-3012","561200"
"11-3013","561200"
"11-3021","561200"
"11-3031","561200"
"11-3051","561200"
"11-3071","561200"
"11-3121","561200"
"11-9000","561200"
"11-9021","561200"
"11-9041","561200"
"11-9051","561200"
"11-9111","561200"
"11-9141","561200"
"11-9199","561200"
"13-0000","561200"
"13-1000","561200"
"13-1020","561200"
"13-1041","561200"
"13-1051","561200"
"13-1070","561200"
"13-1071","561200"
"13-1080","561200"
"13-1081","561200"
"13-1082","561200"
"13-1111","561200"
"13-1121","561200"
"13-1151","561200"
"13-1161","561200"
"13-1199","561200"
"13-2000","561200"
"13-2011","561200"
"13-2050","561200"
"13-2051","561200"
"15-0000","561200"
"15-1200","561200"
"15-1210","561200"
"15-1211","561200"
"15-1212","561200"
"15-1232","561200"
"15-1240","561200"
"15-1241","561200"
"15-1242","561200"
"15-1244","561200"
"15-1250","561200"
"15-1251","561200"
"15-1252","561200"
"15-1299","561200"
"15-2000","561200"
"15-2051","561200"
"17-0000","561200"
"17-2000","561200"
"17-2051","561200"
"17-2070","561200"
"17-2071","561200"
"17-2110","561200"
"17-2111","561200"
"17-2112","561200"
"17-2141","561200"
"17-2199","561200"
"17-3000","561200"
"17-3020","561200"
"17-3022","561200"
"17-3023","561200"
"17-3024","561200"
"17-3027","561200"
"17-3028","561200"
"17-3029","561200"
"19-0000","561200"
"19-2000","561200"
"19-2040","561200"
"19-2041","561200"
"19-4000","561200"
"19-4040","561200"
"19-4042","561200"
"19-4090","561200"
"19-4099","561200"
"19-5000","561200"
"19-5011","561200"
"19-5012","561200"
"21-0000","561200"
"21-1000","561200"
"21-1010","561200"
"21-1018","561200"
"21-1090","561200"
"21-1092","561200"
"21-1093","561200"
"21-2000","561200"
"21-2011","561200"
"25-0000","561200"
"25-3000","561200"
"25-3011","561200"
"25-3021","561200"
"25-3099","561200"
"27-0000","561200"
"27-1000","561200"
"27-1020","561200"
"27-1024","561200"
"27-3000","561200"
"27-3031","561200"
"27-3040","561200"
"27-3042","561200"
"27-4000","561200"
"29-0000","561200"
"29-1000","561200"
"29-1031","561200"
"29-1141","561200"
"29-2040","561200"
"29-2042","561200"
"29-2061","561200"
"29-2072","561200"
"31-1131","561200"
"31-9000","561200"
"31-9090","561200"
"31-9091","561200"
"31-9099","561200"
"33-0000","561200"
"33-1000","561200"
"33-1010","561200"
"33-1011","561200"
"33-1091","561200"
"33-2000","561200"
"33-2011","561200"
"33-3000","561200"
"33-3010","561200"
"33-3012","561200"
"33-9021","561200"
"33-9099","561200"
"35-0000","561200"
"35-1000","561200"
"35-1011","561200"
"35-1012","561200"
"35-2000","561200"
"35-2010","561200"
"35-2012","561200"
"35-2014","561200"
"35-2015","561200"
"35-2021","561200"
"35-3000","561200"
"35-3011","561200"
"35-3023","561200"
"35-3031","561200"
"35-3041","561200"
"35-9000","561200"
"35-9011","561200"
"35-9021","561200"
"37-0000","561200"
"37-1000","561200"
"37-1011","561200"
"37-1012","561200"
"37-2000","561200"
"37-2010","561200"
"37-2011","561200"
"37-2012","561200"
"37-2019","561200"
"37-2021","561200"
"37-3000","561200"
"37-3011","561200"
"39-6000","561200"
"39-6011","561200"
"39-6012","561200"
"39-9032","561200"
"41-0000","561200"
"41-2000","561200"
"41-2010","561200"
"41-2011","561200"
"41-3000","561200"
"41-3091","561200"
"43-0000","561200"
"43-1000","561200"
"43-1011","561200"
"43-3000","561200"
"43-3021","561200"
"43-3031","561200"
"43-3051","561200"
"43-3061","561200"
"43-4000","561200"
"43-4051","561200"
"43-4071","561200"
"43-4151","561200"
"43-4161","561200"
"43-4171","561200"
"43-4199","561200"
"43-5000","561200"
"43-5021","561200"
"43-5030","561200"
"43-5032","561200"
"43-5061","561200"
"43-5071","561200"
"43-6000","561200"
"43-6011","561200"
"43-6013","561200"
"43-6014","561200"
"43-9000","561200"
"43-9051","561200"
"43-9061","561200"
"43-9199","561200"
"47-0000","561200"
"47-1000","561200"
"47-1011","561200"
"47-2000","561200"
"47-2011","561200"
"47-2031","561200"
"47-2061","561200"
"47-2070","561200"
"47-2073","561200"
"47-2111","561200"
"47-2140","561200"
"47-2141","561200"
"47-2150","561200"
"47-2152","561200"
"47-2211","561200"
"47-3000","561200"
"47-4000","561200"
"47-4011","561200"
"47-4041","561200"
"47-5000","561200"
"47-5032","561200"
"49-0000","561200"
"49-1000","561200"
"49-1011","561200"
"49-2000","561200"
"49-2090","561200"
"49-2094","561200"
"49-2095","561200"
"49-2098","561200"
"49-3000","561200"
"49-3011","561200"
"49-3020","561200"
"49-3023","561200"
"49-3031","561200"
"49-3040","561200"
"49-3042","561200"
"49-9000","561200"
"49-9010","561200"
"49-9012","561200"
"49-9021","561200"
"49-9040","561200"
"49-9041","561200"
"49-9043","561200"
"49-9050","561200"
"49-9051","561200"
"49-9071","561200"
"49-9090","561200"
"49-9094","561200"
"49-9098","561200"
"49-9099","561200"
"51-0000","561200"
"51-1000","561200"
"51-1011","561200"
"51-2000","561200"
"51-2020","561200"
"51-2028","561200"
"51-2090","561200"
"51-4000","561200"
"51-4081","561200"
"51-4120","561200"
"51-4121","561200"
"51-6000","561200"
"51-6011","561200"
"51-7000","561200"
"51-8000","561200"
"51-8010","561200"
"51-8013","561200"
"51-8021","561200"
"51-8031","561200"
"51-8090","561200"
"51-9000","561200"
"51-9061","561200"
"51-9160","561200"
"51-9190","561200"
"51-9199","561200"
"53-0000","561200"
"53-1000","561200"
"53-1047","561200"
"53-3000","561200"
"53-3030","561200"
"53-3032","561200"
"53-3033","561200"
"53-3050","561200"
"53-3052","561200"
"53-3053","561200"
"53-5000","561200"
"53-6000","561200"
"53-6021","561200"
"53-6030","561200"
"53-6031","561200"
"53-6051","561200"
"53-7000","561200"
"53-7051","561200"
"53-7060","561200"
"53-7062","561200"
"53-7064","561200"
"53-7065","561200"
"53-7199","561200"
"00-0000","561300"
"11-0000","561300"
"11-1000","561300"
"11-1011","561300"
"11-1021","561300"
"11-2000","561300"
"11-2011","561300"
"11-2020","561300"
"11-2021","561300"
"11-2022","561300"
"11-2030","561300"
"11-2032","561300"
"11-3000","561300"
"11-3010","561300"
"11-3012","561300"
"11-3013","561300"
"11-3021","561300"
"11-3031","561300"
"11-3051","561300"
"11-3061","561300"
"11-3071","561300"
"11-3111","561300"
"11-3121","561300"
"11-3131","561300"
"11-9000","561300"
"11-9013","561300"
"11-9021","561300"
"11-9030","561300"
"11-9032","561300"
"11-9039","561300"
"11-9041","561300"
"11-9051","561300"
"11-9111","561300"
"11-9121","561300"
"11-9141","561300"
"11-9151","561300"
"11-9170","561300"
"11-9199","561300"
"13-0000","561300"
"13-1000","561300"
"13-1020","561300"
"13-1030","561300"
"13-1031","561300"
"13-1041","561300"
"13-1051","561300"
"13-1070","561300"
"13-1071","561300"
"13-1075","561300"
"13-1080","561300"
"13-1081","561300"
"13-1082","561300"
"13-1111","561300"
"13-1121","561300"
"13-1131","561300"
"13-1141","561300"
"13-1151","561300"
"13-1161","561300"
"13-1199","561300"
"13-2000","561300"
"13-2011","561300"
"13-2031","561300"
"13-2041","561300"
"13-2050","561300"
"13-2051","561300"
"13-2052","561300"
"13-2053","561300"
"13-2054","561300"
"13-2070","561300"
"13-2072","561300"
"13-2099","561300"
"15-0000","561300"
"15-1200","561300"
"15-1210","561300"
"15-1211","561300"
"15-1212","561300"
"15-1221","561300"
"15-1230","561300"
"15-1231","561300"
"15-1232","561300"
"15-1240","561300"
"15-1241","561300"
"15-1242","561300"
"15-1243","561300"
"15-1244","561300"
"15-1250","561300"
"15-1251","561300"
"15-1252","561300"
"15-1253","561300"
"15-1254","561300"
"15-1255","561300"
"15-2000","561300"
"15-2031","561300"
"15-2041","561300"
"15-2051","561300"
"15-2099","561300"
"17-0000","561300"
"17-1000","561300"
"17-1010","561300"
"17-1011","561300"
"17-1020","561300"
"17-1021","561300"
"17-1022","561300"
"17-2000","561300"
"17-2011","561300"
"17-2031","561300"
"17-2051","561300"
"17-2061","561300"
"17-2070","561300"
"17-2071","561300"
"17-2072","561300"
"17-2081","561300"
"17-2110","561300"
"17-2111","561300"
"17-2112","561300"
"17-2131","561300"
"17-2141","561300"
"17-2199","561300"
"17-3000","561300"
"17-3010","561300"
"17-3011","561300"
"17-3012","561300"
"17-3013","561300"
"17-3019","561300"
"17-3020","561300"
"17-3022","561300"
"17-3023","561300"
"17-3024","561300"
"17-3025","561300"
"17-3026","561300"
"17-3028","561300"
"17-3029","561300"
"19-0000","561300"
"19-1000","561300"
"19-1012","561300"
"19-1020","561300"
"19-1021","561300"
"19-1022","561300"
"19-1029","561300"
"19-1030","561300"
"19-1031","561300"
"19-1040","561300"
"19-1041","561300"
"19-1042","561300"
"19-2000","561300"
"19-2010","561300"
"19-2012","561300"
"19-2030","561300"
"19-2031","561300"
"19-2032","561300"
"19-2040","561300"
"19-2041","561300"
"19-2042","561300"
"19-2099","561300"
"19-3011","561300"
"19-3022","561300"
"19-3033","561300"
"19-3039","561300"
"19-3051","561300"
"19-3090","561300"
"19-3099","561300"
"19-4010","561300"
"19-4012","561300"
"19-4013","561300"
"19-4021","561300"
"19-4031","561300"
"19-4040","561300"
"19-4042","561300"
"19-4061","561300"
"19-4092","561300"
"19-5000","561300"
"19-5011","561300"
"19-5012","561300"
"21-0000","561300"
"21-1000","561300"
"21-1012","561300"
"21-1015","561300"
"21-1020","561300"
"21-1021","561300"
"21-1022","561300"
"21-1023","561300"
"21-1029","561300"
"21-1090","561300"
"21-1091","561300"
"21-1093","561300"
"21-1094","561300"
"21-1099","561300"
"21-2000","561300"
"21-2011","561300"
"23-2000","561300"
"23-2011","561300"
"23-2090","561300"
"23-2093","561300"
"23-2099","561300"
"25-0000","561300"
"25-2058","561300"
"25-2059","561300"
"25-3000","561300"
"25-3021","561300"
"25-3031","561300"
"25-3041","561300"
"25-3099","561300"
"25-4000","561300"
"25-4010","561300"
"25-4011","561300"
"25-4012","561300"
"25-4022","561300"
"25-9031","561300"
"25-9099","561300"
"27-0000","561300"
"27-1000","561300"
"27-1010","561300"
"27-1011","561300"
"27-1012","561300"
"27-1013","561300"
"27-1014","561300"
"27-1019","561300"
"27-1020","561300"
"27-1021","561300"
"27-1022","561300"
"27-1023","561300"
"27-1024","561300"
"27-1026","561300"
"27-1027","561300"
"27-1029","561300"
"27-2012","561300"
"27-2023","561300"
"27-3000","561300"
"27-3023","561300"
"27-3031","561300"
"27-3040","561300"
"27-3041","561300"
"27-3042","561300"
"27-3043","561300"
"27-3090","561300"
"27-3091","561300"
"27-3099","561300"
"27-4000","561300"
"27-4010","561300"
"27-4011","561300"
"27-4012","561300"
"27-4014","561300"
"27-4015","561300"
"27-4021","561300"
"27-4030","561300"
"27-4031","561300"
"27-4032","561300"
"27-4099","561300"
"29-0000","561300"
"29-1000","561300"
"29-1020","561300"
"29-1021","561300"
"29-1031","561300"
"29-1051","561300"
"29-1071","561300"
"29-1120","561300"
"29-1123","561300"
"29-1124","561300"
"29-1125","561300"
"29-1126","561300"
"29-1128","561300"
"29-1141","561300"
"29-1171","561300"
"29-1181","561300"
"29-1215","561300"
"29-1216","561300"
"29-1229","561300"
"29-1290","561300"
"29-1292","561300"
"29-2000","561300"
"29-2010","561300"
"29-2031","561300"
"29-2032","561300"
"29-2035","561300"
"29-2040","561300"
"29-2042","561300"
"29-2043","561300"
"29-2050","561300"
"29-2051","561300"
"29-2052","561300"
"29-2053","561300"
"29-2055","561300"
"29-2057","561300"
"29-2061","561300"
"29-2072","561300"
"29-2090","561300"
"29-2099","561300"
"29-9000","561300"
"29-9021","561300"
"29-9090","561300"
"29-9093","561300"
"29-9099","561300"
"31-0000","561300"
"31-1100","561300"
"31-1120","561300"
"31-1130","561300"
"31-1131","561300"
"31-1132","561300"
"31-2000","561300"
"31-2010","561300"
"31-2011","561300"
"31-2020","561300"
"31-2021","561300"
"31-2022","561300"
"31-9000","561300"
"31-9011","561300"
"31-9090","561300"
"31-9091","561300"
"31-9092","561300"
"31-9093","561300"
"31-9095","561300"
"31-9096","561300"
"31-9097","561300"
"31-9099","561300"
"33-0000","561300"
"33-2000","561300"
"33-2020","561300"
"33-3000","561300"
"33-3041","561300"
"33-9000","561300"
"33-9021","561300"
"33-9030","561300"
"33-9032","561300"
"33-9090","561300"
"33-9091","561300"
"33-9092","561300"
"33-9094","561300"
"35-0000","561300"
"35-1000","561300"
"35-1011","561300"
"35-1012","561300"
"35-2000","561300"
"35-2010","561300"
"35-2011","561300"
"35-2012","561300"
"35-2014","561300"
"35-2015","561300"
"35-2019","561300"
"35-2021","561300"
"35-3000","561300"
"35-3011","561300"
"35-3023","561300"
"35-3031","561300"
"35-3041","561300"
"35-9000","561300"
"35-9011","561300"
"35-9021","561300"
"35-9031","561300"
"37-0000","561300"
"37-1000","561300"
"37-1011","561300"
"37-1012","561300"
"37-2000","561300"
"37-2010","561300"
"37-2011","561300"
"37-2012","561300"
"37-2019","561300"
"37-2021","561300"
"37-3000","561300"
"37-3011","561300"
"37-3012","561300"
"37-3013","561300"
"37-3019","561300"
"39-0000","561300"
"39-1010","561300"
"39-1014","561300"
"39-2000","561300"
"39-2021","561300"
"39-3031","561300"
"39-3093","561300"
"39-4000","561300"
"39-4010","561300"
"39-4021","561300"
"39-5000","561300"
"39-5010","561300"
"39-5012","561300"
"39-5090","561300"
"39-5091","561300"
"39-5094","561300"
"39-6011","561300"
"39-7000","561300"
"39-7010","561300"
"39-9030","561300"
"39-9031","561300"
"39-9032","561300"
"39-9099","561300"
"41-0000","561300"
"41-1000","561300"
"41-1011","561300"
"41-1012","561300"
"41-2000","561300"
"41-2010","561300"
"41-2011","561300"
"41-2020","561300"
"41-2021","561300"
"41-2022","561300"
"41-2031","561300"
"41-3000","561300"
"41-3021","561300"
"41-3031","561300"
"41-3041","561300"
"41-3091","561300"
"41-4000","561300"
"41-4011","561300"
"41-4012","561300"
"41-9010","561300"
"41-9011","561300"
"41-9012","561300"
"41-9031","561300"
"41-9090","561300"
"41-9099","561300"
"43-0000","561300"
"43-1000","561300"
"43-1011","561300"
"43-2000","561300"
"43-2011","561300"
"43-3000","561300"
"43-3011","561300"
"43-3021","561300"
"43-3031","561300"
"43-3051","561300"
"43-3061","561300"
"43-3071","561300"
"43-3099","561300"
"43-4000","561300"
"43-4021","561300"
"43-4031","561300"
"43-4041","561300"
"43-4051","561300"
"43-4071","561300"
"43-4081","561300"
"43-4111","561300"
"43-4121","561300"
"43-4131","561300"
"43-4141","561300"
"43-4151","561300"
"43-4161","561300"
"43-4171","561300"
"43-4181","561300"
"43-4199","561300"
"43-5000","561300"
"43-5011","561300"
"43-5021","561300"
"43-5030","561300"
"43-5031","561300"
"43-5032","561300"
"43-5041","561300"
"43-5061","561300"
"43-5071","561300"
"43-5111","561300"
"43-6000","561300"
"43-6011","561300"
"43-6012","561300"
"43-6013","561300"
"43-6014","561300"
"43-9000","561300"
"43-9020","561300"
"43-9021","561300"
"43-9022","561300"
"43-9031","561300"
"43-9041","561300"
"43-9051","561300"
"43-9061","561300"
"43-9071","561300"
"43-9081","561300"
"43-9111","561300"
"43-9199","561300"
"45-0000","561300"
"45-1000","561300"
"45-1011","561300"
"45-2000","561300"
"45-2041","561300"
"45-2090","561300"
"45-2092","561300"
"45-2099","561300"
"45-4000","561300"
"45-4020","561300"
"47-0000","561300"
"47-1000","561300"
"47-1011","561300"
"47-2000","561300"
"47-2011","561300"
"47-2020","561300"
"47-2021","561300"
"47-2022","561300"
"47-2031","561300"
"47-2040","561300"
"47-2042","561300"
"47-2043","561300"
"47-2044","561300"
"47-2050","561300"
"47-2051","561300"
"47-2061","561300"
"47-2070","561300"
"47-2071","561300"
"47-2073","561300"
"47-2080","561300"
"47-2081","561300"
"47-2111","561300"
"47-2121","561300"
"47-2130","561300"
"47-2131","561300"
"47-2140","561300"
"47-2141","561300"
"47-2150","561300"
"47-2151","561300"
"47-2152","561300"
"47-2171","561300"
"47-2181","561300"
"47-2221","561300"
"47-2231","561300"
"47-3000","561300"
"47-3012","561300"
"47-3013","561300"
"47-3014","561300"
"47-3015","561300"
"47-3019","561300"
"47-4000","561300"
"47-4011","561300"
"47-4031","561300"
"47-4051","561300"
"47-4071","561300"
"47-4090","561300"
"47-5040","561300"
"47-5049","561300"
"49-0000","561300"
"49-1000","561300"
"49-1011","561300"
"49-2000","561300"
"49-2011","561300"
"49-2020","561300"
"49-2022","561300"
"49-2090","561300"
"49-2092","561300"
"49-2094","561300"
"49-2097","561300"
"49-2098","561300"
"49-3000","561300"
"49-3011","561300"
"49-3020","561300"
"49-3021","561300"
"49-3022","561300"
"49-3023","561300"
"49-3031","561300"
"49-3040","561300"
"49-3042","561300"
"49-3051","561300"
"49-3090","561300"
"49-3093","561300"
"49-9000","561300"
"49-9010","561300"
"49-9012","561300"
"49-9021","561300"
"49-9040","561300"
"49-9041","561300"
"49-9043","561300"
"49-9044","561300"
"49-9050","561300"
"49-9051","561300"
"49-9052","561300"
"49-9060","561300"
"49-9062","561300"
"49-9069","561300"
"49-9071","561300"
"49-9081","561300"
"49-9090","561300"
"49-9096","561300"
"49-9098","561300"
"49-9099","561300"
"51-0000","561300"
"51-1000","561300"
"51-1011","561300"
"51-2000","561300"
"51-2011","561300"
"51-2020","561300"
"51-2021","561300"
"51-2028","561300"
"51-2031","561300"
"51-2041","561300"
"51-2051","561300"
"51-2090","561300"
"51-3020","561300"
"51-3021","561300"
"51-3022","561300"
"51-3023","561300"
"51-3090","561300"
"51-3091","561300"
"51-3092","561300"
"51-3093","561300"
"51-3099","561300"
"51-4000","561300"
"51-4020","561300"
"51-4021","561300"
"51-4022","561300"
"51-4023","561300"
"51-4030","561300"
"51-4031","561300"
"51-4032","561300"
"51-4033","561300"
"51-4034","561300"
"51-4035","561300"
"51-4041","561300"
"51-4050","561300"
"51-4051","561300"
"51-4052","561300"
"51-4071","561300"
"51-4081","561300"
"51-4111","561300"
"51-4120","561300"
"51-4121","561300"
"51-4122","561300"
"51-4190","561300"
"51-4191","561300"
"51-4192","561300"
"51-4193","561300"
"51-4194","561300"
"51-4199","561300"
"51-5100","561300"
"51-5111","561300"
"51-5112","561300"
"51-5113","561300"
"51-6000","561300"
"51-6011","561300"
"51-6021","561300"
"51-6031","561300"
"51-6040","561300"
"51-6050","561300"
"51-6060","561300"
"51-6061","561300"
"51-6062","561300"
"51-6063","561300"
"51-6064","561300"
"51-6090","561300"
"51-6091","561300"
"51-6099","561300"
"51-7000","561300"
"51-7021","561300"
"51-7040","561300"
