1244378511	20240517	202405	2024	2024.3753											AFGINSTAL	TALIBAN	AFG	TAL				INS			0	042	042	04	1	1.9	3	1	3	-0.83120204603581	0								4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20250517023000	https://wset.com/news/local/trump-admins-suspension-of-federal-refugee-program-upends-afghan-community-in-virginia-may-2025
1244378512	20240517	202405	2024	2024.3753	AFG	AFGHAN	AFG								AFGINSTAL	TALIBAN	AFG	TAL				INS			0	042	042	04	1	1.9	3	1	3	-0.83120204603581	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20250517023000	https://wset.com/news/local/trump-admins-suspension-of-federal-refugee-program-upends-afghan-community-in-virginia-may-2025
1244378513	20240517	202405	2024	2024.3753	AFG	AFGHANISTAN	AFG								AFGINSTAL	TALIBAN	AFG	TAL				INS			0	042	042	04	1	1.9	2	1	2	-0.83120204603581	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	3	Fredericksburg, Virginia, United States	US	USVA	VA163	37.8929	-79.4378	1494946	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20250517023000	https://wset.com/news/local/trump-admins-suspension-of-federal-refugee-program-upends-afghan-community-in-virginia-may-2025
1244378514	20240517	202405	2024	2024.3753	AFG	AFGHANISTAN	AFG								AFGINSTAL	TALIBAN	AFG	TAL				INS			0	042	042	04	1	1.9	2	1	2	-0.83120204603581	4	Saigon, H? Chíinh, Vietnam, Republic Of	VM	VM20	74101	10.75	106.667	-3730078	4	Saigon, H? Chíinh, Vietnam, Republic Of	VM	VM20	74101	10.75	106.667	-3730078	4	Saigon, H? Chíinh, Vietnam, Republic Of	VM	VM20	74101	10.75	106.667	-3730078	20250517023000	https://wset.com/news/local/trump-admins-suspension-of-federal-refugee-program-upends-afghan-community-in-virginia-may-2025
1244378515	20240517	202405	2024	2024.3753	AFGINSTAL	TALIBAN	AFG	TAL				INS													0	043	043	04	1	2.8	3	1	3	-0.83120204603581	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	0								4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20250517023000	https://wset.com/news/local/trump-admins-suspension-of-federal-refugee-program-upends-afghan-community-in-virginia-may-2025
1244378516	20240517	202405	2024	2024.3753	AFGINSTAL	TALIBAN	AFG	TAL				INS			AFG	AFGHAN	AFG								0	043	043	04	1	2.8	3	1	3	-0.83120204603581	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20250517023000	https://wset.com/news/local/trump-admins-suspension-of-federal-refugee-program-upends-afghan-community-in-virginia-may-2025
1244378517	20240517	202405	2024	2024.3753	AFGINSTAL	TALIBAN	AFG	TAL				INS			AFG	AFGHANISTAN	AFG								0	043	043	04	1	2.8	2	1	2	-0.83120204603581	4	Saigon, H? Chíinh, Vietnam, Republic Of	VM	VM20	74101	10.75	106.667	-3730078	4	Saigon, H? Chíinh, Vietnam, Republic Of	VM	VM20	74101	10.75	106.667	-3730078	4	Saigon, H? Chíinh, Vietnam, Republic Of	VM	VM20	74101	10.75	106.667	-3730078	20250517023000	https://wset.com/news/local/trump-admins-suspension-of-federal-refugee-program-upends-afghan-community-in-virginia-may-2025
1244378518	20240517	202405	2024	2024.3753	AFGINSTAL	TALIBAN	AFG	TAL				INS			AFG	AFGHANISTAN	AFG								0	043	043	04	1	2.8	2	1	2	-0.83120204603581	3	Fredericksburg, Virginia, United States	US	USVA	VA163	37.8929	-79.4378	1494946	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20250517023000	https://wset.com/news/local/trump-admins-suspension-of-federal-refugee-program-upends-afghan-community-in-virginia-may-2025
1244378519	20240517	202405	2024	2024.3753	MDV	MALE	MDV								MED	MEDIA						MED			1	090	090	09	2	-2.0	10	1	10	-11.4114114114114	0								0								0								20250517023000	https://www.netnewsledger.com/2025/05/16/three-thunder-bay-men-charged-in-separate-child-pornography-investigations/
1244378520	20240517	202405	2024	2024.3753	PAK	PAKISTAN	PAK								PAKSPY	PAKISTANI	PAK					SPY			0	046	046	04	1	7.0	6	1	6	-3.46666666666666	4	Nankana Sahib, Punjab, Pakistan	PK	PK04	23677	31.4475	73.6972	-2770167	4	Nankana Sahib, Punjab, Pakistan	PK	PK04	23677	31.4475	73.6972	-2770167	4	Nankana Sahib, Punjab, Pakistan	PK	PK04	23677	31.4475	73.6972	-2770167	20250517023000	https://www.news18.com/india/haryana-student-arrested-for-allegedly-providing-information-to-pakistani-army-iss-9340667.html
