1242023732	20240506	202405	2024	2024.3452	USA	UNITED STATES	USA																		1	057	057	05	1	8.0	4	1	4	-5.71428571428571	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	0								3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	20250506061500	https://www.butlereagle.com/20250505/former-steelers-linebacker-devin-bush-accused-of-assaulting-girlfriend-in-his-pittsburgh-home/
1242023733	20250406	202504	2025	2025.2630	ELI	RETIRED						ELI			GOV	PRESIDENT						GOV			0	020	020	02	1	3.0	8	1	8	-0.90744101633394	4	Pepabri, Jawa Tengah, Indonesia	ID	ID07	18585	-7.64694	109.665	6350983	4	Pepabri, Jawa Tengah, Indonesia	ID	ID07	18585	-7.64694	109.665	6350983	4	Pepabri, Jawa Tengah, Indonesia	ID	ID07	18585	-7.64694	109.665	6350983	20250506061500	https://en.tempo.co/read/2004069/prabowo-open-to-meeting-retired-military-forum-urging-gibrans-impeachment
1242023734	20250406	202504	2025	2025.2630	ELI	RETIRED						ELI			IDNGOV	INDONESIA	IDN					GOV			0	020	020	02	1	3.0	2	1	2	-0.90744101633394	4	Pepabri, Jawa Tengah, Indonesia	ID	ID07	18585	-7.64694	109.665	6350983	4	Pepabri, Jawa Tengah, Indonesia	ID	ID07	18585	-7.64694	109.665	6350983	4	Pepabri, Jawa Tengah, Indonesia	ID	ID07	18585	-7.64694	109.665	6350983	20250506061500	https://en.tempo.co/read/2004069/prabowo-open-to-meeting-retired-military-forum-urging-gibrans-impeachment
1242023735	20250406	202504	2025	2025.2630	GOV	PRESIDENT						GOV													1	020	020	02	1	3.0	6	1	6	-2.70531400966183	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	0								2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20250506061500	https://www.butlereagle.com/20250506/logging-set-to-accelerate-in-allegheny-national-forest/
1242023736	20250406	202504	2025	2025.2630	GOV	PRESIDENT						GOV			USA	UNITED STATES	USA								1	020	020	02	1	3.0	2	1	2	-2.70531400966183	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20250506061500	https://www.butlereagle.com/20250506/logging-set-to-accelerate-in-allegheny-national-forest/
1242023737	20250406	202504	2025	2025.2630	GOV	REGIME						GOV			VENGOV	VENEZUELAN	VEN					GOV			1	042	042	04	1	1.9	6	1	6	-3.52220520673813	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	20250506061500	https://www.seattletimes.com/seattle-news/law-justice/cantwell-murray-ask-trump-to-secure-release-of-wa-man-detained-in-venezuela/
1242023738	20250406	202504	2025	2025.2630	USA	ILLINOIS	USA								CVL	RESIDENTS						CVL			0	012	012	01	1	-0.4	10	1	10	0	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20250506061500	https://pantagraph.com/news/local/government-politics/article_13c9c4b1-005b-4739-b5af-bc1e2be38786.html
1242023739	20250406	202504	2025	2025.2630	USA	OREGON	USA								CVL	COMMUNITY						CVL			1	020	020	02	1	3.0	10	1	10	4.44697833523375	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20250506061500	https://nbc16.com/news/local/legacy-health-and-ohsu-opt-to-remain-separate-foregoing-merger-plans-pill-hill-oregon-health-science-university-law-makers
1242023740	20250406	202504	2025	2025.2630	USAGOV	UNITED STATES	USA					GOV													1	020	020	02	1	3.0	2	1	2	-2.70531400966183	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	0								2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20250506061500	https://www.butlereagle.com/20250506/logging-set-to-accelerate-in-allegheny-national-forest/
1242023741	20250406	202504	2025	2025.2630	VEN	VENEZUELAN	VEN								GOV	CONSULATE						GOV			1	181	181	18	4	-9.0	2	1	2	-3.52220520673813	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	20250506061500	https://www.seattletimes.com/seattle-news/law-justice/cantwell-murray-ask-trump-to-secure-release-of-wa-man-detained-in-venezuela/
1242023742	20250406	202504	2025	2025.2630	VEN	VENEZUELAN	VEN								GOV	CONSULATE						GOV			1	181	181	18	4	-9.0	2	1	2	-3.52220520673813	1	Colombia	CO	CO		4	-72	CO	1	Colombia	CO	CO		4	-72	CO	1	Colombia	CO	CO		4	-72	CO	20250506061500	https://www.seattletimes.com/seattle-news/law-justice/cantwell-murray-ask-trump-to-secure-release-of-wa-man-detained-in-venezuela/
1242023743	20250406	202504	2025	2025.2630	VEN	VENEZUELAN	VEN								VENGOV	VENEZUELA	VEN					GOV			1	043	043	04	1	2.8	2	1	2	-3.52220520673813	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	20250506061500	https://www.seattletimes.com/seattle-news/law-justice/cantwell-murray-ask-trump-to-secure-release-of-wa-man-detained-in-venezuela/
1242023744	20250406	202504	2025	2025.2630	VEN	VENEZUELAN	VEN								VENGOV	VENEZUELA	VEN					GOV			1	043	043	04	1	2.8	2	1	2	-3.52220520673813	1	Colombia	CO	CO		4	-72	CO	1	Colombia	CO	CO		4	-72	CO	1	Colombia	CO	CO		4	-72	CO	20250506061500	https://www.seattletimes.com/seattle-news/law-justice/cantwell-murray-ask-trump-to-secure-release-of-wa-man-detained-in-venezuela/
1242023745	20250406	202504	2025	2025.2630	VENGOV	VENEZUELAN	VEN					GOV			GOV	REGIME						GOV			1	043	043	04	1	2.8	6	1	6	-3.52220520673813	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	20250506061500	https://www.seattletimes.com/seattle-news/law-justice/cantwell-murray-ask-trump-to-secure-release-of-wa-man-detained-in-venezuela/
1242023746	20250406	202504	2025	2025.2630	VENGOV	VENEZUELAN	VEN					GOV			GOV	CONSULATE						GOV			1	181	181	18	4	-9.0	4	1	4	-3.52220520673813	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	20250506061500	https://www.seattletimes.com/seattle-news/law-justice/cantwell-murray-ask-trump-to-secure-release-of-wa-man-detained-in-venezuela/
1242023747	20250406	202504	2025	2025.2630	VENGOV	VENEZUELA	VEN					GOV			GOV	CONSULATE						GOV			1	181	181	18	4	-9.0	2	1	2	-3.52220520673813	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	1	Colombia	CO	CO		4	-72	CO	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	20250506061500	https://www.seattletimes.com/seattle-news/law-justice/cantwell-murray-ask-trump-to-secure-release-of-wa-man-detained-in-venezuela/
1242023748	20250406	202504	2025	2025.2630	VENGOV	VENEZUELA	VEN					GOV			VEN	VENEZUELAN	VEN								1	042	042	04	1	1.9	2	1	2	-3.52220520673813	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	20250506061500	https://www.seattletimes.com/seattle-news/law-justice/cantwell-murray-ask-trump-to-secure-release-of-wa-man-detained-in-venezuela/
1242023749	20250406	202504	2025	2025.2630	VENGOV	VENEZUELA	VEN					GOV			VEN	VENEZUELAN	VEN								1	042	042	04	1	1.9	2	1	2	-3.52220520673813	1	Colombia	CO	CO		4	-72	CO	1	Colombia	CO	CO		4	-72	CO	1	Colombia	CO	CO		4	-72	CO	20250506061500	https://www.seattletimes.com/seattle-news/law-justice/cantwell-murray-ask-trump-to-secure-release-of-wa-man-detained-in-venezuela/
1242023750	20250429	202504	2025	2025.3260	AUS	MURRAY	AUS																		0	060	060	06	2	6.0	6	1	6	-3.52220520673813	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250506061500	https://www.seattletimes.com/seattle-news/law-justice/cantwell-murray-ask-trump-to-secure-release-of-wa-man-detained-in-venezuela/
1242023751	20250429	202504	2025	2025.3260	AUS	MURRAY	AUS								GOV	ADMINISTRATION						GOV			0	040	040	04	1	1.0	6	1	6	-3.52220520673813	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250506061500	https://www.seattletimes.com/seattle-news/law-justice/cantwell-murray-ask-trump-to-secure-release-of-wa-man-detained-in-venezuela/
1242023752	20250429	202504	2025	2025.3260	AUS	MURRAY	AUS								USA	UNITED STATES	USA								0	060	060	06	2	6.0	2	1	2	-3.52220520673813	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250506061500	https://www.seattletimes.com/seattle-news/law-justice/cantwell-murray-ask-trump-to-secure-release-of-wa-man-detained-in-venezuela/
1242023753	20250429	202504	2025	2025.3260	AUS	MURRAY	AUS								VENGOV	VENEZUELA	VEN					GOV			0	040	040	04	1	1.0	2	1	2	-3.52220520673813	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	20250506061500	https://www.seattletimes.com/seattle-news/law-justice/cantwell-murray-ask-trump-to-secure-release-of-wa-man-detained-in-venezuela/
1242023754	20250429	202504	2025	2025.3260	FRANCL	NEW CALEDONIA	FRA								FRA	FRANCE	FRA								1	172	172	17	4	-5.0	2	1	2	-1.49812734082397	1	New Caledonia	NC	NC		-21.5	165.5	NC	1	France	FR	FR		46	2	FR	1	New Caledonia	NC	NC		-21.5	165.5	NC	20250506061500	https://icsf.net/newss/new-caledonia-bans-dangerous-seabed-mining-for-half-a-century/
1242023755	20250429	202504	2025	2025.3260	GBRELI	TONY BLAIR	GBR					ELI													1	010	010	01	1	0.0	4	1	4	0.37128712871287	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20250506061500	https://www.irishtimes.com/opinion/2025/05/06/eamon-ryan-heres-a-job-for-the-next-pope-deliver-us-from-climate-apathy/
1242023756	20250429	202504	2025	2025.3260	GBRELI	TONY BLAIR	GBR					ELI													1	010	010	01	1	0.0	6	1	6	0.37128712871287	1	Ireland	EI	EI		53	-8	EI	0								1	Ireland	EI	EI		53	-8	EI	20250506061500	https://www.irishtimes.com/opinion/2025/05/06/eamon-ryan-heres-a-job-for-the-next-pope-deliver-us-from-climate-apathy/
1242023757	20250429	202504	2025	2025.3260	GOV	ADMINISTRATION						GOV			AUS	MURRAY	AUS								0	040	040	04	1	1.0	6	1	6	-3.52220520673813	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250506061500	https://www.seattletimes.com/seattle-news/law-justice/cantwell-murray-ask-trump-to-secure-release-of-wa-man-detained-in-venezuela/
1242023758	20250429	202504	2025	2025.3260	HIN	HINDUISM				HIN															1	138	138	13	3	-7.0	5	1	5	-2.52365930599369	0								0								0								20250506061500	https://timesofindia.indiatimes.com/city/dehradun/how-can-you-be-a-hindu-if-you-criticise-manusmriti-jyotirmath-shankaracharya-justifies-rahul-gandhis-expulsion-from-hinduism/articleshow/120920401.cms
1242023759	20250429	202504	2025	2025.3260	IRN	IRANIAN	IRN								ITA	ROME	ITA								1	036	036	03	1	4.0	8	1	8	0	1	Oman	MU	MU		21	57	MU	1	Oman	MU	MU		21	57	MU	1	Oman	MU	MU		21	57	MU	20250506061500	https://www.bloomberg.com/news/articles/2025-05-05/iran-says-still-waiting-to-hear-when-next-us-talks-will-happen
1242023760	20250429	202504	2025	2025.3260	IRN	IRANIAN	IRN								ITA	ROME	ITA								1	050	050	05	1	3.5	2	1	2	0	1	Iran	IR	IR		32	53	IR	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	1	Oman	MU	MU		21	57	MU	20250506061500	https://www.bloomberg.com/news/articles/2025-05-05/iran-says-still-waiting-to-hear-when-next-us-talks-will-happen
1242023761	20250429	202504	2025	2025.3260	IRN	IRAN	IRN								ITA	ITALY	ITA								1	050	050	05	1	3.5	1	1	1	0	1	Israel	IS	IS		31.5	34.75	IS	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20250506061500	https://www.bloomberg.com/news/articles/2025-05-05/iran-says-still-waiting-to-hear-when-next-us-talks-will-happen
1242023762	20250429	202504	2025	2025.3260	IRN	IRANIAN	IRN								OMN	OMAN	OMN								1	050	050	05	1	3.5	4	1	4	0	1	Iran	IR	IR		32	53	IR	1	Oman	MU	MU		21	57	MU	1	Oman	MU	MU		21	57	MU	20250506061500	https://www.bloomberg.com/news/articles/2025-05-05/iran-says-still-waiting-to-hear-when-next-us-talks-will-happen
1242023763	20250429	202504	2025	2025.3260	IRN	IRAN	IRN								OMN	OMAN	OMN								1	050	050	05	1	3.5	1	1	1	0	1	Israel	IS	IS		31.5	34.75	IS	1	Oman	MU	MU		21	57	MU	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20250506061500	https://www.bloomberg.com/news/articles/2025-05-05/iran-says-still-waiting-to-hear-when-next-us-talks-will-happen
1242023764	20250429	202504	2025	2025.3260	IRN	IRANIAN	IRN								USAGOV	US OFFICIAL	USA					GOV			1	036	036	03	1	4.0	6	1	6	0	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20250506061500	https://www.bloomberg.com/news/articles/2025-05-05/iran-says-still-waiting-to-hear-when-next-us-talks-will-happen
1242023765	20250429	202504	2025	2025.3260	IRN	IRAN	IRN								USAGOV	US OFFICIAL	USA					GOV			1	036	036	03	1	4.0	2	1	2	0	1	Israel	IS	IS		31.5	34.75	IS	1	Iran	IR	IR		32	53	IR	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20250506061500	https://www.bloomberg.com/news/articles/2025-05-05/iran-says-still-waiting-to-hear-when-next-us-talks-will-happen
1242023766	20250429	202504	2025	2025.3260	ITA	ROME	ITA								IRN	IRANIAN	IRN								1	050	050	05	1	3.5	2	1	2	0	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	1	Iran	IR	IR		32	53	IR	1	Oman	MU	MU		21	57	MU	20250506061500	https://www.bloomberg.com/news/articles/2025-05-05/iran-says-still-waiting-to-hear-when-next-us-talks-will-happen
1242023767	20250429	202504	2025	2025.3260	ITA	ITALY	ITA								IRN	IRAN	IRN								1	050	050	05	1	3.5	1	1	1	0	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	1	Israel	IS	IS		31.5	34.75	IS	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20250506061500	https://www.bloomberg.com/news/articles/2025-05-05/iran-says-still-waiting-to-hear-when-next-us-talks-will-happen
1242023768	20250429	202504	2025	2025.3260	ITA	ITALY	ITA								USAGOV	US OFFICIAL	USA					GOV			1	050	050	05	1	3.5	1	1	1	0	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	1	Iran	IR	IR		32	53	IR	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20250506061500	https://www.bloomberg.com/news/articles/2025-05-05/iran-says-still-waiting-to-hear-when-next-us-talks-will-happen
1242023769	20250429	202504	2025	2025.3260	ITA	ROME	ITA								USAGOV	US OFFICIAL	USA					GOV			1	050	050	05	1	3.5	2	1	2	0	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	1	Iran	IR	IR		32	53	IR	1	Oman	MU	MU		21	57	MU	20250506061500	https://www.bloomberg.com/news/articles/2025-05-05/iran-says-still-waiting-to-hear-when-next-us-talks-will-happen
1242023770	20250429	202504	2025	2025.3260	JUD	JUDGE						JUD			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	4	1	4	-1.41643059490085	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20250506061500	https://www.azfamily.com/2025/05/06/chandler-road-rage-shooting-victim-speaks-using-artificial-intelligence/
1242023771	20250429	202504	2025	2025.3260	LEG	SENATE						LEG													1	020	020	02	1	3.0	10	1	10	2.46445497630332	4	Monash, South Australia, Australia	AS	AS05	5284	-34.2333	140.567	-1588322	0								4	Monash, South Australia, Australia	AS	AS05	5284	-34.2333	140.567	-1588322	20250506061500	https://www.beefcentral.com/news/greens-on-track-for-balance-of-power-in-senate/
1242023772	20250429	202504	2025	2025.3260	OMN	OMAN	OMN								IRN	IRANIAN	IRN								1	050	050	05	1	3.5	4	1	4	0	1	Oman	MU	MU		21	57	MU	1	Iran	IR	IR		32	53	IR	1	Oman	MU	MU		21	57	MU	20250506061500	https://www.bloomberg.com/news/articles/2025-05-05/iran-says-still-waiting-to-hear-when-next-us-talks-will-happen
1242023773	20250429	202504	2025	2025.3260	OMN	OMAN	OMN								IRN	IRAN	IRN								1	050	050	05	1	3.5	1	1	1	0	1	Oman	MU	MU		21	57	MU	1	Israel	IS	IS		31.5	34.75	IS	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20250506061500	https://www.bloomberg.com/news/articles/2025-05-05/iran-says-still-waiting-to-hear-when-next-us-talks-will-happen
1242023774	20250429	202504	2025	2025.3260	OMN	OMAN	OMN								USAGOV	US OFFICIAL	USA					GOV			1	050	050	05	1	3.5	1	1	1	0	1	Oman	MU	MU		21	57	MU	1	Iran	IR	IR		32	53	IR	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20250506061500	https://www.bloomberg.com/news/articles/2025-05-05/iran-says-still-waiting-to-hear-when-next-us-talks-will-happen
1242023775	20250429	202504	2025	2025.3260	OMN	OMAN	OMN								USAGOV	US OFFICIAL	USA					GOV			1	050	050	05	1	3.5	4	1	4	0	1	Oman	MU	MU		21	57	MU	1	Iran	IR	IR		32	53	IR	1	Oman	MU	MU		21	57	MU	20250506061500	https://www.bloomberg.com/news/articles/2025-05-05/iran-says-still-waiting-to-hear-when-next-us-talks-will-happen
1242023776	20250429	202504	2025	2025.3260	USA	UNITED STATES	USA								VENGOV	VENEZUELA	VEN					GOV			0	040	040	04	1	1.0	2	1	2	-3.52220520673813	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250506061500	https://www.seattletimes.com/seattle-news/law-justice/cantwell-murray-ask-trump-to-secure-release-of-wa-man-detained-in-venezuela/
1242023777	20250429	202504	2025	2025.3260	USA	UNITED STATES	USA								VENGOV	VENEZUELA	VEN					GOV			0	060	060	06	2	6.0	2	1	2	-3.52220520673813	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250506061500	https://www.seattletimes.com/seattle-news/law-justice/cantwell-murray-ask-trump-to-secure-release-of-wa-man-detained-in-venezuela/
1242023778	20250429	202504	2025	2025.3260	USAGOV	US OFFICIAL	USA					GOV			IRN	IRANIAN	IRN								1	036	036	03	1	4.0	6	1	6	0	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20250506061500	https://www.bloomberg.com/news/articles/2025-05-05/iran-says-still-waiting-to-hear-when-next-us-talks-will-happen
1242023779	20250429	202504	2025	2025.3260	USAGOV	US OFFICIAL	USA					GOV			IRN	IRAN	IRN								1	036	036	03	1	4.0	2	1	2	0	1	Iran	IR	IR		32	53	IR	1	Israel	IS	IS		31.5	34.75	IS	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20250506061500	https://www.bloomberg.com/news/articles/2025-05-05/iran-says-still-waiting-to-hear-when-next-us-talks-will-happen
1242023780	20250429	202504	2025	2025.3260	USAGOV	US OFFICIAL	USA					GOV			ITA	ROME	ITA								1	036	036	03	1	4.0	6	1	6	0	1	Iran	IR	IR		32	53	IR	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20250506061500	https://www.bloomberg.com/news/articles/2025-05-05/iran-says-still-waiting-to-hear-when-next-us-talks-will-happen
1242023781	20250429	202504	2025	2025.3260	USAGOV	US OFFICIAL	USA					GOV			ITA	ITALY	ITA								1	036	036	03	1	4.0	2	1	2	0	1	Iran	IR	IR		32	53	IR	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	1	Iran	IR	IR		32	53	IR	20250506061500	https://www.bloomberg.com/news/articles/2025-05-05/iran-says-still-waiting-to-hear-when-next-us-talks-will-happen
1242023782	20250429	202504	2025	2025.3260	USAGOV	US OFFICIAL	USA					GOV			ITA	ITALY	ITA								1	050	050	05	1	3.5	1	1	1	0	1	Iran	IR	IR		32	53	IR	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20250506061500	https://www.bloomberg.com/news/articles/2025-05-05/iran-says-still-waiting-to-hear-when-next-us-talks-will-happen
