1243692510	20240514	202405	2024	2024.3671											BGD	BANGLADESH	BGD								1	043	043	04	1	2.8	7	1	7	1.45985401459854	0								4	Boalkhali, Bangladesh (general), Bangladesh	BG	BG00	5777	23.2333	92.0667	-2714622	4	Karnaphuli River, Chittagong, Bangladesh	BG	BG84	5770	22.2209	91.8066	-2724466	20250514043000	https://www.bssnews.net/news-flash/272671
1243692511	20240514	202405	2024	2024.3671											BGD	BANGLADESH	BGD								1	043	043	04	1	2.8	1	1	1	1.45985401459854	0								4	Patiya, Chittagong, Bangladesh	BG	BG84	5777	22.2931	91.9762	-2737897	4	Karnaphuli River, Chittagong, Bangladesh	BG	BG84	5770	22.2209	91.8066	-2724466	20250514043000	https://www.bssnews.net/news-flash/272671
1243692512	20240514	202405	2024	2024.3671	BGD	BANGLADESH	BGD																		1	042	042	04	1	1.9	4	1	4	1.45985401459854	4	Boalkhali, Bangladesh (general), Bangladesh	BG	BG00	5777	23.2333	92.0667	-2714622	0								4	Boalkhali, Bangladesh (general), Bangladesh	BG	BG00	5777	23.2333	92.0667	-2714622	20250514043000	https://www.bssnews.net/news-flash/272671
1243692513	20240514	202405	2024	2024.3671	BGD	BANGLADESH	BGD																		1	042	042	04	1	1.9	4	1	4	1.45985401459854	4	Kalurghat, Chittagong, Bangladesh	BG	BG84	5770	22.3872	91.8691	9250221	0								4	Kalurghat, Chittagong, Bangladesh	BG	BG84	5770	22.3872	91.8691	9250221	20250514043000	https://www.bssnews.net/news-flash/272671
1243692514	20240514	202405	2024	2024.3671	BUS	BUSINESS						BUS			ISR	ISRAELI	ISR								1	173	173	17	4	-5.0	10	1	10	-2.4	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20250514043000	https://www.bangkokpost.com/learning/easy/3025327/israeli-caught-renting-out-motorbikes-on-koh-phangan
1243692515	20250414	202504	2025	2025.2849	CHN	CHINESE	CHN																		1	111	111	11	3	-2.0	7	1	7	0.26809651474531	1	Malaysia	MY	MY		2.5	112.5	MY	0								1	Malaysia	MY	MY		2.5	112.5	MY	20250514043000	https://paultan.org/2025/05/14/top-20-ev-brands-malaysia-apr-2025/
1243692516	20250414	202504	2025	2025.2849	CRM	CRIMINAL						CRM			USAJUD	WISCONSIN	USA					JUD			1	173	173	17	4	-5.0	6	1	6	-6.56565656565656	3	Milwaukee County, Wisconsin, United States	US	USWI	WI079	43.0006	-87.9668	1581100	3	Milwaukee County, Wisconsin, United States	US	USWI		43.0006	-87.9668	1581100	3	Milwaukee County, Wisconsin, United States	US	USWI		43.0006	-87.9668	1581100	20250514043000	https://hotair.com/john-s-2/2025/05/13/grand-jury-indicts-judge-hannah-dugan-n3802749
1243692517	20250414	202504	2025	2025.2849	CVL	TOURIST						CVL			UAF	MILITANT						UAF			1	190	190	19	4	-10.0	1	1	1	-3.34448160535117	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250514043000	https://chinadigitaltimes.net/2025/05/chinese-nationalists-declare-victory-in-india-pakistan-conflict/
1243692518	20250414	202504	2025	2025.2849	PAK	PAKISTAN	PAK								GOV	GOVERNMENT						GOV			1	190	190	19	4	-10.0	3	1	3	-3.34448160535117	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250514043000	https://chinadigitaltimes.net/2025/05/chinese-nationalists-declare-victory-in-india-pakistan-conflict/
1243692519	20250414	202504	2025	2025.2849	PAK	PAKISTAN	PAK								GOV	GOVERNMENT						GOV			1	190	190	19	4	-10.0	1	1	1	-3.34448160535117	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250514043000	https://chinadigitaltimes.net/2025/05/chinese-nationalists-declare-victory-in-india-pakistan-conflict/
1243692520	20250414	202504	2025	2025.2849	PAK	PAKISTAN	PAK								UAF	MILITANT						UAF			1	190	190	19	4	-10.0	3	1	3	-3.34448160535117	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250514043000	https://chinadigitaltimes.net/2025/05/chinese-nationalists-declare-victory-in-india-pakistan-conflict/
1243692521	20250414	202504	2025	2025.2849	PAK	PAKISTAN	PAK								UAF	MILITANT						UAF			1	190	190	19	4	-10.0	1	1	1	-3.34448160535117	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250514043000	https://chinadigitaltimes.net/2025/05/chinese-nationalists-declare-victory-in-india-pakistan-conflict/
1243692522	20250414	202504	2025	2025.2849	UAF	MILITANT						UAF			GOV	GOVERNMENT						GOV			1	190	190	19	4	-10.0	1	1	1	-3.34448160535117	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250514043000	https://chinadigitaltimes.net/2025/05/chinese-nationalists-declare-victory-in-india-pakistan-conflict/
1243692523	20250507	202505	2025	2025.3479	JUD	ADVOCATE						JUD													0	090	090	09	2	-2.0	3	1	3	-0.99557522123894	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	0								2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20250514043000	https://www.michigandaily.com/news/academics/sacua-talks-presidential-search-elections-and-faculty-senate-resolutions/
1243692524	20250507	202505	2025	2025.3479	LEG	SENATE						LEG			BUS	BANK						BUS			1	013	013	01	1	0.4	10	1	10	2.08333333333334	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20250514043000	https://finance.yahoo.com/news/stablecoins-mainstream-2025-u-regulatory-162602349.html
1243692525	20250507	202505	2025	2025.3479	TZA	TANZANIA	TZA																		0	181	181	18	4	-9.0	1	1	1	-8.1838565022422	4	Mbeya, Mbeya, Tanzania	TZ	TZ09	48440	-8.9	33.45	-2568505	0								4	Kisutu, Singida, Tanzania	TZ	TZ16	18585	-4.96667	34.5333	-2565635	20250514043000	https://mg.co.za/africa/2025-05-14-road-to-tanzanias-presidential-election-paved-with-blood-and-fear/
1243692526	20250507	202505	2025	2025.3479	TZA	TANZANIA	TZA																		0	181	181	18	4	-9.0	1	1	1	-8.1838565022422	4	Mbeya, Mbeya, Tanzania	TZ	TZ09	48440	-8.9	33.45	-2568505	0								4	Mbeya, Mbeya, Tanzania	TZ	TZ09	48440	-8.9	33.45	-2568505	20250514043000	https://mg.co.za/africa/2025-05-14-road-to-tanzanias-presidential-election-paved-with-blood-and-fear/
1243692527	20250507	202505	2025	2025.3479	TZAPTY	MBEYA	TZA																		0	181	181	18	4	-9.0	3	1	3	-8.1838565022422	4	Mbeya, Mbeya, Tanzania	TZ	TZ09	48440	-8.9	33.45	-2568505	0								4	Mbeya, Mbeya, Tanzania	TZ	TZ09	48440	-8.9	33.45	-2568505	20250514043000	https://mg.co.za/africa/2025-05-14-road-to-tanzanias-presidential-election-paved-with-blood-and-fear/
1243692528	20250507	202505	2025	2025.3479	TZAPTY	MBEYA	TZA								TZA	TANZANIA	TZA								0	181	181	18	4	-9.0	1	1	1	-8.1838565022422	4	Mbeya, Mbeya, Tanzania	TZ	TZ09	48440	-8.9	33.45	-2568505	4	Mbeya, Mbeya, Tanzania	TZ	TZ09	48440	-8.9	33.45	-2568505	4	Kisutu, Singida, Tanzania	TZ	TZ16	18585	-4.96667	34.5333	-2565635	20250514043000	https://mg.co.za/africa/2025-05-14-road-to-tanzanias-presidential-election-paved-with-blood-and-fear/
