1241980819	20240506	202405	2024	2024.3452											GOV	PRESIDENT						GOV			0	051	051	05	1	3.4	3	1	3	0.12165450121655	0								3	Baltimore, Maryland, United States	US	USMD	MD510	39.2904	-76.6122	597040	3	Baltimore, Maryland, United States	US	USMD	MD510	39.2904	-76.6122	597040	20250506001500	https://www.poynter.org/reporting-editing/2025/baltimore-banner-pulitzer-prize-fentanyl-crisis-overdoses/
1241980820	20240506	202405	2024	2024.3452											RUS	RUSSIAN	RUS								1	040	040	04	1	1.0	10	1	10	-3.80434782608696	0								4	Yekaterinburg, Sverdlovskaya Oblast', Russia	RS	RS71	25100	56.8575	60.6125	-3040171	4	Yekaterinburg, Sverdlovskaya Oblast', Russia	RS	RS71	25100	56.8575	60.6125	-3040171	20250506001500	https://www.yahoo.com/news/trump-meets-recently-freed-american-210936986.html
1241980821	20240506	202405	2024	2024.3452											USAGOV	UNITED STATES	USA					GOV			0	051	051	05	1	3.4	1	1	1	0.12165450121655	0								3	Baltimore, Maryland, United States	US	USMD	MD510	39.2904	-76.6122	597040	3	Baltimore, Maryland, United States	US	USMD	MD510	39.2904	-76.6122	597040	20250506001500	https://www.poynter.org/reporting-editing/2025/baltimore-banner-pulitzer-prize-fentanyl-crisis-overdoses/
1241980822	20240506	202405	2024	2024.3452	COL	BOGOTA	COL								MDG	ANTANANARIVO	MDG								1	060	060	06	2	6.0	8	1	8	5.92592592592592	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	4	Antananarivo, Antananarivo, Madagascar	MA	MA05	40197	-18.9167	47.5167	-207091	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	20250506001500	https://www.ttrweekly.com/site/2025/05/emirates-and-flydubai-set-new-record/
1241980823	20240506	202405	2024	2024.3452	COL	BOGOTA	COL								MDG	ANTANANARIVO	MDG								1	060	060	06	2	6.0	2	1	2	5.92592592592592	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	20250506001500	https://www.ttrweekly.com/site/2025/05/emirates-and-flydubai-set-new-record/
1241980824	20240506	202405	2024	2024.3452	CVL	POPULATION						CVL													0	015	015	01	1	0.0	3	1	3	-4.97835497835498	4	Nassau, New Providence, Bahamas, The	BF	BF23	5747	25.0833	-77.35	-1543832	0								4	Nassau, New Providence, Bahamas, The	BF	BF23	5747	25.0833	-77.35	-1543832	20250506001500	https://nypost.com/2025/05/05/us-news/retired-nypd-officer-commits-suicide-on-long-island-beach-source/
1241980825	20240506	202405	2024	2024.3452	CVL	VILLAGER						CVL													0	080	080	08	2	5.0	10	1	10	-4.51339915373765	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20250506001500	https://www.hindustantimes.com/cities/chandigarh-news/ludhiana-locals-officials-against-carcass-plant-in-garhi-faizal-village-101746467027089.html
1241980826	20240506	202405	2024	2024.3452	EDU	PROFESSOR						EDU			LEG	SENATE						LEG			0	020	020	02	1	3.0	2	1	2	2.04081632653061	3	Atlanta, Georgia, United States	US	USGA	GA121	33.749	-84.388	351615	3	Atlanta, Georgia, United States	US	USGA	GA121	33.749	-84.388	351615	3	Atlanta, Georgia, United States	US	USGA	GA121	33.749	-84.388	351615	20250506001500	https://www.yahoo.com/news/kemp-decision-avoid-2026-georgia-231107968.html
1241980827	20240506	202405	2024	2024.3452	EDU	PROFESSOR						EDU			LEG	SENATE						LEG			0	020	020	02	1	3.0	1	1	1	2.04081632653061	3	Greene, Georgia, United States	US	USGA	GA219	33.954	-83.5304	356741	3	Atlanta, Georgia, United States	US	USGA	GA121	33.749	-84.388	351615	3	Atlanta, Georgia, United States	US	USGA	GA121	33.749	-84.388	351615	20250506001500	https://www.yahoo.com/news/kemp-decision-avoid-2026-georgia-231107968.html
1241980828	20240506	202405	2024	2024.3452	LEG	SENATE						LEG													0	020	020	02	1	3.0	3	1	3	2.04081632653061	3	Atlanta, Georgia, United States	US	USGA	GA121	33.749	-84.388	351615	0								3	Atlanta, Georgia, United States	US	USGA	GA121	33.749	-84.388	351615	20250506001500	https://www.yahoo.com/news/kemp-decision-avoid-2026-georgia-231107968.html
1241980829	20240506	202405	2024	2024.3452	MDG	ANTANANARIVO	MDG								COL	BOGOTA	COL								1	060	060	06	2	6.0	10	1	10	5.92592592592592	4	Shenzhen, Guangdong, China	CH	CH30	13036	22.2	111.117	-1925267	4	Shenzhen, Guangdong, China	CH	CH30	13036	22.2	111.117	-1925267	4	Shenzhen, Guangdong, China	CH	CH30	13036	22.2	111.117	-1925267	20250506001500	https://www.ttrweekly.com/site/2025/05/emirates-and-flydubai-set-new-record/
1241980830	20240506	202405	2024	2024.3452	MNCUSA	SINCLAIR BROADCAST GROUP	USA					MNC			GOV	PRESIDENT						GOV			0	051	051	05	1	3.4	4	1	4	0.12165450121655	3	Baltimore, Maryland, United States	US	USMD	MD510	39.2904	-76.6122	597040	3	Baltimore, Maryland, United States	US	USMD	MD510	39.2904	-76.6122	597040	3	Baltimore, Maryland, United States	US	USMD	MD510	39.2904	-76.6122	597040	20250506001500	https://www.poynter.org/reporting-editing/2025/baltimore-banner-pulitzer-prize-fentanyl-crisis-overdoses/
1241980831	20240506	202405	2024	2024.3452	MNCUSA	SINCLAIR BROADCAST GROUP	USA					MNC			USAGOV	UNITED STATES	USA					GOV			0	051	051	05	1	3.4	1	1	1	0.12165450121655	3	Baltimore, Maryland, United States	US	USMD	MD510	39.2904	-76.6122	597040	3	Baltimore, Maryland, United States	US	USMD	MD510	39.2904	-76.6122	597040	3	Baltimore, Maryland, United States	US	USMD	MD510	39.2904	-76.6122	597040	20250506001500	https://www.poynter.org/reporting-editing/2025/baltimore-banner-pulitzer-prize-fentanyl-crisis-overdoses/
1241980832	20240506	202405	2024	2024.3452	RUS	RUSSIAN	RUS																		1	040	040	04	1	1.0	10	1	10	-3.80434782608696	4	Yekaterinburg, Sverdlovskaya Oblast', Russia	RS	RS71	25100	56.8575	60.6125	-3040171	0								4	Yekaterinburg, Sverdlovskaya Oblast', Russia	RS	RS71	25100	56.8575	60.6125	-3040171	20250506001500	https://www.yahoo.com/news/trump-meets-recently-freed-american-210936986.html
1241980833	20240506	202405	2024	2024.3452	USA	PENNSYLVANIA	USA																		1	071	071	07	2	7.4	3	1	3	-3.07692307692307	3	Loyalhanna Creek, Pennsylvania, United States	US	USPA	PA129	40.4853	-79.4545	1180049	0								3	Loyalhanna Creek, Pennsylvania, United States	US	USPA		40.4853	-79.4545	1180049	20250506001500	https://www.yahoo.com/news/project-fix-large-sinkhole-near-224324403.html
1241980834	20240506	202405	2024	2024.3452	USA	PENNSYLVANIA	USA																		1	071	071	07	2	7.4	2	1	2	-3.07692307692307	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	0								3	Ligonier, Pennsylvania, United States	US	USPA	PA129	40.2431	-79.2375	1192782	20250506001500	https://www.yahoo.com/news/project-fix-large-sinkhole-near-224324403.html
1241980835	20240506	202405	2024	2024.3452	USA	COLORADO	USA								BUS	INDUSTRY						BUS			0	120	120	12	3	-4.0	5	1	5	-10.9813084112149	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20250506001500	https://www.postindependent.com/news/at-least-13-people-died-on-colorado-ski-slopes-during-the-2024-25-season-marking-a-slight-decline-from-recent-winters/
1241980836	20240506	202405	2024	2024.3452	USA	UNITED STATES	USA								GOV	PRESIDENT						GOV			0	051	051	05	1	3.4	1	1	1	0.12165450121655	3	Baltimore, Maryland, United States	US	USMD	MD510	39.2904	-76.6122	597040	3	Baltimore, Maryland, United States	US	USMD	MD510	39.2904	-76.6122	597040	3	Baltimore, Maryland, United States	US	USMD	MD510	39.2904	-76.6122	597040	20250506001500	https://www.poynter.org/reporting-editing/2025/baltimore-banner-pulitzer-prize-fentanyl-crisis-overdoses/
1241980837	20240506	202405	2024	2024.3452	USA	UNITED STATES	USA								LEG	SENATE						LEG			0	020	020	02	1	3.0	2	1	2	2.04081632653061	3	Greene, Georgia, United States	US	USGA	GA219	33.954	-83.5304	356741	3	Atlanta, Georgia, United States	US	USGA	GA121	33.749	-84.388	351615	3	Atlanta, Georgia, United States	US	USGA	GA121	33.749	-84.388	351615	20250506001500	https://www.yahoo.com/news/kemp-decision-avoid-2026-georgia-231107968.html
1241980838	20240506	202405	2024	2024.3452	USA	UNITED STATES	USA								LEG	SENATE						LEG			0	020	020	02	1	3.0	2	1	2	2.04081632653061	3	Greene, Georgia, United States	US	USGA	GA219	33.954	-83.5304	356741	3	Greene, Georgia, United States	US	USGA	GA219	33.954	-83.5304	356741	3	Greene, Georgia, United States	US	USGA	GA219	33.954	-83.5304	356741	20250506001500	https://www.yahoo.com/news/kemp-decision-avoid-2026-georgia-231107968.html
1241980839	20250406	202504	2025	2025.2630	CHNGOV	CHINA	CHN					GOV			BUS	COMPANY						BUS			1	130	130	13	3	-4.4	2	1	2	-4.67980295566502	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20250506001500	https://www.itv.com/news/2025-05-05/half-of-profit-warnings-in-april-cite-trade-tariff-impact-reports-finds
1241980840	20250406	202504	2025	2025.2630	EDU	UNIVERSITY						EDU													0	071	071	07	2	7.4	3	1	3	-2.92682926829268	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	0								2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20250506001500	https://www.nbcnews.com/politics/trump-administration/trump-administration-says-harvard-will-receive-no-new-grants-meets-whi-rcna205003
1241980841	20250406	202504	2025	2025.2630	GOV	PRESIDENT						GOV			BUS	COMPANY						BUS			1	130	130	13	3	-4.4	8	1	8	-4.67980295566502	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20250506001500	https://www.itv.com/news/2025-05-05/half-of-profit-warnings-in-april-cite-trade-tariff-impact-reports-finds
1241980842	20250406	202504	2025	2025.2630	ISRGOVMIL	ISRAELI	ISR					GOV	MIL		ISR	ISRAELI	ISR								0	100	100	10	3	-5.0	8	1	8	-3.99159663865546	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250506001500	https://www.yahoo.com/news/government-sources-israel-plans-over-230625063.html
1241980843	20250406	202504	2025	2025.2630	JUD	PROSECUTOR						JUD													1	125	125	12	3	-5.0	8	1	8	-7.98525798525798	3	Cherokee County, Georgia, United States	US	USGA	GA057	34.2668	-84.4499	1685718	0								3	Cherokee County, Georgia, United States	US	USGA		34.2668	-84.4499	1685718	20250506001500	https://www.yahoo.com/news/dekalb-mother-son-among-6-225225616.html
1241980844	20250406	202504	2025	2025.2630	USA	UNITED STATES	USA																		1	028	028	02	1	4.0	2	1	2	1.58730158730158	2	California, United States	US	USCA		36.17	-119.746	CA	0								2	California, United States	US	USCA		36.17	-119.746	CA	20250506001500	https://www.yahoo.com/news/openai-says-non-profit-remain-230846396.html
1241980845	20250406	202504	2025	2025.2630	USA	UNITED STATES	USA																		1	173	173	17	4	-5.0	4	1	4	-7.98525798525798	3	Cherokee County, Georgia, United States	US	USGA	GA057	34.2668	-84.4499	1685718	0								3	Cherokee County, Georgia, United States	US	USGA		34.2668	-84.4499	1685718	20250506001500	https://www.yahoo.com/news/dekalb-mother-son-among-6-225225616.html
1241980846	20250406	202504	2025	2025.2630	USAJUD	UNITED STATES	USA					JUD			VEN	VENEZUELA	VEN								0	110	110	11	3	-2.0	1	1	1	-5.01909438079651	3	Baltimore, Maryland, United States	US	USMD	MD510	39.2904	-76.6122	597040	4	Maracaibo, Zulia, Venezuela	VE	VE23	32167	10.6317	-71.6406	-952506	4	Maracaibo, Zulia, Venezuela	VE	VE23	32167	10.6317	-71.6406	-952506	20250506001500	https://www.yahoo.com/news/protected-deportation-legal-settlement-trump-234451847.html
1241980847	20250406	202504	2025	2025.2630	chr	CHEROKEE			chr																1	173	173	17	4	-5.0	2	1	2	-7.98525798525798	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	0								2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20250506001500	https://www.yahoo.com/news/dekalb-mother-son-among-6-225225616.html
1241980848	20250406	202504	2025	2025.2630	chr	CHEROKEE			chr						USA	UNITED STATES	USA								1	173	173	17	4	-5.0	2	1	2	-7.98525798525798	3	Cherokee County, Georgia, United States	US	USGA	GA057	34.2668	-84.4499	1685718	3	Cherokee County, Georgia, United States	US	USGA		34.2668	-84.4499	1685718	3	Cherokee County, Georgia, United States	US	USGA		34.2668	-84.4499	1685718	20250506001500	https://www.yahoo.com/news/dekalb-mother-son-among-6-225225616.html
1241980849	20250429	202504	2025	2025.3260	GOV	PRESIDENT						GOV			USA	MICHIGAN	USA								1	051	051	05	1	3.4	8	1	8	0	1	Iran	IR	IR		32	53	IR	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	1	Iran	IR	IR		32	53	IR	20250506001500	http://www.lampasasdispatchrecord.com/opinions/art-second-iran-deal
1241980850	20250429	202504	2025	2025.3260	IRNGOV	IRAN	IRN					GOV			USA	MICHIGAN	USA								1	051	051	05	1	3.4	2	1	2	0	1	Iran	IR	IR		32	53	IR	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	1	Iran	IR	IR		32	53	IR	20250506001500	http://www.lampasasdispatchrecord.com/opinions/art-second-iran-deal
1241980851	20250429	202504	2025	2025.3260	LEGJUD	SENATE						LEG	JUD												1	020	020	02	1	3.0	3	1	3	-2.27518959913326	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250506001500	https://www.yahoo.com/news/trump-wades-confirmation-fight-over-223803478.html
