1242022052	20240506	202405	2024	2024.3452	BGR	BULGARIA	BGR								GRC	GREECE	GRC								1	033	033	03	1	5.2	12	1	9	0	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	4	Evros, Perifereia Anatolikis Makedonias kai Thrakis, Greece	GR	GR53	16676	41.1806	26.1675	-817140	4	Evros, Perifereia Anatolikis Makedonias kai Thrakis, Greece	GR	GR53	16676	41.1806	26.1675	-817140	20250506060000	https://www.euractiv.com/section/politics/news/bulgaria-has-agreed-to-provide-water-to-greece-for-the-next-5-years/
1242022053	20240506	202405	2024	2024.3452	BGR	BULGARIA	BGR								GRC	GREECE	GRC								1	033	033	03	1	5.2	3	1	3	0	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	4	Evros, Perifereia Anatolikis Makedonias kai Thrakis, Greece	GR	GR53	16676	41.1806	26.1675	-817140	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	20250506060000	https://www.euractiv.com/section/politics/news/bulgaria-has-agreed-to-provide-water-to-greece-for-the-next-5-years/
1242022054	20240506	202405	2024	2024.3452	NZLGOV	NEW ZEALAND	NZL					GOV			AUS	AUSTRALIA	AUS								1	172	172	17	4	-5.0	4	1	4	-2.72904483430799	1	New Zealand	NZ	NZ		-42	174	NZ	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20250506060000	https://www.sbs.com.au/news/article/why-new-zealands-pm-wants-to-copy-australias-controversial-legislation-on-teens/xetz54czr
1242022055	20240506	202405	2024	2024.3452	NZLGOV	NEW ZEALAND	NZL					GOV			AUS	AUSTRALIA	AUS								1	172	172	17	4	-5.0	6	1	6	-2.72904483430799	1	New Zealand	NZ	NZ		-42	174	NZ	1	Australia	AS	AS		-25	135	AS	1	New Zealand	NZ	NZ		-42	174	NZ	20250506060000	https://www.sbs.com.au/news/article/why-new-zealands-pm-wants-to-copy-australias-controversial-legislation-on-teens/xetz54czr
1242022056	20240506	202405	2024	2024.3452	NZLGOV	NEW ZEALAND	NZL					GOV			LEG	PARLIAMENT						LEG			1	172	172	17	4	-5.0	10	1	10	-2.72904483430799	1	New Zealand	NZ	NZ		-42	174	NZ	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20250506060000	https://www.sbs.com.au/news/article/why-new-zealands-pm-wants-to-copy-australias-controversial-legislation-on-teens/xetz54czr
1242022057	20240506	202405	2024	2024.3452	NZLGOV	NEW ZEALAND	NZL					GOV			MED	MEDIA						MED			1	020	020	02	1	3.0	10	1	10	-2.72904483430799	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20250506060000	https://www.sbs.com.au/news/article/why-new-zealands-pm-wants-to-copy-australias-controversial-legislation-on-teens/xetz54czr
1242022058	20240506	202405	2024	2024.3452	USA	THE US	USA								EDU	EDUCATIONAL INSTITUTION						EDU			1	020	020	02	1	3.0	10	1	10	-6.90537084398977	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250506060000	https://www.dw.com/en/trump-administration-cuts-off-new-federal-grants-to-harvard/a-72443565
1242022059	20240506	202405	2024	2024.3452	USA	THE US	USA								ISR	ISRAEL	ISR								1	141	141	14	3	-6.5	10	1	10	-6.90537084398977	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250506060000	https://www.dw.com/en/trump-administration-cuts-off-new-federal-grants-to-harvard/a-72443565
1242022060	20250406	202504	2025	2025.2630	PAK	ISLAMABAD	PAK								UAF	TERRORIST						UAF			1	190	190	19	4	-10.0	1	1	1	-8.74200426439233	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20250506060000	https://www.ndtv.com/world-news/un-security-councils-tough-questions-for-pakistan-over-pahalgam-attack-8340986
1242022061	20250406	202504	2025	2025.2630	PAK	ISLAMABAD	PAK								UAF	TERRORIST						UAF			1	190	190	19	4	-10.0	1	1	1	-8.74200426439233	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Kashmiri, Punjab, Pakistan	PK	PK04	23677	32.0387	73.751	6104745	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20250506060000	https://www.ndtv.com/world-news/un-security-councils-tough-questions-for-pakistan-over-pahalgam-attack-8340986
1242022062	20250429	202504	2025	2025.3260	ARE	UNITED ARAB EMIRATES	ARE								ISR	ISRAEL	ISR								1	043	043	04	1	2.8	2	1	2	-1.78837555886737	1	United Arab Emirates	AE	AE		24	54	AE	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250506060000	https://www.brisbanetimes.com.au/world/north-america/he-kind-of-got-bored-how-trump-s-hopes-of-gaza-peace-faded-away-20250506-p5lwzi.html
1242022063	20250429	202504	2025	2025.3260	ARE	UNITED ARAB EMIRATES	ARE								ISR	ISRAEL	ISR								1	043	043	04	1	2.8	2	1	2	-1.78837555886737	1	Saudi Arabia	SA	SA		25	45	SA	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250506060000	https://www.brisbanetimes.com.au/world/north-america/he-kind-of-got-bored-how-trump-s-hopes-of-gaza-peace-faded-away-20250506-p5lwzi.html
1242022064	20250429	202504	2025	2025.3260	ARE	UNITED ARAB EMIRATES	ARE								QAT	QATAR	QAT								1	042	042	04	1	1.9	4	1	4	-1.78837555886737	1	United Arab Emirates	AE	AE		24	54	AE	1	Qatar	QA	QA		25.5	51.25	QA	1	Saudi Arabia	SA	SA		25	45	SA	20250506060000	https://www.brisbanetimes.com.au/world/north-america/he-kind-of-got-bored-how-trump-s-hopes-of-gaza-peace-faded-away-20250506-p5lwzi.html
1242022065	20250429	202504	2025	2025.3260	ARE	UNITED ARAB EMIRATES	ARE								QAT	QATAR	QAT								1	042	042	04	1	1.9	2	1	2	-1.78837555886737	1	Qatar	QA	QA		25.5	51.25	QA	1	Saudi Arabia	SA	SA		25	45	SA	1	Saudi Arabia	SA	SA		25	45	SA	20250506060000	https://www.brisbanetimes.com.au/world/north-america/he-kind-of-got-bored-how-trump-s-hopes-of-gaza-peace-faded-away-20250506-p5lwzi.html
1242022066	20250429	202504	2025	2025.3260	ARE	UNITED ARAB EMIRATES	ARE								QAT	QATAR	QAT								1	043	043	04	1	2.8	4	1	4	-1.78837555886737	1	United Arab Emirates	AE	AE		24	54	AE	1	Qatar	QA	QA		25.5	51.25	QA	1	Saudi Arabia	SA	SA		25	45	SA	20250506060000	https://www.brisbanetimes.com.au/world/north-america/he-kind-of-got-bored-how-trump-s-hopes-of-gaza-peace-faded-away-20250506-p5lwzi.html
1242022067	20250429	202504	2025	2025.3260	ARE	UNITED ARAB EMIRATES	ARE								QAT	QATAR	QAT								1	043	043	04	1	2.8	2	1	2	-1.78837555886737	1	Qatar	QA	QA		25.5	51.25	QA	1	Saudi Arabia	SA	SA		25	45	SA	1	Saudi Arabia	SA	SA		25	45	SA	20250506060000	https://www.brisbanetimes.com.au/world/north-america/he-kind-of-got-bored-how-trump-s-hopes-of-gaza-peace-faded-away-20250506-p5lwzi.html
1242022068	20250429	202504	2025	2025.3260	ARE	UNITED ARAB EMIRATES	ARE								SAU	SAUDI ARABIA	SAU								1	042	042	04	1	1.9	4	1	4	-1.78837555886737	1	United Arab Emirates	AE	AE		24	54	AE	1	Saudi Arabia	SA	SA		25	45	SA	1	Saudi Arabia	SA	SA		25	45	SA	20250506060000	https://www.brisbanetimes.com.au/world/north-america/he-kind-of-got-bored-how-trump-s-hopes-of-gaza-peace-faded-away-20250506-p5lwzi.html
1242022069	20250429	202504	2025	2025.3260	ARE	UNITED ARAB EMIRATES	ARE								SAU	SAUDI ARABIA	SAU								1	042	042	04	1	1.9	2	1	2	-1.78837555886737	1	Qatar	QA	QA		25.5	51.25	QA	1	Saudi Arabia	SA	SA		25	45	SA	1	Saudi Arabia	SA	SA		25	45	SA	20250506060000	https://www.brisbanetimes.com.au/world/north-america/he-kind-of-got-bored-how-trump-s-hopes-of-gaza-peace-faded-away-20250506-p5lwzi.html
1242022070	20250429	202504	2025	2025.3260	ARE	UNITED ARAB EMIRATES	ARE								SAU	SAUDI ARABIA	SAU								1	043	043	04	1	2.8	4	1	4	-1.78837555886737	1	United Arab Emirates	AE	AE		24	54	AE	1	Saudi Arabia	SA	SA		25	45	SA	1	Saudi Arabia	SA	SA		25	45	SA	20250506060000	https://www.brisbanetimes.com.au/world/north-america/he-kind-of-got-bored-how-trump-s-hopes-of-gaza-peace-faded-away-20250506-p5lwzi.html
1242022071	20250429	202504	2025	2025.3260	ARE	UNITED ARAB EMIRATES	ARE								SAU	SAUDI ARABIA	SAU								1	043	043	04	1	2.8	2	1	2	-1.78837555886737	1	Qatar	QA	QA		25.5	51.25	QA	1	Saudi Arabia	SA	SA		25	45	SA	1	Saudi Arabia	SA	SA		25	45	SA	20250506060000	https://www.brisbanetimes.com.au/world/north-america/he-kind-of-got-bored-how-trump-s-hopes-of-gaza-peace-faded-away-20250506-p5lwzi.html
1242022072	20250429	202504	2025	2025.3260	CVL	RESIDENTS						CVL													1	125	125	12	3	-5.0	5	1	5	-1.06837606837607	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	0								2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20250506060000	https://www.yahoo.com/news/madison-utilties-board-votes-hold-031411445.html
1242022073	20250429	202504	2025	2025.3260	ESPLEG	VALENCIA	ESP					LEG			EUR	EUROPEAN	EUR								0	030	030	03	1	4.0	1	1	1	0.2803738317757	4	Valencia, Carabobo, Venezuela	VE	VE07	31933	10.1806	-68.0039	-960192	4	Valencia, Carabobo, Venezuela	VE	VE07	31933	10.1806	-68.0039	-960192	4	Valencia, Carabobo, Venezuela	VE	VE07	31933	10.1806	-68.0039	-960192	20250506060000	https://www.euractiv.com/section/politics/news/friedrich-merzs-french-connection/
1242022074	20250429	202504	2025	2025.3260	GOV	MINISTRY						GOV			BUS	COMPANIES						BUS			1	090	090	09	2	-2.0	10	1	10	-1.61812297734628	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20250506060000	https://www.thehindu.com/business/Industry/corporate-affairs-ministry-orders-probe-against-gensol-engineering-blusmart/article69543828.ece
1242022075	20250429	202504	2025	2025.3260	GOV	MINISTRY						GOV			BUS	COMPANIES						BUS			1	1014	101	10	3	-5.0	10	1	10	-1.61812297734628	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20250506060000	https://www.thehindu.com/business/Industry/corporate-affairs-ministry-orders-probe-against-gensol-engineering-blusmart/article69543828.ece
1242022076	20250429	202504	2025	2025.3260	GOV	MINIST OF FOREIGN AFFAIRS						GOV			GRC	GREECE	GRC								1	057	057	05	1	8.0	2	1	2	0	4	Evros, Perifereia Anatolikis Makedonias kai Thrakis, Greece	GR	GR53	16676	41.1806	26.1675	-817140	4	Evros, Perifereia Anatolikis Makedonias kai Thrakis, Greece	GR	GR53	16676	41.1806	26.1675	-817140	4	Evros, Perifereia Anatolikis Makedonias kai Thrakis, Greece	GR	GR53	16676	41.1806	26.1675	-817140	20250506060000	https://www.euractiv.com/section/politics/news/bulgaria-has-agreed-to-provide-water-to-greece-for-the-next-5-years/
1242022077	20250429	202504	2025	2025.3260	GRC	GREECE	GRC								GOV	MINIST OF FOREIGN AFFAIRS						GOV			1	057	057	05	1	8.0	2	1	2	0	4	Evros, Perifereia Anatolikis Makedonias kai Thrakis, Greece	GR	GR53	16676	41.1806	26.1675	-817140	4	Evros, Perifereia Anatolikis Makedonias kai Thrakis, Greece	GR	GR53	16676	41.1806	26.1675	-817140	4	Evros, Perifereia Anatolikis Makedonias kai Thrakis, Greece	GR	GR53	16676	41.1806	26.1675	-817140	20250506060000	https://www.euractiv.com/section/politics/news/bulgaria-has-agreed-to-provide-water-to-greece-for-the-next-5-years/
1242022078	20250429	202504	2025	2025.3260	ISR	ISRAEL	ISR								ARE	UNITED ARAB EMIRATES	ARE								1	036	036	03	1	4.0	2	1	2	-1.78837555886737	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	1	United Arab Emirates	AE	AE		24	54	AE	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250506060000	https://www.brisbanetimes.com.au/world/north-america/he-kind-of-got-bored-how-trump-s-hopes-of-gaza-peace-faded-away-20250506-p5lwzi.html
