1242019290	20240506	202405	2024	2024.3452											COP	POLICE						COP			0	043	043	04	1	2.8	10	1	10	-6.91244239631337	0								3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20250506053000	https://www.film-news.co.uk:443/news/UK/118267/Man-arrested-for-crashing-through-Jennifer-Aniston-s-gates
1242019291	20250406	202504	2025	2025.2630	COP	POLICE						COP			CVL	HUNTER						CVL			1	173	173	17	4	-5.0	10	1	10	-2.52293577981651	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	20250506053000	https://www.miragenews.com/firearms-registry-cracks-400000th-firearm-1455023/
1242019292	20250406	202504	2025	2025.2630	OPP	POLITICAL PRISONER						OPP			SLV	EL SALVADOR	SLV								0	0841	084	08	2	7.0	8	2	8	-5.90062111801242	1	Venezuela	VE	VE		8	-66	VE	4	San Salvador, San Salvador, El Salvador	ES	ES10	15758	13.7086	-89.2031	-1148082	1	Venezuela	VE	VE		8	-66	VE	20250506053000	https://www.wuwf.org/2025-05-06/el-salvador-president-orders-arrest-of-bus-company-heads-for-defying-free-ride-policy
1242019293	20250406	202504	2025	2025.2630	OPP	POLITICAL PRISONER						OPP			VENGOV	VENEZUELAN	VEN					GOV			0	0841	084	08	2	7.0	12	2	12	-5.90062111801242	1	Venezuela	VE	VE		8	-66	VE	1	Venezuela	VE	VE		8	-66	VE	1	Venezuela	VE	VE		8	-66	VE	20250506053000	https://www.wuwf.org/2025-05-06/el-salvador-president-orders-arrest-of-bus-company-heads-for-defying-free-ride-policy
1242019294	20250406	202504	2025	2025.2630	SLV	EL SALVADOR	SLV								OPP	POLITICAL PRISONER						OPP			0	0841	084	08	2	7.0	8	2	8	-5.90062111801242	4	San Salvador, San Salvador, El Salvador	ES	ES10	15758	13.7086	-89.2031	-1148082	1	Venezuela	VE	VE		8	-66	VE	1	Venezuela	VE	VE		8	-66	VE	20250506053000	https://www.wuwf.org/2025-05-06/el-salvador-president-orders-arrest-of-bus-company-heads-for-defying-free-ride-policy
1242019295	20250406	202504	2025	2025.2630	VENGOV	VENEZUELAN	VEN					GOV			OPP	POLITICAL PRISONER						OPP			0	0841	084	08	2	7.0	12	2	12	-5.90062111801242	1	Venezuela	VE	VE		8	-66	VE	1	Venezuela	VE	VE		8	-66	VE	1	Venezuela	VE	VE		8	-66	VE	20250506053000	https://www.wuwf.org/2025-05-06/el-salvador-president-orders-arrest-of-bus-company-heads-for-defying-free-ride-policy
1242019296	20250429	202504	2025	2025.3260	AFR	AFRICA	AFR								CHRCTH	CATHOLIC				CHR	CTH				0	040	040	04	1	1.0	8	2	8	-0.17284363358487	4	Soweto, Gauteng, South Africa	SF	SF06	77364	-26.2667	27.8667	-1285576	4	Soweto, Gauteng, South Africa	SF	SF06	77364	-26.2667	27.8667	-1285576	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20250506053000	https://www.winnipegfreepress.com/arts-and-life/life/faith/2025/05/06/what-do-catholics-around-the-world-hope-for-from-a-new-pope-some-wish-for-a-version-of-pope-francis
1242019297	20250429	202504	2025	2025.3260	CHRCTH	CATHOLIC				CHR	CTH				AFR	AFRICA	AFR								0	040	040	04	1	1.0	8	2	8	-0.17284363358487	4	Soweto, Gauteng, South Africa	SF	SF06	77364	-26.2667	27.8667	-1285576	4	Soweto, Gauteng, South Africa	SF	SF06	77364	-26.2667	27.8667	-1285576	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20250506053000	https://www.winnipegfreepress.com/arts-and-life/life/faith/2025/05/06/what-do-catholics-around-the-world-hope-for-from-a-new-pope-some-wish-for-a-version-of-pope-francis
1242019298	20250429	202504	2025	2025.3260	CHRCTH	CATHOLIC				CHR	CTH				USA	UNITED STATES	USA								0	040	040	04	1	1.0	2	2	2	-0.17284363358487	4	Soweto, Gauteng, South Africa	SF	SF06	77364	-26.2667	27.8667	-1285576	3	Princeton University, New Jersey, United States	US	USNJ		40.3428	-74.6568	879497	3	Princeton University, New Jersey, United States	US	USNJ		40.3428	-74.6568	879497	20250506053000	https://www.winnipegfreepress.com/arts-and-life/life/faith/2025/05/06/what-do-catholics-around-the-world-hope-for-from-a-new-pope-some-wish-for-a-version-of-pope-francis
1242019299	20250429	202504	2025	2025.3260	CHRCTH	CATHOLIC				CHR	CTH				USA	UNITED STATES	USA								0	040	040	04	1	1.0	1	1	1	-0.13793103448276	3	Princeton University, New Jersey, United States	US	USNJ	NJ021	40.3428	-74.6568	879497	3	Princeton University, New Jersey, United States	US	USNJ		40.3428	-74.6568	879497	3	Princeton University, New Jersey, United States	US	USNJ		40.3428	-74.6568	879497	20250506053000	https://www.winnipegfreepress.com/arts-and-life/life/faith/2025/05/06/what-do-catholics-around-the-world-hope-for-from-a-new-pope-some-wish-for-a-version-of-pope-francis
1242019300	20250429	202504	2025	2025.3260	CHRCTH	CATHOLIC				CHR	CTH				USA	UNITED STATES	USA								0	040	040	04	1	1.0	1	1	1	-0.20775623268698	3	Princeton University, New Jersey, United States	US	USNJ	NJ021	40.3428	-74.6568	879497	3	Princeton University, New Jersey, United States	US	USNJ		40.3428	-74.6568	879497	1	Austria	AU	AU		47.333333	13.333333	AU	20250506053000	https://www.newsday.com/news/nation/vatican-conclave-election-new-pope-catholics-k99494
1242019301	20250429	202504	2025	2025.3260	CHRCTH	CATHOLIC				CHR	CTH				ZAF	SOWETO	ZAF								0	040	040	04	1	1.0	4	2	4	-0.17284363358487	4	Soweto, Gauteng, South Africa	SF	SF06	77364	-26.2667	27.8667	-1285576	4	Soweto, Gauteng, South Africa	SF	SF06	77364	-26.2667	27.8667	-1285576	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20250506053000	https://www.winnipegfreepress.com/arts-and-life/life/faith/2025/05/06/what-do-catholics-around-the-world-hope-for-from-a-new-pope-some-wish-for-a-version-of-pope-francis
1242019302	20250429	202504	2025	2025.3260	COP	NATIONAL POLICE						COP													0	051	051	05	1	3.4	10	1	10	0.50632911392405	3	Muskegon Heights, Michigan, United States	US	USMI	MI121	43.2011	-86.2389	633165	0								3	Muskegon Heights, Michigan, United States	US	USMI		43.2011	-86.2389	633165	20250506053000	https://www.wzzm13.com/article/features/community-honors-fallen-officers-annual-candlelight-memorial/69-73adfde6-c9d3-43c6-a2e5-b5cf15a2be69
1242019303	20250429	202504	2025	2025.3260	GOV	MINISTRY						GOV			BUS	COMPANIES						BUS			1	090	090	09	2	-2.0	10	1	10	-1.628664495114	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20250506053000	https://www.orissapost.com/corp-affairs-ministry-orders-probe-against-gensol-engineering-blusmart/
1242019304	20250429	202504	2025	2025.3260	GOV	MINISTRY						GOV			BUS	COMPANIES						BUS			1	1014	101	10	3	-5.0	10	1	10	-1.628664495114	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20250506053000	https://www.orissapost.com/corp-affairs-ministry-orders-probe-against-gensol-engineering-blusmart/
1242019305	20250429	202504	2025	2025.3260	TWN	TAIPEI	TWN								USA	UNITED STATES	USA								1	046	046	04	1	7.0	2	1	2	2.67379679144385	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250506053000	https://www.channelnewsasia.com/business/taiwan-says-tariff-talks-us-did-not-discuss-exchange-rate-currency-soars-5109266
1242019306	20250429	202504	2025	2025.3260	TWN	TAIPEI	TWN								USA	UNITED STATES	USA								1	125	125	12	3	-5.0	2	1	2	2.67379679144385	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20250506053000	https://www.channelnewsasia.com/business/taiwan-says-tariff-talks-us-did-not-discuss-exchange-rate-currency-soars-5109266
1242019307	20250429	202504	2025	2025.3260	USA	UNITED STATES	USA								CHRCTH	CATHOLIC				CHR	CTH				0	040	040	04	1	1.0	2	2	2	-0.17284363358487	3	Princeton University, New Jersey, United States	US	USNJ	NJ021	40.3428	-74.6568	879497	4	Soweto, Gauteng, South Africa	SF	SF06	77364	-26.2667	27.8667	-1285576	3	Princeton University, New Jersey, United States	US	USNJ		40.3428	-74.6568	879497	20250506053000	https://www.winnipegfreepress.com/arts-and-life/life/faith/2025/05/06/what-do-catholics-around-the-world-hope-for-from-a-new-pope-some-wish-for-a-version-of-pope-francis
1242019308	20250429	202504	2025	2025.3260	USA	UNITED STATES	USA								CHRCTH	CATHOLIC				CHR	CTH				0	040	040	04	1	1.0	1	1	1	-0.13793103448276	3	Princeton University, New Jersey, United States	US	USNJ	NJ021	40.3428	-74.6568	879497	3	Princeton University, New Jersey, United States	US	USNJ		40.3428	-74.6568	879497	3	Princeton University, New Jersey, United States	US	USNJ		40.3428	-74.6568	879497	20250506053000	https://www.winnipegfreepress.com/arts-and-life/life/faith/2025/05/06/what-do-catholics-around-the-world-hope-for-from-a-new-pope-some-wish-for-a-version-of-pope-francis
1242019309	20250429	202504	2025	2025.3260	USA	UNITED STATES	USA								CHRCTH	CATHOLIC				CHR	CTH				0	040	040	04	1	1.0	1	1	1	-0.20775623268698	3	Princeton University, New Jersey, United States	US	USNJ	NJ021	40.3428	-74.6568	879497	3	Princeton University, New Jersey, United States	US	USNJ		40.3428	-74.6568	879497	1	Austria	AU	AU		47.333333	13.333333	AU	20250506053000	https://www.newsday.com/news/nation/vatican-conclave-election-new-pope-catholics-k99494
