1243410894	20250512	202505	2025	2025.3616	JEW	JEWISH				JEW															1	051	051	05	1	3.4	8	1	8	1.39275766016713	1	Egypt	EG	EG		27	30	EG	0								3	Coatesville, Pennsylvania, United States	US	USPA	PA029	39.9832	-75.8238	1172089	20250512223000	https://catholicphilly.com/2025/05/features/our-new-priests/at-70-trailblazer-becomes-first-hermit-priest-in-archdiocese-of-philadelphia/
1243410895	20250512	202505	2025	2025.3616	JEW	RABBI				JEW					ISR	ISRAEL	ISR								1	020	020	02	1	3.0	4	1	4	-1.23152709359606	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20250512223000	https://www.jewishtimes.com/former-harvard-student-jewish-activist-shabbos-kestenbaum-speaks-at-jnf-breakfast/
1243410896	20250512	202505	2025	2025.3616	JEW	JEWISH				JEW					USA	AMERICAN	USA								0	020	020	02	1	3.0	1	1	1	-0.72463768115942	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250512223000	https://news.antiwar.com/2025/05/12/netanyahu-says-the-ethnic-cleansing-of-gaza-is-inevitable/
1243410897	20250512	202505	2025	2025.3616	JEW	JEWISH				JEW					USA	UNITED STATES	USA								0	020	020	02	1	3.0	1	1	1	-0.72463768115942	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250512223000	https://news.antiwar.com/2025/05/12/netanyahu-says-the-ethnic-cleansing-of-gaza-is-inevitable/
1243410898	20250512	202505	2025	2025.3616	JEW	JEWISH				JEW					USA	AMERICAN	USA								0	020	020	02	1	3.0	3	1	3	-0.72463768115942	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250512223000	https://news.antiwar.com/2025/05/12/netanyahu-says-the-ethnic-cleansing-of-gaza-is-inevitable/
1243410899	20250512	202505	2025	2025.3616	JEWCVL	JEWISH				JEW		CVL			ISR	ISRAEL	ISR								1	042	042	04	1	1.9	2	1	2	-1.23152709359606	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20250512223000	https://www.jewishtimes.com/former-harvard-student-jewish-activist-shabbos-kestenbaum-speaks-at-jnf-breakfast/
1243410900	20250512	202505	2025	2025.3616	JEWCVL	JEWISH				JEW		CVL			ISR	ISRAEL	ISR								1	042	042	04	1	1.9	8	1	8	-1.23152709359606	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250512223000	https://www.jewishtimes.com/former-harvard-student-jewish-activist-shabbos-kestenbaum-speaks-at-jnf-breakfast/
1243410901	20250512	202505	2025	2025.3616	JEWCVL	JEWISH				JEW		CVL			NGOISRJEW	JEWISH NATIONAL FUND	ISR			JEW		NGO			1	043	043	04	1	2.8	4	1	4	-1.23152709359606	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20250512223000	https://www.jewishtimes.com/former-harvard-student-jewish-activist-shabbos-kestenbaum-speaks-at-jnf-breakfast/
1243410902	20250512	202505	2025	2025.3616	JEWCVL	JEWISH				JEW		CVL			NGOISRJEW	JEWISH NATIONAL FUND	ISR			JEW		NGO			1	043	043	04	1	2.8	6	1	6	-1.23152709359606	1	Israel	IS	IS		31.5	34.75	IS	1	United States	US	US		39.828175	-98.5795	US	1	Israel	IS	IS		31.5	34.75	IS	20250512223000	https://www.jewishtimes.com/former-harvard-student-jewish-activist-shabbos-kestenbaum-speaks-at-jnf-breakfast/
1243410903	20250512	202505	2025	2025.3616	JOR	JORDANIAN	JOR								SYR	SYRIAN	SYR								1	040	040	04	1	1.0	4	1	4	-4.88431876606684	1	Jordan	JO	JO		31	36	JO	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20250512223000	https://www.al-monitor.com/originals/2025/05/jordan-turkey-syria-fms-slam-israeli-expansionism-after-ankara-meeting
1243410904	20250512	202505	2025	2025.3616	JOR	JORDANIAN	JOR								SYR	SYRIAN	SYR								1	050	050	05	1	3.5	4	1	4	-4.88431876606684	1	Jordan	JO	JO		31	36	JO	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20250512223000	https://www.al-monitor.com/originals/2025/05/jordan-turkey-syria-fms-slam-israeli-expansionism-after-ankara-meeting
1243410905	20250512	202505	2025	2025.3616	JOR	JORDAN	JOR								SYRGOV	SYRIA	SYR					GOV			1	040	040	04	1	1.0	1	1	1	-4.88431876606684	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	1	Jordan	JO	JO		31	36	JO	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20250512223000	https://www.al-monitor.com/originals/2025/05/jordan-turkey-syria-fms-slam-israeli-expansionism-after-ankara-meeting
1243410906	20250512	202505	2025	2025.3616	JOR	JORDANIAN	JOR								SYRGOV	SYRIAN	SYR					GOV			1	040	040	04	1	1.0	2	1	2	-4.88431876606684	1	Jordan	JO	JO		31	36	JO	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20250512223000	https://www.al-monitor.com/originals/2025/05/jordan-turkey-syria-fms-slam-israeli-expansionism-after-ankara-meeting
1243410907	20250512	202505	2025	2025.3616	JOR	JORDAN	JOR								SYRGOV	SYRIA	SYR					GOV			1	050	050	05	1	3.5	1	1	1	-4.88431876606684	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	1	Jordan	JO	JO		31	36	JO	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20250512223000	https://www.al-monitor.com/originals/2025/05/jordan-turkey-syria-fms-slam-israeli-expansionism-after-ankara-meeting
1243410908	20250512	202505	2025	2025.3616	JOR	JORDANIAN	JOR								SYRGOV	SYRIAN	SYR					GOV			1	050	050	05	1	3.5	2	1	2	-4.88431876606684	1	Jordan	JO	JO		31	36	JO	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20250512223000	https://www.al-monitor.com/originals/2025/05/jordan-turkey-syria-fms-slam-israeli-expansionism-after-ankara-meeting
1243410909	20250512	202505	2025	2025.3616	JOR	JORDAN	JOR								TUR	TURKEY	TUR								1	040	040	04	1	1.0	1	1	1	-4.88431876606684	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20250512223000	https://www.al-monitor.com/originals/2025/05/jordan-turkey-syria-fms-slam-israeli-expansionism-after-ankara-meeting
1243410910	20250512	202505	2025	2025.3616	JOR	JORDANIAN	JOR								TUR	TURKISH	TUR								1	040	040	04	1	1.0	6	1	6	-4.88431876606684	1	Jordan	JO	JO		31	36	JO	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20250512223000	https://www.al-monitor.com/originals/2025/05/jordan-turkey-syria-fms-slam-israeli-expansionism-after-ankara-meeting
1243410911	20250512	202505	2025	2025.3616	JOR	JORDAN	JOR								TUR	TURKEY	TUR								1	050	050	05	1	3.5	1	1	1	-4.88431876606684	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20250512223000	https://www.al-monitor.com/originals/2025/05/jordan-turkey-syria-fms-slam-israeli-expansionism-after-ankara-meeting
1243410912	20250512	202505	2025	2025.3616	JOR	JORDANIAN	JOR								TUR	TURKISH	TUR								1	050	050	05	1	3.5	2	1	2	-4.88431876606684	1	Jordan	JO	JO		31	36	JO	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20250512223000	https://www.al-monitor.com/originals/2025/05/jordan-turkey-syria-fms-slam-israeli-expansionism-after-ankara-meeting
1243410913	20250512	202505	2025	2025.3616	JOR	JORDANIAN	JOR								TUR	TURKISH	TUR								1	050	050	05	1	3.5	4	1	4	-4.88431876606684	1	Jordan	JO	JO		31	36	JO	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20250512223000	https://www.al-monitor.com/originals/2025/05/jordan-turkey-syria-fms-slam-israeli-expansionism-after-ankara-meeting
1243410914	20250512	202505	2025	2025.3616	JUD	ATTORNEY						JUD													0	010	010	01	1	0.0	1	1	1	-1.07349298100744	3	Luzerne, Pennsylvania, United States	US	USPA	PA051	39.9992	-79.9628	1192864	0								3	Luzerne, Pennsylvania, United States	US	USPA	PA051	39.9992	-79.9628	1192864	20250512223000	https://www.timesleader.com/news/1697218/rite-aid-layoffs-state-to-host-online-meeting-to-support-affected-employees
1243410915	20250512	202505	2025	2025.3616	JUD	DEFENSE LAWYER						JUD													0	010	010	01	1	0.0	6	1	6	-5.33910533910534	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	0								2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20250512223000	https://www.yahoo.com/news/gary-man-trial-road-rage-215000319.html
1243410916	20250512	202505	2025	2025.3616	JUD	BARRISTER						JUD													1	012	012	01	1	-0.4	6	1	6	-4.55764075067024	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	0								4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	20250512223000	https://www.itv.com/news/utv/2025-05-12/paedophile-teacher-jailed-for-sex-offences-against-pupils
1243410917	20250512	202505	2025	2025.3616	JUD	CHIEF JUSTICE						JUD													0	020	020	02	1	3.0	3	1	3	-2.4390243902439	3	Bumble Bee, California, United States	US	USCA	CA109	38.2263	-119.997	1658169	0								3	Bumble Bee, California, United States	US	USCA		38.2263	-119.997	1658169	20250512223000	https://www.jdsupra.com/legalnews/labcorp-v-davis-will-u-s-supreme-court-2817565/
1243410918	20250512	202505	2025	2025.3616	JUD	DISTRICT COURT						JUD													0	051	051	05	1	3.4	5	1	5	-1.0022271714922	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	0								2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	20250512223000	https://natlawreview.com/article/line-sand-federal-circuit-bounds-ipr-estoppel-ingenico-v-ioengine
1243410919	20250512	202505	2025	2025.3616	JUD	ATTORNEY						JUD													0	060	060	06	2	6.0	1	1	1	-1.07349298100744	3	Luzerne, Pennsylvania, United States	US	USPA	PA051	39.9992	-79.9628	1192864	0								3	Luzerne, Pennsylvania, United States	US	USPA	PA051	39.9992	-79.9628	1192864	20250512223000	https://www.timesleader.com/news/1697218/rite-aid-layoffs-state-to-host-online-meeting-to-support-affected-employees
1243410920	20250512	202505	2025	2025.3616	JUD	JUDGE						JUD													1	084	084	08	2	7.0	6	1	6	-8.72093023255814	3	North Little Rock, Arkansas, United States	US	USAR	AR119	34.7695	-92.2671	77862	0								3	North Little Rock, Arkansas, United States	US	USAR		34.7695	-92.2671	77862	20250512223000	http://newtoncountytimes.com/stories/armed-career-criminal-sentenced-to-17-years-in-federal-prison,176681
1243410921	20250512	202505	2025	2025.3616	JUD	JUDGE						JUD													1	084	084	08	2	7.0	4	1	4	-7.41573033707865	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	0								2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	20250512223000	http://newtoncountytimes.com/stories/career-offender-gets-20-years-for-having-methamphetamine,176682
1243410922	20250512	202505	2025	2025.3616	JUD	PROSECUTOR						JUD													1	090	090	09	2	-2.0	10	1	10	-5.68319226118501	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	0								3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	20250512223000	https://wlos.com/news/local/special-attorney-general-prosecutor-joins-probe-buncombe-county-pretrial-services-ryan-ricky-houston-lawsuit-malerie-crisp-north-carolina
1243410923	20250512	202505	2025	2025.3616	JUD	ATTORNEY						JUD													0	090	090	09	2	-2.0	10	1	10	-3.99305555555556	1	Brazil	BR	BR		-10	-55	BR	0								1	Brazil	BR	BR		-10	-55	BR	20250512223000	https://www.yahoo.com/news/sanford-based-church-faces-another-215333729.html
1243410924	20250512	202505	2025	2025.3616	JUD	ADVOCATE						JUD													0	111	111	11	3	-2.0	6	1	6	-7.66550522648084	3	Inyo County, California, United States	US	USCA	CA027	36.5833	-117.418	1804637	0								3	Inyo County, California, United States	US	USCA		36.5833	-117.418	1804637	20250512223000	https://www.staradvertiser.com/2025/05/12/breaking-news/newsom-urges-cities-to-ban-homeless-camps-across-california/
1243410925	20250512	202505	2025	2025.3616	JUD	DISTRICT COURT						JUD													0	120	120	12	3	-4.0	10	1	10	-1.0022271714922	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	0								2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	20250512223000	https://natlawreview.com/article/line-sand-federal-circuit-bounds-ipr-estoppel-ingenico-v-ioengine
1243410926	20250512	202505	2025	2025.3616	JUD	PROSECUTOR						JUD			CHN	CHINA	CHN								1	120	120	12	3	-4.0	2	1	2	-4.27631578947368	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20250512223000	https://www.yahoo.com/news/msp-supervisor-finishes-testimony-read-214231448.html
1243410927	20250512	202505	2025	2025.3616	JUD	JUDGE						JUD			COP	PRISON						COP			1	173	173	17	4	-5.0	10	1	10	-9.27152317880799	4	Revolucion, Campeche, Mexico	MX	MX04	19592	18.9167	-90.7389	6263068	4	Revolucion, Campeche, Mexico	MX	MX04	19592	18.9167	-90.7389	6263068	4	Revolucion, Campeche, Mexico	MX	MX04	19592	18.9167	-90.7389	6263068	20250512223000	https://www.yahoo.com/news/dad-charged-forcing-9-old-195841908.html
1243410928	20250512	202505	2025	2025.3616	JUD	PROSECUTOR						JUD			COP	DEPUTY						COP			1	190	190	19	4	-10.0	6	1	6	-10.9947643979058	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20250512223000	https://www.yahoo.com/news/moreno-introduces-larry-henderson-act-214318331.html
1243410929	20250512	202505	2025	2025.3616	JUD	CHIEF JUSTICE						JUD			CVL	SETTLEMENT						CVL			0	015	015	01	1	0.0	3	1	3	-2.4390243902439	3	Bumble Bee, California, United States	US	USCA	CA109	38.2263	-119.997	1658169	3	Bumble Bee, California, United States	US	USCA		38.2263	-119.997	1658169	3	Bumble Bee, California, United States	US	USCA		38.2263	-119.997	1658169	20250512223000	https://www.jdsupra.com/legalnews/labcorp-v-davis-will-u-s-supreme-court-2817565/
1243410930	20250512	202505	2025	2025.3616	JUD	CHIEF JUSTICE						JUD			CVL	SETTLEMENT						CVL			0	015	015	01	1	0.0	1	1	1	-2.4390243902439	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20250512223000	https://www.jdsupra.com/legalnews/labcorp-v-davis-will-u-s-supreme-court-2817565/
1243410931	20250512	202505	2025	2025.3616	JUD	SUPREME COURT						JUD			GOV	PRESIDENT						GOV			0	010	010	01	1	0.0	10	1	10	-3.69702434625789	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20250512223000	https://www.nysun.com/article/trump-and-his-inner-circle-are-entertaining-something-nuts-suspension-of-habeas-corpus-to-jump-start-deportations
1243410932	20250512	202505	2025	2025.3616	JUD	PROSECUTOR						JUD			GOV	KING						GOV			1	010	010	01	1	0.0	5	1	5	-9.12698412698411	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250512223000	https://www.mirror.co.uk/3am/us-celebrity-news/sean-diddy-combs-forced-girlfriend-35214383
1243410933	20250512	202505	2025	2025.3616	JUD	SUPREME COURT						JUD			GOV	PRESIDENT						GOV			0	042	042	04	1	1.9	10	1	10	-3.69702434625789	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20250512223000	https://www.nysun.com/article/trump-and-his-inner-circle-are-entertaining-something-nuts-suspension-of-habeas-corpus-to-jump-start-deportations
1243410934	20250512	202505	2025	2025.3616	JUD	COURT OF APPEALS						JUD			GOV	GOVERNOR						GOV			0	051	051	05	1	3.4	10	1	10	-1.35674381484437	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20250512223000	https://www.carolinajournal.com/boliek-urges-nc-supreme-court-to-reject-stein-appeal-in-elections-board-case/
1243410935	20250512	202505	2025	2025.3616	JUD	ADVOCATE						JUD			GOV	GOVERNMENT						GOV			0	084	084	08	2	7.0	3	1	3	0.38759689922481	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250512223000	https://www.carolinajournal.com/how-much-god-do-you-need-cabarrus-county-school-board-debates-prayer-policy/
1243410936	20250512	202505	2025	2025.3616	JUD	JUDGE						JUD			LAB	WORKER						LAB			0	043	043	04	1	2.8	10	1	10	1.5015015015015	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20250512223000	https://www.yahoo.com/news/candidate-profile-howard-e-gwynn-195811409.html
1243410937	20250512	202505	2025	2025.3616	JUD	CHIEF JUSTICE						JUD			LEG	CONGRESS						LEG			0	190	190	19	4	-10.0	1	1	1	-3.69702434625789	3	Pearl Harbor, Hawaii, United States	US	USHI	HI003	21.355	-157.972	363230	3	Pearl Harbor, Hawaii, United States	US	USHI		21.355	-157.972	363230	3	Pearl Harbor, Hawaii, United States	US	USHI		21.355	-157.972	363230	20250512223000	https://www.nysun.com/article/trump-and-his-inner-circle-are-entertaining-something-nuts-suspension-of-habeas-corpus-to-jump-start-deportations
1243410938	20250512	202505	2025	2025.3616	JUD	CHIEF JUSTICE						JUD			LEG	CONGRESS						LEG			0	190	190	19	4	-10.0	2	1	2	-3.69702434625789	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	Pearl Harbor, Hawaii, United States	US	USHI		21.355	-157.972	363230	3	Pearl Harbor, Hawaii, United States	US	USHI		21.355	-157.972	363230	20250512223000	https://www.nysun.com/article/trump-and-his-inner-circle-are-entertaining-something-nuts-suspension-of-habeas-corpus-to-jump-start-deportations
1243410939	20250512	202505	2025	2025.3616	JUD	CHIEF JUSTICE						JUD			LEG	CONGRESS						LEG			0	190	190	19	4	-10.0	1	1	1	-3.69702434625789	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250512223000	https://www.nysun.com/article/trump-and-his-inner-circle-are-entertaining-something-nuts-suspension-of-habeas-corpus-to-jump-start-deportations
1243410940	20250512	202505	2025	2025.3616	JUD	ATTORNEY						JUD			USA	UNITED STATES	USA								0	010	010	01	1	0.0	1	1	1	-5.68319226118501	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	20250512223000	https://wlos.com/news/local/special-attorney-general-prosecutor-joins-probe-buncombe-county-pretrial-services-ryan-ricky-houston-lawsuit-malerie-crisp-north-carolina
1243410941	20250512	202505	2025	2025.3616	JUD	ATTORNEY						JUD			USA	MONTANA	USA								0	010	010	01	1	0.0	9	1	9	-0.9367681498829	2	Montana, United States	US	USMT		46.9048	-110.326	MT	2	Montana, United States	US	USMT		46.9048	-110.326	MT	2	Montana, United States	US	USMT		46.9048	-110.326	MT	20250512223000	https://helenair.com/news/community/article_018e94db-9ece-4576-bc68-8bb6478f8d5c.html
1243410942	20250512	202505	2025	2025.3616	JUD	LAWYER						JUD			USA	UNITED STATES	USA								0	020	020	02	1	3.0	4	1	4	-6.65054413542926	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20250512223000	https://www.sun-sentinel.com/2025/05/12/the-callous-cruelty-of-erasing-images-of-gun-victims-editorial/
1243410943	20250512	202505	2025	2025.3616	JUD	SUPREME COURT						JUD			USA	NEW MEXICO	USA								1	020	020	02	1	3.0	1	1	1	-0.80321285140562	2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	20250512223000	https://www.yahoo.com/news/possible-settlement-reached-long-running-212252072.html
1243410944	20250512	202505	2025	2025.3616	JUD	SUPREME COURT						JUD			USA	UNITED STATES	USA								1	040	040	04	1	1.0	2	1	2	-0.82644628099173	2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Maine, United States	US	USME		44.6074	-69.3977	ME	20250512223000	https://radio.foxnews.com/2025/05/12/laurel-libby-free-speech-battle/
1243410945	20250512	202505	2025	2025.3616	JUD	SUPREME COURT						JUD			USA	UNITED STATES	USA								1	046	046	04	1	7.0	2	1	2	-0.82644628099173	2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Maine, United States	US	USME		44.6074	-69.3977	ME	20250512223000	https://radio.foxnews.com/2025/05/12/laurel-libby-free-speech-battle/
1243410946	20250512	202505	2025	2025.3616	JUD	ATTORNEY						JUD			USA	UNITED STATES	USA								1	046	046	04	1	7.0	5	1	5	2.03761755485894	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20250512223000	https://setexasrecord.com/stories/671319291-greenberg-traurig-appoints-leading-antitrust-litigator-bill-katz-as-global-co-chair-of-antitrust-litigation-competition-regulation-practice
1243410947	20250512	202505	2025	2025.3616	JUD	ATTORNEY						JUD			USA	UNITED STATES	USA								1	080	080	08	2	5.0	2	1	2	-0.44345898004435	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	20250512223000	https://www.wnd.com/2025/05/watch-u-s-attorney-looking-into-last-minute-sweeping-pardons-issued-by-joe-biden/
1243410948	20250512	202505	2025	2025.3616	JUD	JUDGE						JUD			USA	UNITED STATES	USA								1	084	084	08	2	7.0	8	1	8	-8.0683302848184	3	Little Rock, Arkansas, United States	US	USAR	AR119	34.7465	-92.2896	83350	3	Little Rock, Arkansas, United States	US	USAR		34.7465	-92.2896	83350	3	Little Rock, Arkansas, United States	US	USAR		34.7465	-92.2896	83350	20250512223000	http://newtoncountytimes.com/stories/armed-career-criminal-sentenced-to-17-years-in-federal-prison,176681
1243410949	20250512	202505	2025	2025.3616	JUD	ADVOCATE						JUD			USA	UNITED STATES	USA								0	084	084	08	2	7.0	4	1	4	0.38759689922481	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250512223000	https://www.carolinajournal.com/how-much-god-do-you-need-cabarrus-county-school-board-debates-prayer-policy/
1243410950	20250512	202505	2025	2025.3616	JUD	PUBLIC DEFENDER						JUD			USA	MISSOURI	USA								1	112	112	11	3	-2.0	10	1	10	-4.73372781065089	3	Lawrence County, Missouri, United States	US	USMO	MO109	37.1167	-93.8335	758509	3	Lawrence County, Missouri, United States	US	USMO		37.1167	-93.8335	758509	3	Lawrence County, Missouri, United States	US	USMO		37.1167	-93.8335	758509	20250512223000	https://www.yahoo.com/news/missouri-man-charged-amazon-driver-195945296.html
1243410951	20250512	202505	2025	2025.3616	JUD	SUPREME COURT						JUD			USA	UNITED STATES	USA								1	113	113	11	3	-2.0	4	1	4	-1.35674381484437	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20250512223000	https://www.carolinajournal.com/boliek-urges-nc-supreme-court-to-reject-stein-appeal-in-elections-board-case/
1243410952	20250512	202505	2025	2025.3616	JUD	JUDGE						JUD			USA	UNITED STATES	USA								0	120	120	12	3	-4.0	2	1	2	-6.39686684073107	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20250512223000	https://natlawreview.com/article/eleventh-circuit-addresses-rule-9b-heightened-pleading-standard-false-claims-act
1243410953	20250512	202505	2025	2025.3616	JUD	SUPREME COURT						JUD			USA	UNITED STATES	USA								1	1241	124	12	3	-4.0	4	1	4	-1.35674381484437	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20250512223000	https://www.carolinajournal.com/boliek-urges-nc-supreme-court-to-reject-stein-appeal-in-elections-board-case/
1243410954	20250512	202505	2025	2025.3616	JUD	JUDGE						JUD			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	8	1	8	-8.0683302848184	3	Little Rock, Arkansas, United States	US	USAR	AR119	34.7465	-92.2896	83350	3	Little Rock, Arkansas, United States	US	USAR		34.7465	-92.2896	83350	3	Little Rock, Arkansas, United States	US	USAR		34.7465	-92.2896	83350	20250512223000	http://newtoncountytimes.com/stories/armed-career-criminal-sentenced-to-17-years-in-federal-prison,176681
1243410955	20250512	202505	2025	2025.3616	JUD	PUBLIC DEFENDER						JUD			USA	UNITED STATES	USA								1	190	190	19	4	-10.0	2	1	2	-4.73372781065089	3	Lawrence County, Missouri, United States	US	USMO	MO109	37.1167	-93.8335	758509	3	Lawrence County, Missouri, United States	US	USMO		37.1167	-93.8335	758509	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	20250512223000	https://www.yahoo.com/news/missouri-man-charged-amazon-driver-195945296.html
