1243694771	20250514	202505	2025	2025.3671	GOV	FINANCE MINIST						GOV			USA	UNITED STATES	USA								1	042	042	04	1	1.9	1	1	1	1.31332082551595	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20250514044500	https://www.thedailybeast.com/new-canadian-pm-mark-carney-taps-a-top-trump-whisperer-for-key-government-role/
1243694772	20250514	202505	2025	2025.3671	GOV	FINANCE MINIST						GOV			USA	FLORIDA	USA								1	042	042	04	1	1.9	2	1	2	1.31332082551595	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20250514044500	https://www.thedailybeast.com/new-canadian-pm-mark-carney-taps-a-top-trump-whisperer-for-key-government-role/
1243694773	20250514	202505	2025	2025.3671	GOV	PRESIDENT						GOV			USA	MICHIGAN	USA								1	042	042	04	1	1.9	6	1	6	-7.74058577405858	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20250514044500	https://www.thedailybeast.com/dems-explode-on-dumbst-congressman-trying-to-impeach-trump/
1243694774	20250514	202505	2025	2025.3671	GOV	PRESIDENT						GOV			USA	MICHIGAN	USA								1	042	042	04	1	1.9	2	1	2	-7.74058577405858	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20250514044500	https://www.thedailybeast.com/dems-explode-on-dumbst-congressman-trying-to-impeach-trump/
1243694775	20250514	202505	2025	2025.3671	GOV	COMMERCE SECRETARY						GOV			USA	FLORIDA	USA								1	046	046	04	1	7.0	2	1	2	1.31332082551595	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	2	Florida, United States	US	USFL		27.8333	-81.717	FL	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20250514044500	https://www.thedailybeast.com/new-canadian-pm-mark-carney-taps-a-top-trump-whisperer-for-key-government-role/
1243694776	20250514	202505	2025	2025.3671	GOV	ADMINISTRATION						GOV			USA	UNITED STATES	USA								0	050	050	05	1	3.5	2	1	2	-4.25170068027211	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20250514044500	https://www.abc.net.au/news/2025-05-14/united-states-sanctions-on-syria-lifted/105289658
1243694777	20250514	202505	2025	2025.3671	GOV	PRESIDENT						GOV			USA	THE US	USA								0	060	060	06	2	6.0	6	1	6	0.7181328545781	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250514044500	https://aninews.in/news/world/asia/india-welcomes-direct-talks-announced-between-russia-and-ukraine-mea20250514023112/
1243694778	20250514	202505	2025	2025.3671	GOV	PRESIDENT						GOV			USA	THE US	USA								0	060	060	06	2	6.0	2	1	2	0.7181328545781	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250514044500	https://aninews.in/news/world/asia/india-welcomes-direct-talks-announced-between-russia-and-ukraine-mea20250514023112/
1243694779	20250514	202505	2025	2025.3671	GOV	GOVERNMENT						GOV			USA	COLORADO	USA								1	060	060	06	2	6.0	10	1	10	-2.15163934426229	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20250514044500	https://www.aspenpublicradio.org/environment/2025-05-13/colorado-river-bigwigs-make-disturbing-retreat-from-the-public-eye-amid-tense-talks
1243694780	20250514	202505	2025	2025.3671	GOV	STATE OFFICIAL						GOV			USA	UNITED STATES	USA								1	071	071	07	2	7.4	2	1	2	1.34474327628362	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20250514044500	https://pantagraph.com/news/state-regional/government-politics/article_212efc08-af6d-49a1-b0e4-8104f17fda1a.html
1243694781	20250514	202505	2025	2025.3671	GOV	PRESIDENT						GOV			USA	AMERICAN	USA								1	085	085	08	2	7.0	6	1	6	-4.25170068027211	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20250514044500	https://www.abc.net.au/news/2025-05-14/united-states-sanctions-on-syria-lifted/105289658
1243694782	20250514	202505	2025	2025.3671	GOV	PRESIDENT						GOV			USA	AMERICAN	USA								1	085	085	08	2	7.0	2	1	2	-4.25170068027211	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250514044500	https://www.abc.net.au/news/2025-05-14/united-states-sanctions-on-syria-lifted/105289658
1243694783	20250514	202505	2025	2025.3671	GOV	PRESIDENT						GOV			USA	UNITED STATES	USA								1	110	110	11	3	-2.0	2	1	2	2.76008492569002	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250514044500	https://www.thedailybeast.com/de-niro-tears-into-trumps-kennedy-center-takeover-during-speech-at-cannes/
1243694784	20250514	202505	2025	2025.3671	GOV	PRESIDENT						GOV			USA	THE US	USA								0	130	130	13	3	-4.4	3	1	3	0.7181328545781	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250514044500	https://aninews.in/news/world/asia/india-welcomes-direct-talks-announced-between-russia-and-ukraine-mea20250514023112/
1243694785	20250514	202505	2025	2025.3671	GOV	PRESIDENT						GOV			USA	THE US	USA								0	130	130	13	3	-4.4	1	1	1	0.7181328545781	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250514044500	https://aninews.in/news/world/asia/india-welcomes-direct-talks-announced-between-russia-and-ukraine-mea20250514023112/
1243694786	20250514	202505	2025	2025.3671	GOV	STATE OFFICIAL						GOV			USACVL	ILLINOIS	USA					CVL			1	071	071	07	2	7.4	3	2	3	1.36378523714858	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20250514044500	https://pantagraph.com/news/state-regional/government-politics/article_212efc08-af6d-49a1-b0e4-8104f17fda1a.html
1243694787	20250514	202505	2025	2025.3671	GOV	PRESIDENT						GOV			USAMED	WALL STREET JOURNAL	USA					MED			1	010	010	01	1	0.0	8	1	8	0	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250514044500	https://www.alternet.org/attorney-trump-pardon/
1243694788	20250514	202505	2025	2025.3671	GRC	GREEK	GRC																		1	017	017	01	1	0.0	4	1	4	3.28467153284672	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	0								4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	20250514044500	https://vietnamnews.vn/life-style/1717615/vietnamese-film-week-opens-in-greece.html
1243694789	20250514	202505	2025	2025.3671	GRC	GREECE	GRC								EDU	SCHOOL						EDU			0	020	020	02	1	3.0	2	1	2	0.8505467800729	1	Greece	GR	GR		39	22	GR	4	Port Stephens, New South Wales, Australia	AS	AS02	5096	-32.7	152.083	-1602141	1	Greece	GR	GR		39	22	GR	20250514044500	https://www.portstephensexaminer.com.au/story/8965724/respectful-travel-tips-for-australians-visiting-europe/
1243694790	20250514	202505	2025	2025.3671	GRC	GREECE	GRC								EDU	SCHOOL						EDU			0	020	020	02	1	3.0	2	1	2	0.97323600973236	1	Greece	GR	GR		39	22	GR	4	Tenterfield, New South Wales, Australia	AS	AS02	5096	-29.0495	152.02	-1604092	1	Greece	GR	GR		39	22	GR	20250514044500	https://www.tenterfieldstar.com.au/story/8965724/respectful-travel-tips-for-australians-visiting-europe/
1243694791	20250514	202505	2025	2025.3671	GRC	CYCLADES	GRC								EDU	UNIVERSITY						EDU			1	090	090	09	2	-2.0	3	1	3	-5.37634408602151	4	Athen, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	4	Athen, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	4	Athen, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	20250514044500	https://neoskosmos.com/en/2025/05/14/news/6-1-magnitude-quake-near-kasos-felt-across-greece-israel-and-egypt-no-damage-reported/
1243694792	20250514	202505	2025	2025.3671	GRC	GREECE	GRC								GBR	UNITED KINGDOM	GBR								0	046	046	04	1	7.0	2	1	2	1.63370593293207	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	20250514044500	https://www.sail-world.com/news/286047/Bolter-named-in-core-Emirates-Team-NZ-sailing-team
1243694793	20250514	202505	2025	2025.3671	GRC	GREECE	GRC								GBR	UNITED KINGDOM	GBR								0	046	046	04	1	7.0	2	1	2	1.63370593293207	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	1	United Kingdom	UK	UK		54	-4	UK	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	20250514044500	https://www.sail-world.com/news/286047/Bolter-named-in-core-Emirates-Team-NZ-sailing-team
1243694794	20250514	202505	2025	2025.3671	GRC	CYCLADES	GRC								GRCEDU	GREECE	GRC					EDU			1	090	090	09	2	-2.0	2	1	2	-5.37634408602151	4	Athen, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	4	Athen, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	4	Athen, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	20250514044500	https://neoskosmos.com/en/2025/05/14/news/6-1-magnitude-quake-near-kasos-felt-across-greece-israel-and-egypt-no-damage-reported/
1243694795	20250514	202505	2025	2025.3671	GRC	GREECE	GRC								ISR	ISRAEL	ISR								1	190	190	19	4	-10.0	2	1	2	-2.88870008496177	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250514044500	https://www.theguardian.com/world/2025/may/14/western-countries-gave-mossad-information-used-to-track-and-killi-palestinian-terrorists-in-1970s
1243694796	20250514	202505	2025	2025.3671	GRC	ATHENS	GRC								ISR	ISRAEL	ISR								1	190	190	19	4	-10.0	8	1	8	-2.88870008496177	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20250514044500	https://www.theguardian.com/world/2025/may/14/western-countries-gave-mossad-information-used-to-track-and-killi-palestinian-terrorists-in-1970s
1243694797	20250514	202505	2025	2025.3671	GRCGOV	GREECE	GRC					GOV			UAF	TERRORIST						UAF			0	018	018	01	1	3.4	8	1	8	-6.47398843930636	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20250514044500	https://neoskosmos.com/en/2025/05/14/dialogue/opinion/greece-takes-note-the-pahalgam-attack-indias-operation-sindoor-and-the-new-geopolitical-order/
1243694798	20250514	202505	2025	2025.3671	GRCGOV	GREECE	GRC					GOV			UAF	TERRORIST						UAF			0	018	018	01	1	3.4	2	1	2	-6.47398843930636	1	Greece	GR	GR		39	22	GR	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	1	Greece	GR	GR		39	22	GR	20250514044500	https://neoskosmos.com/en/2025/05/14/dialogue/opinion/greece-takes-note-the-pahalgam-attack-indias-operation-sindoor-and-the-new-geopolitical-order/
1243694799	20250514	202505	2025	2025.3671	HINOPP	HINDU				HIN		OPP			OPP	PROTESTER						OPP			1	180	180	18	4	-9.0	2	1	2	-7.76699029126214	4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	20250514044500	https://timesofindia.indiatimes.com/city/pune/pro-palestine-group-stages-protest-outside-pizza-outlet-in-pune-clashes-with-hindutva-activists-case-filed/articleshow/121150595.cms
1243694800	20250514	202505	2025	2025.3671	HINOPP	HINDU				HIN		OPP			OPP	PROTESTER						OPP			1	180	180	18	4	-9.0	12	1	8	-7.76699029126214	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20250514044500	https://timesofindia.indiatimes.com/city/pune/pro-palestine-group-stages-protest-outside-pizza-outlet-in-pune-clashes-with-hindutva-activists-case-filed/articleshow/121150595.cms
1243694801	20250514	202505	2025	2025.3671	HINOPP	HINDU				HIN		OPP			PSE	PALESTINE	PSE								1	180	180	18	4	-9.0	4	1	4	-7.76699029126214	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20250514044500	https://timesofindia.indiatimes.com/city/pune/pro-palestine-group-stages-protest-outside-pizza-outlet-in-pune-clashes-with-hindutva-activists-case-filed/articleshow/121150595.cms
1243694802	20250514	202505	2025	2025.3671	HINOPP	HINDU				HIN		OPP			PSEOPP	PALESTINE	PSE					OPP			1	180	180	18	4	-9.0	2	1	2	-7.76699029126214	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20250514044500	https://timesofindia.indiatimes.com/city/pune/pro-palestine-group-stages-protest-outside-pizza-outlet-in-pune-clashes-with-hindutva-activists-case-filed/articleshow/121150595.cms
1243694803	20250514	202505	2025	2025.3671	HLH	HOSPITAL						HLH													1	043	043	04	1	2.8	6	1	6	-8.51063829787237	3	Kern County, California, United States	US	USCA	CA029	35.2961	-118.668	2054176	0								3	Kern County, California, United States	US	USCA		35.2961	-118.668	2054176	20250514044500	https://www.yahoo.com/news/tory-lanez-stabbing-suspect-serving-041018368.html
1243694804	20250514	202505	2025	2025.3671	HLH	HOSPITAL						HLH													1	111	111	11	3	-2.0	9	1	9	2.00364298724955	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	0								4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	20250514044500	https://www.timeslive.co.za/news/south-africa/2025-05-14-durban-chamber-of-commerce-backs-lenmeds-vision-for-medical-tourism-and-economic-growth/
1243694805	20250514	202505	2025	2025.3671	HLH	DOCTOR						HLH			CVL	COMMUNITY						CVL			1	042	042	04	1	1.9	5	1	5	-7.38255033557047	0								0								0								20250514044500	https://www.orissapost.com/lightning-claims-two-cowherds-lives/
1243694806	20250514	202505	2025	2025.3671	HLH	HOSPITAL						HLH			IND	DELHI	IND								1	190	190	19	4	-10.0	10	1	10	-3.03030303030303	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20250514044500	https://aninews.in/news/national/general-news/no-casualties-reported-says-official-after-fire-breaks-out-at-delhis-bm-gupta-hospital20250514045756/
1243694807	20250514	202505	2025	2025.3671	HLH	HOSPITAL						HLH			MED	MEDIA						MED			1	010	010	01	1	0.0	40	4	40	-3.58763681295373	4	Merimbula, New South Wales, Australia	AS	AS02	5372	-36.889	149.91	-1587079	4	Merimbula, New South Wales, Australia	AS	AS02	5372	-36.889	149.91	-1587079	4	Merimbula, New South Wales, Australia	AS	AS02	5372	-36.889	149.91	-1587079	20250514044500	https://www.portstephensexaminer.com.au/story/8966892/tragic-crash-claims-the-life-of-a-boy-injures-three-in-nsw/
1243694808	20250514	202505	2025	2025.3671	HRI	RIGHTS ACTIVIST						HRI			IGOUNO	THE UN		UNO				IGO			1	111	111	11	3	-2.0	10	1	10	-4.11764705882353	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20250514044500	https://www.khaama.com/rights-activists-slam-uns-mosaic-plan-for-undermining-legal-and-moral-legitimacy-in-afghanistan/
1243694809	20250514	202505	2025	2025.3671	IDN	BALI	IDN																		0	010	010	01	1	0.0	2	1	2	-2.47279920870426	4	Bali, Goa, India	IN	IN33	70123	15.1667	74.0333	-2089967	0								4	Bali, Goa, India	IN	IN33	70123	15.1667	74.0333	-2089967	20250514044500	https://www.yahoo.com/news/still-unfolding-diplomatic-road-seeking-041055447.html
1243694810	20250514	202505	2025	2025.3671	IGOAFRAFU	THE AU	AFR					IGO			UGA	UGANDA	UGA								0	042	042	04	1	1.9	5	1	5	3.70942812982998	4	Kampala, Kampala, Uganda	UG	UG37	18585	0.315556	32.5656	-1728891	4	Kampala, Kampala, Uganda	UG	UG37	18585	0.315556	32.5656	-1728891	4	Kampala, Kampala, Uganda	UG	UG37	18585	0.315556	32.5656	-1728891	20250514044500	https://observer.ug/viewpoint/the-kampala-declaration-will-trigger-more-financing-of-agri-food-systems/
1243694811	20250514	202505	2025	2025.3671	IGOEUREEC	THE EUROPEAN UNION	EUR	EEC				IGO													0	051	051	05	1	3.4	5	1	5	-1.50829562594268	1	Uganda	UG	UG		2	33	UG	0								1	Uganda	UG	UG		2	33	UG	20250514044500	https://observer.ug/viewpoint/usaid-exit-international-community-must-prioritize-community-needs/
1243694812	20250514	202505	2025	2025.3671	IGOEUREEC	THE EUROPEAN UNION	EUR	EEC				IGO			AFG	KABUL	AFG								1	071	071	07	2	7.4	5	1	5	-2.31362467866324	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20250514044500	https://www.khaama.com/unicef-begins-vitamin-distribution-for-50000-pregnant-women-in-kabul-to-fight-anemia/
1243694813	20250514	202505	2025	2025.3671	IGOEUREEC	THE EUROPEAN UNION	EUR	EEC				IGO			KOR	SOUTH KOREA	KOR								0	010	010	01	1	0.0	10	1	10	2.55009107468124	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20250514044500	http://koreabizwire.com/despite-green-market-growth-korea-faces-decline-in-eco-friendly-habits-survey-finds/317428
1243694814	20250514	202505	2025	2025.3671	IGOUNO	THE UN		UNO				IGO			EGY	EGYPT	EGY								1	012	012	01	1	-0.4	10	1	10	-9.23482849604223	1	Egypt	EG	EG		27	30	EG	1	Egypt	EG	EG		27	30	EG	1	Egypt	EG	EG		27	30	EG	20250514044500	https://www.jurist.org/news/2025/05/un-presses-egypt-to-rethink-draft-criminal-code-over-rights-concerns/
1243694815	20250514	202505	2025	2025.3671	IGOWSTNAT	NATO	WST	NAT				IGO			TURGOV	TURKISH	TUR					GOV			1	040	040	04	1	1.0	2	1	2	2.97872340425532	1	Ukraine	UP	UP		49	32	UP	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20250514044500	http://www.china.org.cn/2025-05/14/content_117873797.shtml
1243694816	20250514	202505	2025	2025.3671	IGOWSTNAT	NATO	WST	NAT				IGO			TURGOV	TURKEY	TUR					GOV			1	040	040	04	1	1.0	1	1	1	2.97872340425532	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20250514044500	http://www.china.org.cn/2025-05/14/content_117873797.shtml
1243694817	20250514	202505	2025	2025.3671	IND	NEW DELHI	IND																		0	030	030	03	1	4.0	6	1	6	0.783289817232379	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20250514044500	https://www.news18.com/business/india-us-trade-deal-trade-minister-piyush-goyal-to-lead-the-delegation-for-bilateral-pact-ws-l-9336055.html
1243694818	20250514	202505	2025	2025.3671	IND	BHARAT	IND																		0	051	051	05	1	3.4	6	1	6	-3.05206463195691	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	0								4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	20250514044500	https://aninews.in/news/national/general-news/if-someone-troubles-us-we-wont-spare-them-up-cm-yogi-adityanath-lashes-out-at-pakistan20250514094710/
1243694819	20250514	202505	2025	2025.3671	IND	BHARAT	IND																		0	051	051	05	1	3.4	2	1	2	-3.05206463195691	4	Lucknow, Uttar Pradesh, India	IN	IN36	17941	26.85	80.9167	-2102835	0								4	Lucknow, Uttar Pradesh, India	IN	IN36	17941	26.85	80.9167	-2102835	20250514044500	https://aninews.in/news/national/general-news/if-someone-troubles-us-we-wont-spare-them-up-cm-yogi-adityanath-lashes-out-at-pakistan20250514094710/
1243694820	20250514	202505	2025	2025.3671	IND	CHENNAI	IND																		1	112	112	11	3	-2.0	10	1	10	-9.1836734693878	0								0								0								20250514044500	https://aninews.in/news/national/general-news/it-was-a-fight-carried-out-by-so-many-people-dmk-on-all-9-accused-held-guilty-in-pollachi-sexual-assault-case20250514074629/
1243694821	20250514	202505	2025	2025.3671	IND	CHENNAI	IND																		1	173	173	17	4	-5.0	10	1	10	-9.1836734693878	0								0								0								20250514044500	https://aninews.in/news/national/general-news/it-was-a-fight-carried-out-by-so-many-people-dmk-on-all-9-accused-held-guilty-in-pollachi-sexual-assault-case20250514074629/
1243694822	20250514	202505	2025	2025.3671	IND	DELHI	IND																		1	173	173	17	4	-5.0	2	1	2	-7.61904761904762	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20250514044500	https://indianexpress.com/article/cities/delhi/delhi-traffic-cops-shot-2-gold-chain-snatchers-nabbed-10003830/
1243694823	20250514	202505	2025	2025.3671	IND	CHENNAI	IND																		1	180	180	18	4	-9.0	10	1	10	-9.1836734693878	0								0								0								20250514044500	https://aninews.in/news/national/general-news/it-was-a-fight-carried-out-by-so-many-people-dmk-on-all-9-accused-held-guilty-in-pollachi-sexual-assault-case20250514074629/
1243694824	20250514	202505	2025	2025.3671	IND	BHUBANESWAR	IND																		1	1821	182	18	4	-9.0	6	1	6	-5.1792828685259	4	Koraput District, Orissa, India	IN	IN21	70224	19	83	-2101435	0								4	Koraput District, Orissa, India	IN	IN21	70224	19	83	-2101435	20250514044500	https://www.centralchronicle.com/ncst-directs-odisha-govt-officials-to-investigate-minor-girl-rape-case-in-st-sc-girls-hostel/
1243694825	20250514	202505	2025	2025.3671	IND	NEW DELHI	IND								CHN	BEIJING	CHN								1	040	040	04	1	1.0	4	1	4	2.43902439024391	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20250514044500	https://www.thehindubusinessline.com/news/chinas-vice-foreign-minister-meets-pakistan-ambassador-to-discuss-india-tensions/article69573914.ece
1243694826	20250514	202505	2025	2025.3671	IND	NEW DELHI	IND								CHN	BEIJING	CHN								1	040	040	04	1	1.0	2	1	2	2.43902439024391	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250514044500	https://www.thehindubusinessline.com/news/chinas-vice-foreign-minister-meets-pakistan-ambassador-to-discuss-india-tensions/article69573914.ece
1243694827	20250514	202505	2025	2025.3671	IND	DELHI	IND								COP	POLICE						COP			1	150	150	15	4	-7.2	2	1	2	-3.71287128712871	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20250514044500	https://www.news18.com/india/jaishankars-security-cover-increased-bulletproof-car-added-amid-india-pakistan-tensions-9336005.html
1243694828	20250514	202505	2025	2025.3671	IND	DELHI	IND								CRM	SNATCHER						CRM			1	173	173	17	4	-5.0	3	1	3	-7.61904761904762	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20250514044500	https://indianexpress.com/article/cities/delhi/delhi-traffic-cops-shot-2-gold-chain-snatchers-nabbed-10003830/
1243694829	20250514	202505	2025	2025.3671	IND	DELHI	IND								CRM	SNATCHER						CRM			1	193	193	19	4	-10.0	4	1	4	-7.61904761904762	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20250514044500	https://indianexpress.com/article/cities/delhi/delhi-traffic-cops-shot-2-gold-chain-snatchers-nabbed-10003830/
