1243681697	20240514	202405	2024	2024.3671											MED	TELEVISION						MED			0	040	040	04	1	1.0	3	1	3	-2.10526315789473	0								2	Alaska, United States	US	USAK		61.385	-152.268	AK	2	Alaska, United States	US	USAK		61.385	-152.268	AK	20250514030000	https://www.durangoherald.com/articles/arizona-governor-signs-emilys-law-to-alert-when-native-americans-go-missing/
1243681698	20240514	202405	2024	2024.3671	CRM	GANG						CRM													1	190	190	19	4	-10.0	3	1	3	0.79365079365079	1	Haiti	HA	HA		19	-72.416667	HA	0								1	Haiti	HA	HA		19	-72.416667	HA	20250514030000	https://www.yahoo.com/news/gov-kehoe-renames-highway-honor-234803967.html
1243681699	20240514	202405	2024	2024.3671	CRM	GANG						CRM													1	190	190	19	4	-10.0	1	1	1	0.79365079365079	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	0								1	Haiti	HA	HA		19	-72.416667	HA	20250514030000	https://www.yahoo.com/news/gov-kehoe-renames-highway-honor-234803967.html
1243681700	20240514	202405	2024	2024.3671	MHL	MARSHALL ISLANDS	MHL																		1	180	180	18	4	-9.0	4	1	4	-13.6	1	Marshall Islands	RM	RM		10	167	RM	0								1	Marshall Islands	RM	RM		10	167	RM	20250514030000	https://www.al.com/news/2025/05/alabama-sheriffs-employee-arrested-accused-of-hiding-boyfriend-suspected-of-murder.html
1243681701	20240514	202405	2024	2024.3671	NGOHRIMED	COMMITTEE TO PROTECT JOURNALISTS						NGO	HRI	MED	MED	JOURNALIST						MED			0	172	172	17	4	-5.0	10	1	10	-0.72992700729927	0								0								0								20250514030000	https://www.khaama.com/pope-leo-xiv-calls-for-release-of-imprisoned-journalists/
1243681702	20240514	202405	2024	2024.3671	USA	COLUMBUS	USA								USALEG	OHIO	USA					LEG			1	040	040	04	1	1.0	2	1	2	2.06611570247934	3	Columbus, Ohio, United States	US	USOH	OH049	39.9612	-82.9988	1080996	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20250514030000	https://www.clickorlando.com/news/politics/2025/05/14/florida-gov-ron-desantis-pushes-for-new-amendment-heres-what-that-looks-like/
1243681703	20240514	202405	2024	2024.3671	USA	COLUMBUS	USA								USALEG	OHIO	USA					LEG			1	040	040	04	1	1.0	8	1	8	2.06611570247934	3	Columbus, Ohio, United States	US	USOH	OH049	39.9612	-82.9988	1080996	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20250514030000	https://www.clickorlando.com/news/politics/2025/05/14/florida-gov-ron-desantis-pushes-for-new-amendment-heres-what-that-looks-like/
1243681704	20240514	202405	2024	2024.3671	USA	COLUMBUS	USA								USALEG	OHIO	USA					LEG			1	042	042	04	1	1.9	2	1	2	2.06611570247934	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20250514030000	https://www.clickorlando.com/news/politics/2025/05/14/florida-gov-ron-desantis-pushes-for-new-amendment-heres-what-that-looks-like/
1243681705	20240514	202405	2024	2024.3671	USA	COLUMBUS	USA								USALEG	OHIO	USA					LEG			1	042	042	04	1	1.9	6	1	6	2.06611570247934	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20250514030000	https://www.clickorlando.com/news/politics/2025/05/14/florida-gov-ron-desantis-pushes-for-new-amendment-heres-what-that-looks-like/
1243681706	20240514	202405	2024	2024.3671	USA	COLUMBUS	USA								USALEG	OHIO	USA					LEG			1	042	042	04	1	1.9	2	1	2	2.06611570247934	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	20250514030000	https://www.clickorlando.com/news/politics/2025/05/14/florida-gov-ron-desantis-pushes-for-new-amendment-heres-what-that-looks-like/
1243681707	20240514	202405	2024	2024.3671	USALEG	OHIO	USA					LEG			USA	COLUMBUS	USA								1	040	040	04	1	1.0	2	1	2	2.06611570247934	2	Florida, United States	US	USFL		27.8333	-81.717	FL	3	Columbus, Ohio, United States	US	USOH	OH049	39.9612	-82.9988	1080996	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20250514030000	https://www.clickorlando.com/news/politics/2025/05/14/florida-gov-ron-desantis-pushes-for-new-amendment-heres-what-that-looks-like/
1243681708	20240514	202405	2024	2024.3671	USALEG	OHIO	USA					LEG			USA	COLUMBUS	USA								1	040	040	04	1	1.0	8	1	8	2.06611570247934	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	3	Columbus, Ohio, United States	US	USOH	OH049	39.9612	-82.9988	1080996	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20250514030000	https://www.clickorlando.com/news/politics/2025/05/14/florida-gov-ron-desantis-pushes-for-new-amendment-heres-what-that-looks-like/
1243681709	20240514	202405	2024	2024.3671	USALEG	OHIO	USA					LEG			USA	COLUMBUS	USA								1	043	043	04	1	2.8	2	1	2	2.06611570247934	2	Florida, United States	US	USFL		27.8333	-81.717	FL	3	Columbus, Ohio, United States	US	USOH	OH049	39.9612	-82.9988	1080996	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20250514030000	https://www.clickorlando.com/news/politics/2025/05/14/florida-gov-ron-desantis-pushes-for-new-amendment-heres-what-that-looks-like/
1243681710	20240514	202405	2024	2024.3671	USALEG	UNITED STATES	USA					LEG			USA	UNITED STATES	USA								1	043	043	04	1	2.8	2	1	2	2.06611570247934	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	3	Columbus, Ohio, United States	US	USOH	OH049	39.9612	-82.9988	1080996	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20250514030000	https://www.clickorlando.com/news/politics/2025/05/14/florida-gov-ron-desantis-pushes-for-new-amendment-heres-what-that-looks-like/
1243681711	20240514	202405	2024	2024.3671	USALEG	OHIO	USA					LEG			USA	COLUMBUS	USA								1	043	043	04	1	2.8	6	1	6	2.06611570247934	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	3	Columbus, Ohio, United States	US	USOH	OH049	39.9612	-82.9988	1080996	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20250514030000	https://www.clickorlando.com/news/politics/2025/05/14/florida-gov-ron-desantis-pushes-for-new-amendment-heres-what-that-looks-like/
1243681712	20250414	202504	2025	2025.2849	JUD	ATTORNEY						JUD			USA	UNITED STATES	USA								0	010	010	01	1	0.0	1	1	1	-9.24657534246576	3	Milwaukee County, Wisconsin, United States	US	USWI	WI079	43.0006	-87.9668	1581100	3	Milwaukee County, Wisconsin, United States	US	USWI		43.0006	-87.9668	1581100	3	Milwaukee County, Wisconsin, United States	US	USWI		43.0006	-87.9668	1581100	20250514030000	https://www.yahoo.com/news/milwaukee-county-judge-hannah-dugan-235735820.html
1243681713	20250414	202504	2025	2025.2849	USA	UNITED STATES	USA								JUD	JUDGE						JUD			0	013	013	01	1	0.4	1	1	1	-9.24657534246576	3	Milwaukee County, Wisconsin, United States	US	USWI	WI079	43.0006	-87.9668	1581100	3	Milwaukee County, Wisconsin, United States	US	USWI		43.0006	-87.9668	1581100	3	Milwaukee County, Wisconsin, United States	US	USWI		43.0006	-87.9668	1581100	20250514030000	https://www.yahoo.com/news/milwaukee-county-judge-hannah-dugan-235735820.html
1243681714	20250414	202504	2025	2025.2849	USA	UNITED STATES	USA								USAJUD	UNITED STATES	USA					JUD			0	013	013	01	1	0.4	1	1	1	-9.24657534246576	3	Milwaukee County, Wisconsin, United States	US	USWI	WI079	43.0006	-87.9668	1581100	3	Milwaukee County, Wisconsin, United States	US	USWI		43.0006	-87.9668	1581100	3	Milwaukee County, Wisconsin, United States	US	USWI		43.0006	-87.9668	1581100	20250514030000	https://www.yahoo.com/news/milwaukee-county-judge-hannah-dugan-235735820.html
1243681715	20250507	202505	2025	2025.3479	NGOHRIHRW	HUMAN RIGHTS WATCH		HRW				NGO	HRI		OPP	OPPOSITION LEADER						OPP			0	020	020	02	1	3.0	10	1	10	-6.57534246575343	4	Bamako, Bamako, Mali	ML	ML01	81878	12.65	-8	-1064708	4	Bamako, Bamako, Mali	ML	ML01	81878	12.65	-8	-1064708	4	Bamako, Bamako, Mali	ML	ML01	81878	12.65	-8	-1064708	20250514030000	https://www.dw.com/en/malis-military-government-dissolves-all-political-parties/a-72533880
1243681716	20250507	202505	2025	2025.3479	USA	CALIFORNIA	USA								COP	DEPUTY						COP			1	193	193	19	4	-10.0	1	1	1	-8.55855855855856	2	California, United States	US	USCA		36.17	-119.746	CA	3	Thurston County, Washington, United States	US	USWA		46.9165	-122.818	1529226	3	Thurston County, Washington, United States	US	USWA		46.9165	-122.818	1529226	20250514030000	https://www.yahoo.com/news/thurston-county-wa-shooting-suspect-221643662.html
1243681717	20250507	202505	2025	2025.3479	USA	CALIFORNIA	USA								COP	DEPUTY						COP			1	193	193	19	4	-10.0	1	1	1	-8.55855855855856	2	California, United States	US	USCA		36.17	-119.746	CA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	California, United States	US	USCA		36.17	-119.746	CA	20250514030000	https://www.yahoo.com/news/thurston-county-wa-shooting-suspect-221643662.html
1243681718	20250507	202505	2025	2025.3479	USA	CALIFORNIA	USA								COP	DEPUTY						COP			1	193	193	19	4	-10.0	1	1	1	-8.55855855855856	2	Washington, United States	US	USWA		47.3917	-121.571	WA	3	Thurston County, Washington, United States	US	USWA		46.9165	-122.818	1529226	2	California, United States	US	USCA		36.17	-119.746	CA	20250514030000	https://www.yahoo.com/news/thurston-county-wa-shooting-suspect-221643662.html
