1242453712	20240508	202405	2024	2024.3507	SYR	SYRIA	SYR								UIS	THE INTERNATIONAL COMMUNITY						UIS			1	051	051	05	1	3.4	2	1	2	-6.4516129032258	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20250508011500	https://theconservativetreehouse.com/blog/2025/05/07/french-president-macron-asks-eu-and-usa-to-drop-sanctions-against-al-qaeda-in-syria/
1242453713	20240508	202405	2024	2024.3507	UIS	THE INTERNATIONAL COMMUNITY						UIS			IMGMOSALQ	AL QAEDA		ALQ		MOS		IMG			1	043	043	04	1	2.8	5	1	5	-6.4516129032258	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20250508011500	https://theconservativetreehouse.com/blog/2025/05/07/french-president-macron-asks-eu-and-usa-to-drop-sanctions-against-al-qaeda-in-syria/
1242453714	20240508	202405	2024	2024.3507	USA	UNITED STATES	USA																		0	050	050	05	1	3.5	6	1	6	-3.14861460957179	3	Ramsey County, Minnesota, United States	US	USMN	MN123	45.0333	-93.0835	659507	0								3	Ramsey County, Minnesota, United States	US	USMN		45.0333	-93.0835	659507	20250508011500	https://www.yahoo.com/news/ramsey-county-attorney-plans-40k-001800881.html
1242453715	20240508	202405	2024	2024.3507	USA	NASHVILLE	USA																		1	141	141	14	3	-6.5	10	1	10	-9.56072351421188	3	Nashville, Tennessee, United States	US	USTN	TN037	36.1659	-86.7844	1652484	0								3	Nashville, Tennessee, United States	US	USTN	TN037	36.1659	-86.7844	1652484	20250508011500	https://www.wsmv.com/2025/05/07/texas-man-convicted-threatening-lynch-kill-nashville-district-attorney/
1242453716	20240508	202405	2024	2024.3507	USA	NASHVILLE	USA								LAB	EMPLOYEE						LAB			1	172	172	17	4	-5.0	10	1	10	-9.56072351421188	3	Nashville, Tennessee, United States	US	USTN	TN037	36.1659	-86.7844	1652484	3	Nashville, Tennessee, United States	US	USTN	TN037	36.1659	-86.7844	1652484	3	Nashville, Tennessee, United States	US	USTN	TN037	36.1659	-86.7844	1652484	20250508011500	https://www.wsmv.com/2025/05/07/texas-man-convicted-threatening-lynch-kill-nashville-district-attorney/
1242453717	20240508	202405	2024	2024.3507	VENOPP	VENEZUELA	VEN					OPP													0	051	051	05	1	3.4	2	1	2	-2.37226277372263	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	0								4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	20250508011500	https://www.aol.com/news/venezuelan-government-surprised-rescue-argentine-183513682.html
1242453718	20240508	202405	2024	2024.3507	VENOPP	VENEZUELA	VEN					OPP			OPP	ACTIVIST						OPP			0	0253	025	02	1	-0.3	2	1	2	-2.37226277372263	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	20250508011500	https://www.aol.com/news/venezuelan-government-surprised-rescue-argentine-183513682.html
1242453719	20240508	202405	2024	2024.3507	VENOPP	VENEZUELA	VEN					OPP			PTY	POLITICIAN									0	0253	025	02	1	-0.3	2	1	2	-2.37226277372263	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	20250508011500	https://www.aol.com/news/venezuelan-government-surprised-rescue-argentine-183513682.html
1242453720	20240508	202405	2024	2024.3507	ZAFCOP	LIMPOPO	ZAF					COP			AFR	AFRICA	AFR								0	173	173	17	4	-5.0	2	1	2	-2.60869565217391	4	Garsfontein, Gauteng, South Africa	SF	SF06	77339	-25.7935	28.3	437184	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Garsfontein, Gauteng, South Africa	SF	SF06	77339	-25.7935	28.3	437184	20250508011500	https://www.newzimbabwe.com/toyota-hilux-gd-6-recovered-in-zimbabwe-after-a-woman-was-robbed-in-botswana/
1242453721	20240508	202405	2024	2024.3507	ZAFCOP	LIMPOPO	ZAF					COP			AFR	AFRICA	AFR								0	173	173	17	4	-5.0	2	1	2	-2.60869565217391	4	Garsfontein, Gauteng, South Africa	SF	SF06	77339	-25.7935	28.3	437184	4	Garsfontein, Gauteng, South Africa	SF	SF06	77339	-25.7935	28.3	437184	4	Garsfontein, Gauteng, South Africa	SF	SF06	77339	-25.7935	28.3	437184	20250508011500	https://www.newzimbabwe.com/toyota-hilux-gd-6-recovered-in-zimbabwe-after-a-woman-was-robbed-in-botswana/
1242453722	20240508	202405	2024	2024.3507	ZAFCOP	LIMPOPO	ZAF					COP			ZAF	PRETORIA	ZAF								0	173	173	17	4	-5.0	1	1	1	-2.60869565217391	4	Garsfontein, Gauteng, South Africa	SF	SF06	77339	-25.7935	28.3	437184	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Garsfontein, Gauteng, South Africa	SF	SF06	77339	-25.7935	28.3	437184	20250508011500	https://www.newzimbabwe.com/toyota-hilux-gd-6-recovered-in-zimbabwe-after-a-woman-was-robbed-in-botswana/
1242453723	20250408	202504	2025	2025.2685	CANGOV	CANADA	CAN					GOV			CAN	SASKATCHEWAN	CAN								1	040	040	04	1	1.0	4	1	4	1.01351351351351	4	Saskatchewan, Manitoba, Canada	CA	CA03	154724	52.15	-97.7167	-575075	4	Saskatchewan, Manitoba, Canada	CA	CA03	154724	52.15	-97.7167	-575075	4	Saskatchewan, Manitoba, Canada	CA	CA03	154724	52.15	-97.7167	-575075	20250508011500	https://www.castanetkamloops.net/news/Canada/549117/Carney-Canada-s-premiers-to-meet-in-Saskatchewan-next-month
1242453724	20250408	202504	2025	2025.2685	CANGOV	CANADA	CAN					GOV			CAN	SASKATCHEWAN	CAN								1	040	040	04	1	1.0	1	1	1	1.01351351351351	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Saskatchewan, Manitoba, Canada	CA	CA03	154724	52.15	-97.7167	-575075	4	Saskatchewan, Manitoba, Canada	CA	CA03	154724	52.15	-97.7167	-575075	20250508011500	https://www.castanetkamloops.net/news/Canada/549117/Carney-Canada-s-premiers-to-meet-in-Saskatchewan-next-month
1242453725	20250408	202504	2025	2025.2685	FRA	FRANCE	FRA								GOV	EMBASSY						GOV			0	050	050	05	1	3.5	5	1	5	-0.56710775047259	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20250508011500	https://theinsightinternational.com/syrias-interim-president-sharaa-2025-05-08
1242453726	20250408	202504	2025	2025.2685	FRA	FRANCE	FRA								GOV	EMBASSY						GOV			0	051	051	05	1	3.4	1	1	1	-0.56710775047259	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20250508011500	https://theinsightinternational.com/syrias-interim-president-sharaa-2025-05-08
1242453727	20250408	202504	2025	2025.2685	FRA	FRANCE	FRA								GOV	EMBASSY						GOV			0	051	051	05	1	3.4	4	1	4	-0.56710775047259	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20250508011500	https://theinsightinternational.com/syrias-interim-president-sharaa-2025-05-08
1242453728	20250408	202504	2025	2025.2685	GOV	PRIME MINISTER						GOV			PAK	PAKISTAN	PAK								0	042	042	04	1	1.9	6	1	6	-7.78008298755187	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	20250508011500	https://www.yahoo.com/news/5-things-know-india-pakistan-222607208.html
1242453729	20250408	202504	2025	2025.2685	JUD	PROSECUTOR						JUD													1	020	020	02	1	3.0	10	1	10	-3.98126463700235	4	Campbell River, British Columbia, Canada	CA	CA02	190729	50.0167	-125.25	-562040	0								4	Campbell River, British Columbia, Canada	CA	CA02	190729	50.0167	-125.25	-562040	20250508011500	https://vancouversun.com:443/news/prosecution-appeals-vancouver-island-sexual-assault-case-tossed-over-unreasonable-delays
1242453730	20250408	202504	2025	2025.2685	PAK	PAKISTAN	PAK								GOV	PRIME MINISTER						GOV			0	043	043	04	1	2.8	6	1	6	-7.78008298755187	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	20250508011500	https://www.yahoo.com/news/5-things-know-india-pakistan-222607208.html
1242453731	20250408	202504	2025	2025.2685	PAK	PAKISTAN	PAK								PAKGOV	PAKISTAN	PAK					GOV			0	043	043	04	1	2.8	2	1	2	-7.78008298755187	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	20250508011500	https://www.yahoo.com/news/5-things-know-india-pakistan-222607208.html
1242453732	20250408	202504	2025	2025.2685	PAKGOV	PAKISTAN	PAK					GOV			PAK	PAKISTAN	PAK								0	042	042	04	1	1.9	2	1	2	-7.78008298755187	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	20250508011500	https://www.yahoo.com/news/5-things-know-india-pakistan-222607208.html
1242453733	20250501	202505	2025	2025.3315											CAN	YUKON	CAN								0	046	046	04	1	7.0	10	1	10	0	0								4	Yukon River, Canada (general), Canada	CA	CA00	25042	62.5333	-163.9	-576335	4	Yukon River, Canada (general), Canada	CA	CA00	25042	62.5333	-163.9	-576335	20250508011500	https://www.castanetkamloops.net/news/Canada/549113/Yukon-Premier-Ranj-Pillai-stepping-down-won-t-run-in-next-election
1242453734	20250501	202505	2025	2025.3315	CAN	YUKON	CAN																		0	020	020	02	1	3.0	10	1	10	0	4	Yukon River, Canada (general), Canada	CA	CA00	25042	62.5333	-163.9	-576335	0								4	Yukon River, Canada (general), Canada	CA	CA00	25042	62.5333	-163.9	-576335	20250508011500	https://www.castanetkamloops.net/news/Canada/549113/Yukon-Premier-Ranj-Pillai-stepping-down-won-t-run-in-next-election
1242453735	20250501	202505	2025	2025.3315	CAN	YUKON	CAN																		0	036	036	03	1	4.0	10	1	10	0	4	Yukon River, Canada (general), Canada	CA	CA00	25042	62.5333	-163.9	-576335	0								4	Yukon River, Canada (general), Canada	CA	CA00	25042	62.5333	-163.9	-576335	20250508011500	https://www.castanetkamloops.net/news/Canada/549113/Yukon-Premier-Ranj-Pillai-stepping-down-won-t-run-in-next-election
1242453736	20250501	202505	2025	2025.3315	CAN	YUKON	CAN																		0	046	046	04	1	7.0	10	1	10	0	4	Yukon River, Canada (general), Canada	CA	CA00	25042	62.5333	-163.9	-576335	0								4	Yukon River, Canada (general), Canada	CA	CA00	25042	62.5333	-163.9	-576335	20250508011500	https://www.castanetkamloops.net/news/Canada/549113/Yukon-Premier-Ranj-Pillai-stepping-down-won-t-run-in-next-election
1242453737	20250501	202505	2025	2025.3315	CHRPRO230EDU	METHODIST				CHR	PRO	EDU													1	141	141	14	3	-6.5	10	1	10	-3.82165605095541	0								0								0								20250508011500	https://edition.channel5belize.com/corozal-methodist-school-responds-to-protesting-parents/
1242453738	20250501	202505	2025	2025.3315	COP	PRISON						COP													1	015	015	01	1	0.0	2	1	2	-13.4615384615384	3	Clackamas County, Oregon, United States	US	USOR	OR005	45.2496	-122.168	1155127	0								3	Clackamas County, Oregon, United States	US	USOR		45.2496	-122.168	1155127	20250508011500	https://www.kxl.com/man-sentenced-to-nearly-6-years-behind-bars-for-armed-robbery-of-air-jordans/
1242453739	20250501	202505	2025	2025.3315	COP	PRISON						COP			USA	UNITED STATES	USA								1	015	015	01	1	0.0	6	1	6	-13.4615384615384	3	Clackamas County, Oregon, United States	US	USOR	OR005	45.2496	-122.168	1155127	3	Clackamas County, Oregon, United States	US	USOR		45.2496	-122.168	1155127	3	Clackamas County, Oregon, United States	US	USOR		45.2496	-122.168	1155127	20250508011500	https://www.kxl.com/man-sentenced-to-nearly-6-years-behind-bars-for-armed-robbery-of-air-jordans/
1242453740	20250501	202505	2025	2025.3315	COP	PRISON						COP			USA	UNITED STATES	USA								1	015	015	01	1	0.0	2	1	2	-13.4615384615384	3	Clackamas, Oregon, United States	US	USOR	OR005	45.4076	-122.57	1166631	3	Clackamas County, Oregon, United States	US	USOR		45.2496	-122.168	1155127	3	Clackamas County, Oregon, United States	US	USOR		45.2496	-122.168	1155127	20250508011500	https://www.kxl.com/man-sentenced-to-nearly-6-years-behind-bars-for-armed-robbery-of-air-jordans/
1242453741	20250501	202505	2025	2025.3315	COP	PRISON						COP			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	2	1	2	-13.4615384615384	3	Clackamas County, Oregon, United States	US	USOR	OR005	45.2496	-122.168	1155127	3	Clackamas, Oregon, United States	US	USOR	OR005	45.4076	-122.57	1166631	3	Clackamas, Oregon, United States	US	USOR	OR005	45.4076	-122.57	1166631	20250508011500	https://www.kxl.com/man-sentenced-to-nearly-6-years-behind-bars-for-armed-robbery-of-air-jordans/
1242453742	20250501	202505	2025	2025.3315	COP	PRISON						COP			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	2	1	2	-13.4615384615384	3	Clackamas, Oregon, United States	US	USOR	OR005	45.4076	-122.57	1166631	3	Clackamas, Oregon, United States	US	USOR	OR005	45.4076	-122.57	1166631	3	Clackamas, Oregon, United States	US	USOR	OR005	45.4076	-122.57	1166631	20250508011500	https://www.kxl.com/man-sentenced-to-nearly-6-years-behind-bars-for-armed-robbery-of-air-jordans/
1242453743	20250501	202505	2025	2025.3315	GOV	ADMINISTRATION						GOV			BUS	CORPORATION						BUS			1	071	071	07	2	7.4	10	1	10	0.21978021978022	3	Department Of Education, District of Columbia, United States	US	USDC	DC001	38.8862	-77.0183	530857	3	Department Of Education, District of Columbia, United States	US	USDC		38.8862	-77.0183	530857	3	Department Of Education, District of Columbia, United States	US	USDC		38.8862	-77.0183	530857	20250508011500	https://www.yahoo.com/news/trump-cpb-cuts-impact-iowa-215159919.html
1242453744	20250501	202505	2025	2025.3315	GOVDEV	MINIST OF INFRASTRUCTURE						GOV	DEV												1	013	013	01	1	0.4	10	1	10	-3.57815442561206	0								0								0								20250508011500	https://vancouversun.com:443/opinion/columnists/fast-track-legislation-condemned-by-bc-indigenous-leaders
1242453745	20250501	202505	2025	2025.3315	THA	THAILAND	THA																		1	020	020	02	1	3.0	2	1	2	0.24330900243309	1	Taiwan	TW	TW		24	121	TW	0								1	Taiwan	TW	TW		24	121	TW	20250508011500	https://www.bangkokpost.com/property/3020285/sc-retains-targets-amid-struggling-market
1242453746	20250507	202505	2025	2025.3479	GOV	CABINET						GOV			GOVHLH	HEALTH MINIST						GOV	HLH		1	010	010	01	1	0.0	6	1	6	-0.44444444444444	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20250508011500	https://www.thestar.com.my/news/nation/2025/05/08/back-to-the-drawing-board
1242453747	20250507	202505	2025	2025.3479	GOV	CABINET						GOV			GOVHLH	HEALTH MINIST						GOV	HLH		1	020	020	02	1	3.0	10	1	10	-0.44444444444444	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20250508011500	https://www.thestar.com.my/news/nation/2025/05/08/back-to-the-drawing-board
1242453748	20250507	202505	2025	2025.3479	GOV	CABINET						GOV			GOVHLH	HEALTH MINIST						GOV	HLH		1	040	040	04	1	1.0	6	1	6	-0.44444444444444	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20250508011500	https://www.thestar.com.my/news/nation/2025/05/08/back-to-the-drawing-board
1242453749	20250507	202505	2025	2025.3479	GOV	CABINET						GOV			MYS	MALAYSIA	MYS								1	010	010	01	1	0.0	4	1	4	-0.44444444444444	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20250508011500	https://www.thestar.com.my/news/nation/2025/05/08/back-to-the-drawing-board
1242453750	20250507	202505	2025	2025.3479	GOVHLH	HEALTH MINIST						GOV	HLH		GOV	CABINET						GOV			1	040	040	04	1	1.0	6	1	6	-0.44444444444444	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20250508011500	https://www.thestar.com.my/news/nation/2025/05/08/back-to-the-drawing-board
1242453751	20250507	202505	2025	2025.3479	PAK	PAKISTAN	PAK								GOV	SOVEREIGN						GOV			1	111	111	11	3	-2.0	10	1	10	-5.83446404341927	4	Sialkot, Punjab, Pakistan	PK	PK04	23667	30.915	71.8516	-2774709	4	Sialkot, Punjab, Pakistan	PK	PK04	23667	30.915	71.8516	-2774709	4	Sialkot, Punjab, Pakistan	PK	PK04	23667	30.915	71.8516	-2774709	20250508011500	https://www.ft.lk/news/Pakistan-condemns-Indian-air-strikes-calls-on-global-response/56-776308
1242453752	20250508	202505	2025	2025.3507											AGR	FARMER						AGR			1	036	036	03	1	4.0	10	1	10	5.14905149051491	0								0								0								20250508011500	https://www.680kfeq.com/2025/05/07/as-farmers-market-season-begins-spring-into-fun-this-weekend-in-maryville/
1242453753	20250508	202505	2025	2025.3507											AUS	MELBOURNE	AUS								1	036	036	03	1	4.0	8	1	8	-1.27272727272727	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20250508011500	https://www.sbs.com.au/news/article/greens-refuse-to-concede-adam-bandts-seat/rmxgqokxt
1242453754	20250508	202505	2025	2025.3507											AUS	MELBOURNE	AUS								1	042	042	04	1	1.9	8	1	8	0.70257611241218	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20250508011500	https://www.pedestrian.tv/entertainment/recipetineats-nagi-maehashi-book-awards/
1242453755	20250508	202505	2025	2025.3507											AUS	AUSTRALIA	AUS								0	046	046	04	1	7.0	2	1	2	-1.27272727272727	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	20250508011500	https://www.sbs.com.au/news/article/greens-refuse-to-concede-adam-bandts-seat/rmxgqokxt
1242453756	20250508	202505	2025	2025.3507											AUS	AUSTRALIA	AUS								0	046	046	04	1	7.0	2	1	2	-1.27272727272727	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20250508011500	https://www.sbs.com.au/news/article/greens-refuse-to-concede-adam-bandts-seat/rmxgqokxt
1242453757	20250508	202505	2025	2025.3507											BHS	BAHAMA	BHS								1	042	042	04	1	1.9	10	1	10	-0.817995910020451	0								2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20250508011500	https://www.washingtonexaminer.com/news/house/3404653/maxine-waters-dancing-electric-slide-scott-bessent-bahamas/
1242453758	20250508	202505	2025	2025.3507											BLZ	BELIZE	BLZ								1	043	043	04	1	2.8	4	1	4	3.54223433242507	0								1	Belize	BH	BH		17.25	-88.75	BH	1	Belize	BH	BH		17.25	-88.75	BH	20250508011500	https://edition.channel5belize.com/new-money-transfer-service-revolutionizes-convenience-for-belizeans/
1242453759	20250508	202505	2025	2025.3507											BLZBUS	BELIZE	BLZ					BUS			1	042	042	04	1	1.9	10	1	10	6.39147802929427	0								4	Fort George, Belize, Belize	BH	BH01	5855	17.4833	-88.1667	-1149376	4	Fort George, Belize, Belize	BH	BH01	5855	17.4833	-88.1667	-1149376	20250508011500	https://edition.channel5belize.com/a-heartfelt-breakfast-honors-healthcare-heroes/
1242453760	20250508	202505	2025	2025.3507											BUS	COMPANY						BUS			0	042	042	04	1	1.9	10	1	10	4.04858299595142	0								3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20250508011500	https://medcitynews.com/2025/05/how-4-employers-are-supporting-workers-through-challenging-times/
1242453761	20250508	202505	2025	2025.3507											BUS	BUSINESS						BUS			1	042	042	04	1	1.9	5	1	5	2.79503105590062	0								2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	20250508011500	https://www.wbbjtv.com/2025/05/07/whats-new-wednesday-the-market-shoppes-at-three-way/
