1243844162	20240514	202405	2024	2024.3671											CAN	CANADA	CAN								1	042	042	04	1	1.9	2	1	2	2.47747747747748	0								4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	1	Hong Kong	HK	HK		22.25	114.166667	HK	20250514183000	https://betakit.com/consensus-isnt-returning-to-toronto-in-2026/
1243844163	20240514	202405	2024	2024.3671											GBR	UNITED KINGDOM	GBR								1	040	040	04	1	1.0	4	1	4	0.78125	0								4	Pilton, Somerset, United Kingdom	UK	UKM3	40129	51.1653	-2.58722	-2605360	4	Pilton, Somerset, United Kingdom	UK	UKM3	40129	51.1653	-2.58722	-2605360	20250514183000	https://www.hotpress.com/film-tv/paul-mescal-to-speak-at-glastonburys-cinema-tent-23085344
1243844164	20240514	202405	2024	2024.3671											GBR	UNITED KINGDOM	GBR								0	173	173	17	4	-5.0	4	1	4	-4.61741424802111	0								4	Gatwick, Surrey, United Kingdom	UK	UKN7	40133	51.1667	-0.183333	-2596850	4	Gatwick, Surrey, United Kingdom	UK	UKN7	40133	51.1667	-0.183333	-2596850	20250514183000	https://www.theargus.co.uk/news/25162347.sexual-predator-groped-woman-flight-gatwick-jailed/
1243844165	20240514	202405	2024	2024.3671	BUS	COMPANY						BUS													0	0311	031	03	1	5.2	5	1	5	-0.66079295154185	5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	17938	27.25	80.75	-2113996	0								5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	17938	27.25	80.75	-2113996	20250514183000	https://www.financialexpress.com/business/industry-avaada-in-talks-with-global-lenders-to-raise-1-billion-project-debt-3845073/
1243844166	20240514	202405	2024	2024.3671	CAN	CANADA	CAN																		1	043	043	04	1	2.8	2	1	2	2.47747747747748	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	0								1	Hong Kong	HK	HK		22.25	114.166667	HK	20250514183000	https://betakit.com/consensus-isnt-returning-to-toronto-in-2026/
1243844167	20240514	202405	2024	2024.3671	GBR	UNITED KINGDOM	GBR																		1	040	040	04	1	1.0	4	1	4	0.78125	4	Glastonbury, Somerset, United Kingdom	UK	UKM3	40129	51.1467	-2.71444	-2597059	0								4	Glastonbury, Somerset, United Kingdom	UK	UKM3	40129	51.1467	-2.71444	-2597059	20250514183000	https://www.hotpress.com/film-tv/paul-mescal-to-speak-at-glastonburys-cinema-tent-23085344
1243844168	20240514	202405	2024	2024.3671	GBR	UNITED KINGDOM	GBR																		0	180	180	18	4	-9.0	4	1	4	-4.61741424802111	4	Gatwick, Surrey, United Kingdom	UK	UKN7	40133	51.1667	-0.183333	-2596850	0								4	Gatwick, Surrey, United Kingdom	UK	UKN7	40133	51.1667	-0.183333	-2596850	20250514183000	https://www.theargus.co.uk/news/25162347.sexual-predator-groped-woman-flight-gatwick-jailed/
1243844169	20240514	202405	2024	2024.3671	GBRJUD	UNITED KINGDOM	GBR					JUD			GBR	UNITED KINGDOM	GBR								0	013	013	01	1	0.4	2	1	2	-4.61741424802111	4	Gatwick, Surrey, United Kingdom	UK	UKN7	40133	51.1667	-0.183333	-2596850	4	Gatwick, Surrey, United Kingdom	UK	UKN7	40133	51.1667	-0.183333	-2596850	4	Gatwick, Surrey, United Kingdom	UK	UKN7	40133	51.1667	-0.183333	-2596850	20250514183000	https://www.theargus.co.uk/news/25162347.sexual-predator-groped-woman-flight-gatwick-jailed/
1243844170	20240514	202405	2024	2024.3671	IDN	JAKARTA	IDN								KOR	SOUTH KOREA	KOR								1	043	043	04	1	2.8	2	1	2	2.73224043715847	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	20250514183000	http://www.koreatimesus.com/vice-fms-of-s-korea-indonesia-discuss-ways-to-bolster-cooperation-in-defense/
1243844171	20240514	202405	2024	2024.3671	IDN	JAKARTA	IDN								KOR	SOUTH KOREA	KOR								1	043	043	04	1	2.8	8	1	8	2.73224043715847	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	20250514183000	http://www.koreatimesus.com/vice-fms-of-s-korea-indonesia-discuss-ways-to-bolster-cooperation-in-defense/
1243844172	20240514	202405	2024	2024.3671	IGOSEAASN	ASSOCIATION OF SOUTHEAST ASIAN NATIONS	SEA	ASN				IGO			KOR	SOUTH KOREA	KOR								1	043	043	04	1	2.8	2	1	2	2.73224043715847	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	20250514183000	http://www.koreatimesus.com/vice-fms-of-s-korea-indonesia-discuss-ways-to-bolster-cooperation-in-defense/
1243844173	20240514	202405	2024	2024.3671	IGOSEAASN	ASSOCIATION OF SOUTHEAST ASIAN NATIONS	SEA	ASN				IGO			KOR	SOUTH KOREA	KOR								1	043	043	04	1	2.8	8	1	8	2.73224043715847	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	20250514183000	http://www.koreatimesus.com/vice-fms-of-s-korea-indonesia-discuss-ways-to-bolster-cooperation-in-defense/
1243844174	20240514	202405	2024	2024.3671	ISRGOV	ISRAELI	ISR					GOV			ISR	ISRAEL	ISR								0	141	141	14	3	-6.5	3	1	3	-7.21247563352827	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250514183000	https://obrag.org/2025/05/understanding-the-self-immolation-of-george-winne-jr-at-ucsd-in-protest-of-the-vietnam-war-55-years-later/
1243844175	20240514	202405	2024	2024.3671	JUD	JUDGE						JUD													0	010	010	01	1	0.0	6	1	6	-4.61741424802111	4	Brighton, Brighton and Hove, United Kingdom	UK	UKB6	40137	50.8333	-0.15	-2590884	0								4	Brighton, Brighton and Hove, United Kingdom	UK	UKB6	40137	50.8333	-0.15	-2590884	20250514183000	https://www.theargus.co.uk/news/25162347.sexual-predator-groped-woman-flight-gatwick-jailed/
1243844176	20240514	202405	2024	2024.3671	KOR	SOUTH KOREA	KOR								IDN	JAKARTA	IDN								1	042	042	04	1	1.9	2	1	2	2.73224043715847	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	20250514183000	http://www.koreatimesus.com/vice-fms-of-s-korea-indonesia-discuss-ways-to-bolster-cooperation-in-defense/
1243844177	20240514	202405	2024	2024.3671	KOR	SOUTH KOREA	KOR								IDN	JAKARTA	IDN								1	042	042	04	1	1.9	8	1	8	2.73224043715847	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	20250514183000	http://www.koreatimesus.com/vice-fms-of-s-korea-indonesia-discuss-ways-to-bolster-cooperation-in-defense/
