1243835882	20240514	202405	2024	2024.3671											USA	UNITED STATES	USA								1	190	190	19	4	-10.0	4	1	4	0	0								3	Burnsville, Minnesota, United States	US	USMN	MN037	44.7677	-93.2777	640669	3	Burnsville, Minnesota, United States	US	USMN	MN037	44.7677	-93.2777	640669	20250514174500	https://www.fox9.com/news/3-fallen-minnesota-police-officers-honored-washington-d-c
1243835883	20240514	202405	2024	2024.3671											USACOP	MINNEAPOLIS	USA					COP			1	190	190	19	4	-10.0	3	1	3	0	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250514174500	https://www.fox9.com/news/3-fallen-minnesota-police-officers-honored-washington-d-c
1243835884	20240514	202405	2024	2024.3671	USA	UNITED STATES	USA																		1	020	020	02	1	3.0	8	1	8	-3.41880341880341	3	East Hampton, New York, United States	US	USNY	NY103	40.9634	-72.1848	949093	0								3	East Hampton, New York, United States	US	USNY		40.9634	-72.1848	949093	20250514174500	https://www.27east.com/southampton-press/election-realignment-would-upend-town-votes-2356234/
1243835885	20250414	202504	2025	2025.2849											USA	CHARLOTTE	USA								1	173	173	17	4	-5.0	10	1	10	-10.2189781021898	0								4	Santiago, Regióetropolitana, Chile	CI	CI12	22379	-33.45	-70.6667	-901202	4	Santiago, Regióetropolitana, Chile	CI	CI12	22379	-33.45	-70.6667	-901202	20250514174500	https://www.wbtv.com/2025/05/14/man-accused-exposing-himself-woman-walking-charlotte-rail-trail-arrested-again/
1243835886	20250414	202504	2025	2025.2849	AFG	AFGHANISTAN	AFG								GOV	STATE MINIST						GOV			1	043	043	04	1	2.8	2	1	2	-5.98503740648379	4	Torkham, Nangarhar, Afghanistan	AF	AF18	3667	34.131	71.082	-3395303	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Torkham, Nangarhar, Afghanistan	AF	AF18	3667	34.131	71.082	-3395303	20250514174500	https://www.geo.tv/latest/604469-at-least-13-mn-afghan-refugees-repatriated-from-pakistan-na-told
1243835887	20250414	202504	2025	2025.2849	GOV	HOME MINIST						GOV													0	020	020	02	1	3.0	4	1	4	1.74927113702623	4	Chhattisgarh, Chhattisgarh, India	IN	IN37	70116	21.5	81.75	-2093188	0								4	Chhattisgarh, Chhattisgarh, India	IN	IN37	70116	21.5	81.75	-2093188	20250514174500	https://www.thestatesman.com/india/historic-success-amit-shah-hails-elimination-of-31-maoists-in-major-anti-naxal-operation-1503432737.html
1243835888	20250414	202504	2025	2025.2849	GOV	HOME MINIST						GOV													0	087	087	08	2	9.0	8	1	8	1.74927113702623	4	Chhattisgarh, Chhattisgarh, India	IN	IN37	70116	21.5	81.75	-2093188	0								4	Chhattisgarh, Chhattisgarh, India	IN	IN37	70116	21.5	81.75	-2093188	20250514174500	https://www.thestatesman.com/india/historic-success-amit-shah-hails-elimination-of-31-maoists-in-major-anti-naxal-operation-1503432737.html
1243835889	20250414	202504	2025	2025.2849	GOV	MINISTRY						GOV													0	0871	087	08	2	9.0	5	1	5	0.73170731707317	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	0								4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20250514174500	https://www.taipeitimes.com/News/taiwan/archives/2025/05/15/2003836924
1243835890	20250414	202504	2025	2025.2849	GOV	STATE MINIST						GOV			AFG	AFGHANISTAN	AFG								1	042	042	04	1	1.9	2	1	2	-5.98503740648379	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Torkham, Nangarhar, Afghanistan	AF	AF18	3667	34.131	71.082	-3395303	4	Torkham, Nangarhar, Afghanistan	AF	AF18	3667	34.131	71.082	-3395303	20250514174500	https://www.geo.tv/latest/604469-at-least-13-mn-afghan-refugees-repatriated-from-pakistan-na-told
1243835891	20250414	202504	2025	2025.2849	GOV	STATE MINIST						GOV			AFG	AFGHAN	AFG								1	139	139	13	3	-7.0	1	1	1	-5.98503740648379	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Torkham, Nangarhar, Afghanistan	AF	AF18	3667	34.131	71.082	-3395303	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20250514174500	https://www.geo.tv/latest/604469-at-least-13-mn-afghan-refugees-repatriated-from-pakistan-na-told
1243835892	20250414	202504	2025	2025.2849	GOV	STATE MINIST						GOV			AFGCVL	AFGHAN	AFG					CVL			1	139	139	13	3	-7.0	3	1	3	-5.98503740648379	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Torkham, Nangarhar, Afghanistan	AF	AF18	3667	34.131	71.082	-3395303	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20250514174500	https://www.geo.tv/latest/604469-at-least-13-mn-afghan-refugees-repatriated-from-pakistan-na-told
1243835893	20250414	202504	2025	2025.2849	GOV	HOME MINIST						GOV			IND	CHHATTISGARH	IND								0	020	020	02	1	3.0	4	1	4	1.74927113702623	4	Chhattisgarh, Chhattisgarh, India	IN	IN37	70116	21.5	81.75	-2093188	4	Chhattisgarh, Chhattisgarh, India	IN	IN37	70116	21.5	81.75	-2093188	4	Chhattisgarh, Chhattisgarh, India	IN	IN37	70116	21.5	81.75	-2093188	20250514174500	https://www.thestatesman.com/india/historic-success-amit-shah-hails-elimination-of-31-maoists-in-major-anti-naxal-operation-1503432737.html
1243835894	20250414	202504	2025	2025.2849	IND	NEW DELHI	IND								JUD	CHIEF JUSTICE						JUD			1	020	020	02	1	3.0	1	1	1	3.97553516819572	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20250514174500	https://yugabda.com/archives/3471
1243835895	20250414	202504	2025	2025.2849	PAK	PAKISTAN	PAK																		1	030	030	03	1	4.0	4	1	4	-3.515625	1	Turkey	TU	TU		39.059012	34.911546	TU	0								1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	20250514174500	https://www.geo.tv/latest/604502-indian-travel-firms-report-drop-in-turkiye-azerbaijan-bookings-over-pakistan-support
1243835896	20250414	202504	2025	2025.2849	PAK	PAKISTAN	PAK								MOS	MUSLIM				MOS					0	110	110	11	3	-2.0	1	1	1	-4.03543307086614	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	4	Pahalgam, Jammu and Kashmir, India	IN	IN12	72789	34.0333	75.3333	-2106704	4	Pahalgam, Jammu and Kashmir, India	IN	IN12	72789	34.0333	75.3333	-2106704	20250514174500	https://www.deccanchronicle.com/opinion/columnists/kamal-davar-many-questions-on-future-of-pakistans-jihadi-general-will-he-remain-or-fall-1878882
1243835897	20250414	202504	2025	2025.2849	PAK	PAKISTAN	PAK								MOS	MUSLIM				MOS					0	110	110	11	3	-2.0	1	1	1	-4.03543307086614	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	20250514174500	https://www.deccanchronicle.com/opinion/columnists/kamal-davar-many-questions-on-future-of-pakistans-jihadi-general-will-he-remain-or-fall-1878882
1243835898	20250414	202504	2025	2025.2849	PAK	PAKISTANI	PAK								MOS	MUSLIM				MOS					0	110	110	11	3	-2.0	8	1	8	-4.03543307086614	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	20250514174500	https://www.deccanchronicle.com/opinion/columnists/kamal-davar-many-questions-on-future-of-pakistans-jihadi-general-will-he-remain-or-fall-1878882
1243835899	20250507	202505	2025	2025.3479	CRM	DRUG LORD						CRM			GOV	ADMINISTRATION						GOV			1	192	192	19	4	-9.5	3	1	3	-6.64739884393064	4	Sinaloa, Tabasco, Mexico	MX	MX27		18.4917	-93.75	6226960	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20250514174500	https://www.nydailynews.com/2025/05/14/el-chapo-relatives-trump-secret-deal/
1243835900	20250507	202505	2025	2025.3479	CRM	CRIMINAL						CRM			USA	UNITED STATES	USA								1	062	062	06	2	7.4	2	1	2	-2.94117647058824	3	Douglas County, Wisconsin, United States	US	USWI	WI031	46.4333	-91.9002	1581075	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	3	Douglas County, Wisconsin, United States	US	USWI		46.4333	-91.9002	1581075	20250514174500	https://www.wispolitics.com/2025/marsys-law-for-wisconsin-collaborates-with-douglas-county-district-attorneys-office-and-wisconsin-department-of-justice-to-map-victims-journeys-through-the-criminal-justice-process/
1243835901	20250507	202505	2025	2025.3479	GOV	PRESIDENT						GOV													1	180	180	18	4	-9.0	10	1	10	1.1308562197092	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	0								3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20250514174500	https://theweek.com/culture-life/art/trump-arts-funding-cuts-pbs-nea
1243835902	20250507	202505	2025	2025.3479	GOV	ADMINISTRATION						GOV													1	192	192	19	4	-9.5	3	1	3	-6.64739884393064	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	0								2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20250514174500	https://www.nydailynews.com/2025/05/14/el-chapo-relatives-trump-secret-deal/
1243835903	20250507	202505	2025	2025.3479	JUD	ATTORNEY						JUD			USA	WISCONSIN	USA								1	062	062	06	2	7.4	6	1	6	-2.94117647058824	3	Douglas County, Wisconsin, United States	US	USWI	WI031	46.4333	-91.9002	1581075	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20250514174500	https://www.wispolitics.com/2025/marsys-law-for-wisconsin-collaborates-with-douglas-county-district-attorneys-office-and-wisconsin-department-of-justice-to-map-victims-journeys-through-the-criminal-justice-process/
1243835904	20250507	202505	2025	2025.3479	JUD	ATTORNEY						JUD			USA	WISCONSIN	USA								1	062	062	06	2	7.4	2	1	2	-2.94117647058824	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	3	Douglas County, Wisconsin, United States	US	USWI		46.4333	-91.9002	1581075	20250514174500	https://www.wispolitics.com/2025/marsys-law-for-wisconsin-collaborates-with-douglas-county-district-attorneys-office-and-wisconsin-department-of-justice-to-map-victims-journeys-through-the-criminal-justice-process/
