1243630163	20240513	202405	2024	2024.3644											BHS	NASSAU	BHS								0	040	040	04	1	1.0	2	1	2	-1.45797598627788	0								3	Nassau County, New York, United States	US	USNY		40.7507	-73.5829	974128	3	Nassau County, New York, United States	US	USNY		40.7507	-73.5829	974128	20250513210000	https://www.cityandstateny.com/personality/2025/05/trump-candidate-eric-adams-curtis-sliwa-sizes-mayoral-race/405278/
1243630164	20240513	202405	2024	2024.3644											DEU	HAMBURG	DEU								1	0841	084	08	2	7.0	10	1	10	2.31788079470199	0								4	Hamburg, Hamburg, Germany	GM	GM04	40698	53.55	10	-1785434	4	Hamburg, Hamburg, Germany	GM	GM04	40698	53.55	10	-1785434	20250513210000	https://www.porttechnology.org/news/port-of-hamburg-celebrates-anniversary-with-double-christening/
1243630165	20240513	202405	2024	2024.3644											USA	UNITED STATES	USA								0	040	040	04	1	1.0	5	1	5	-1.45797598627788	0								3	Nassau County, New York, United States	US	USNY		40.7507	-73.5829	974128	3	Nassau County, New York, United States	US	USNY		40.7507	-73.5829	974128	20250513210000	https://www.cityandstateny.com/personality/2025/05/trump-candidate-eric-adams-curtis-sliwa-sizes-mayoral-race/405278/
1243630166	20240513	202405	2024	2024.3644	BHS	NASSAU	BHS																		0	040	040	04	1	1.0	2	1	2	-1.45797598627788	3	Nassau County, New York, United States	US	USNY	NY059	40.7507	-73.5829	974128	0								3	Nassau County, New York, United States	US	USNY		40.7507	-73.5829	974128	20250513210000	https://www.cityandstateny.com/personality/2025/05/trump-candidate-eric-adams-curtis-sliwa-sizes-mayoral-race/405278/
1243630167	20240513	202405	2024	2024.3644	BHS	NASSAU	BHS								USA	UNITED STATES	USA								0	040	040	04	1	1.0	3	1	3	-1.45797598627788	3	Nassau County, New York, United States	US	USNY	NY059	40.7507	-73.5829	974128	3	Nassau County, New York, United States	US	USNY		40.7507	-73.5829	974128	3	Nassau County, New York, United States	US	USNY		40.7507	-73.5829	974128	20250513210000	https://www.cityandstateny.com/personality/2025/05/trump-candidate-eric-adams-curtis-sliwa-sizes-mayoral-race/405278/
1243630168	20240513	202405	2024	2024.3644	ESP	SPAIN	ESP								GBR	SHEFFIELD	GBR								1	015	015	01	1	0.0	4	1	4	-6.75883256528417	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20250513210000	https://www.mirror.co.uk/news/uk-news/female-prison-officer-jailed-over-35220673
1243630169	20240513	202405	2024	2024.3644	GBR	SHEFFIELD	GBR																		1	015	015	01	1	0.0	6	1	6	-6.75883256528417	1	Spain	SP	SP		40	-4	SP	0								1	Spain	SP	SP		40	-4	SP	20250513210000	https://www.mirror.co.uk/news/uk-news/female-prison-officer-jailed-over-35220673
1243630170	20240513	202405	2024	2024.3644	JUD	PROSECUTOR						JUD			POL	POLAND	POL								0	081	081	08	2	5.0	2	1	2	-5.53191489361702	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	1	Poland	PL	PL		52	20	PL	1	Poland	PL	PL		52	20	PL	20250513210000	https://www.eveningnews24.co.uk/news/national/25160917.ex-model-testifying-weinstein-sex-trial-questioned-private-journal/
1243630171	20240513	202405	2024	2024.3644	JUD	PROSECUTOR						JUD			POL	POLAND	POL								0	081	081	08	2	5.0	2	1	2	-5.53191489361702	2	New York, United States	US	USNY		42.1497	-74.9384	NY	1	Poland	PL	PL		52	20	PL	1	Poland	PL	PL		52	20	PL	20250513210000	https://www.eveningnews24.co.uk/news/national/25160917.ex-model-testifying-weinstein-sex-trial-questioned-private-journal/
1243630172	20240513	202405	2024	2024.3644	JUD	PROSECUTOR						JUD			POL	POLAND	POL								0	173	173	17	4	-5.0	2	1	2	-5.53191489361702	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	1	Poland	PL	PL		52	20	PL	1	Poland	PL	PL		52	20	PL	20250513210000	https://www.eveningnews24.co.uk/news/national/25160917.ex-model-testifying-weinstein-sex-trial-questioned-private-journal/
1243630173	20240513	202405	2024	2024.3644	JUD	PROSECUTOR						JUD			POL	POLAND	POL								0	173	173	17	4	-5.0	2	1	2	-5.53191489361702	2	New York, United States	US	USNY		42.1497	-74.9384	NY	1	Poland	PL	PL		52	20	PL	1	Poland	PL	PL		52	20	PL	20250513210000	https://www.eveningnews24.co.uk/news/national/25160917.ex-model-testifying-weinstein-sex-trial-questioned-private-journal/
1243630174	20240513	202405	2024	2024.3644	USA	UNITED STATES	USA																		0	040	040	04	1	1.0	5	1	5	-1.45797598627788	3	Nassau County, New York, United States	US	USNY	NY059	40.7507	-73.5829	974128	0								3	Nassau County, New York, United States	US	USNY		40.7507	-73.5829	974128	20250513210000	https://www.cityandstateny.com/personality/2025/05/trump-candidate-eric-adams-curtis-sliwa-sizes-mayoral-race/405278/
1243630175	20240513	202405	2024	2024.3644	USA	UNITED STATES	USA																		0	110	110	11	3	-2.0	1	1	1	-3.56294536817102	3	Natrona County, Wyoming, United States	US	USWY	WY025	42.9666	-106.784	1605077	0								3	Natrona County, Wyoming, United States	US	USWY		42.9666	-106.784	1605077	20250513210000	https://wyofile.com/judge-hears-pair-of-casper-gravel-mine-lawsuits/
1243630176	20240513	202405	2024	2024.3644	USA	UNITED STATES	USA																		0	110	110	11	3	-2.0	1	1	1	-3.56294536817102	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	0								2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	20250513210000	https://wyofile.com/judge-hears-pair-of-casper-gravel-mine-lawsuits/
1243630177	20240513	202405	2024	2024.3644	USA	UNITED STATES	USA																		0	125	125	12	3	-5.0	2	1	2	-3.56294536817102	3	Natrona County, Wyoming, United States	US	USWY	WY025	42.9666	-106.784	1605077	0								3	Natrona County, Wyoming, United States	US	USWY		42.9666	-106.784	1605077	20250513210000	https://wyofile.com/judge-hears-pair-of-casper-gravel-mine-lawsuits/
1243630178	20240513	202405	2024	2024.3644	USA	UNITED STATES	USA								BHS	NASSAU	BHS								0	040	040	04	1	1.0	3	1	3	-1.45797598627788	3	Nassau County, New York, United States	US	USNY	NY059	40.7507	-73.5829	974128	3	Nassau County, New York, United States	US	USNY		40.7507	-73.5829	974128	3	Nassau County, New York, United States	US	USNY		40.7507	-73.5829	974128	20250513210000	https://www.cityandstateny.com/personality/2025/05/trump-candidate-eric-adams-curtis-sliwa-sizes-mayoral-race/405278/
1243630179	20250413	202504	2025	2025.2822	GBR	SHEFFIELD	GBR																		1	015	015	01	1	0.0	10	1	10	-5.17647058823529	4	Lindholme, Doncaster, United Kingdom	UK	UKD5	40130	53.55	-0.983333	-2601152	0								4	Lindholme, Doncaster, United Kingdom	UK	UKD5	40130	53.55	-0.983333	-2601152	20250513210000	https://metro.co.uk/2025/05/13/prison-officer-caught-sneaking-cupboard-inmate-proper-fell-love-with-jailed-23081335/
1243630180	20250413	202504	2025	2025.2822	HUN	HUNGARY	HUN								MAR	MOROCCAN	MAR								0	040	040	04	1	1.0	2	1	2	5.16431924882629	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	4	Rabat, Rabat-Saléemmour-ZaëMO, Morocco	MO	MO49	21812	34.02	-6.83	-43376	4	Rabat, Rabat-Saléemmour-ZaëMO, Morocco	MO	MO49	21812	34.02	-6.83	-43376	20250513210000	https://www.moroccoworldnews.com/2025/05/199883/hungary-ambassador-visits-dakhla-as-companies-explore-investment-opportunities/
1243630181	20250413	202504	2025	2025.2822	MAR	MOROCCAN	MAR								HUN	HUNGARY	HUN								0	040	040	04	1	1.0	2	1	2	5.16431924882629	4	Rabat, Rabat-Saléemmour-ZaëMO, Morocco	MO	MO49	21812	34.02	-6.83	-43376	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	4	Rabat, Rabat-Saléemmour-ZaëMO, Morocco	MO	MO49	21812	34.02	-6.83	-43376	20250513210000	https://www.moroccoworldnews.com/2025/05/199883/hungary-ambassador-visits-dakhla-as-companies-explore-investment-opportunities/
1243630182	20250413	202504	2025	2025.2822	MAR	MOROCCAN	MAR								HUN	HUNGARY	HUN								0	051	051	05	1	3.4	2	1	2	5.16431924882629	4	Rabat, Rabat-Saléemmour-ZaëMO, Morocco	MO	MO49	21812	34.02	-6.83	-43376	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	20250513210000	https://www.moroccoworldnews.com/2025/05/199883/hungary-ambassador-visits-dakhla-as-companies-explore-investment-opportunities/
1243630183	20250413	202504	2025	2025.2822	MAR	MOROCCAN	MAR								IGOUNO	THE UN		UNO				IGO			0	051	051	05	1	3.4	2	1	2	5.16431924882629	4	Rabat, Rabat-Saléemmour-ZaëMO, Morocco	MO	MO49	21812	34.02	-6.83	-43376	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	20250513210000	https://www.moroccoworldnews.com/2025/05/199883/hungary-ambassador-visits-dakhla-as-companies-explore-investment-opportunities/
1243630184	20250413	202504	2025	2025.2822	USAGOV	UNITED STATES	USA					GOV			GOV	GOVERNOR						GOV			1	120	120	12	3	-4.0	2	1	2	-4.16666666666666	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20250513210000	https://www.kaaltv.com/news/rep-randy-feenstra-announces-bid-for-iowa-governor/
1243630185	20250506	202505	2025	2025.3452	CAN	CANADA	CAN																		1	010	010	01	1	0.0	2	1	2	-2.4390243902439	4	Airdrie, Alberta, Canada	CA	CA01	154724	51.2667	-114.017	-559949	0								4	Airdrie, Alberta, Canada	CA	CA01	154724	51.2667	-114.017	-559949	20250513210000	https://discoverairdrie.com/articles/alberta-cabinet-minister-ric-mciver-resigns-post-as-speaker-vote-looms
1243630186	20250506	202505	2025	2025.3452	GOV	ATTORNEY GENERAL						GOV			LEG	CHAMBER						LEG			0	036	036	03	1	4.0	20	2	20	-0.42108249227646	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20250513210000	https://www.wokv.com/news/new-jersey-says/CYIINX5VEVCZPNO5XJDW4L3C4U/
1243630187	20250506	202505	2025	2025.3452	POL	POLAND	POL								USA	NEW YORK	USA								0	042	042	04	1	1.9	1	1	1	-5.53191489361702	1	Poland	PL	PL		52	20	PL	1	Poland	PL	PL		52	20	PL	1	Poland	PL	PL		52	20	PL	20250513210000	https://www.eveningnews24.co.uk/news/national/25160917.ex-model-testifying-weinstein-sex-trial-questioned-private-journal/
