1242011351	20250429	202504	2025	2025.3260	PAK	PAKISTAN	PAK								RUSGOV	RUSSIA	RUS					GOV			0	040	040	04	1	1.0	1	1	1	-1.63934426229508	4	Pahalgam, Jammu and Kashmir, India	IN	IN12	72789	34.0333	75.3333	-2106704	4	Pahalgam, Jammu and Kashmir, India	IN	IN12	72789	34.0333	75.3333	-2106704	4	Pahalgam, Jammu and Kashmir, India	IN	IN12	72789	34.0333	75.3333	-2106704	20250506041500	https://www.gulte.com/political-news/352138/ahead-of-war-tensions-putin-calls-modi
1242011352	20250429	202504	2025	2025.3260	PAK	PAKISTAN	PAK								RUSGOV	RUSSIAN	RUS					GOV			0	040	040	04	1	1.0	2	1	2	-1.63934426229508	4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Pahalgam, Jammu and Kashmir, India	IN	IN12	72789	34.0333	75.3333	-2106704	20250506041500	https://www.gulte.com/political-news/352138/ahead-of-war-tensions-putin-calls-modi
1242011353	20250429	202504	2025	2025.3260	RUS	RUSSIAN	RUS								GOV	FOREIGN MINIST						GOV			0	040	040	04	1	1.0	4	1	4	-1.63934426229508	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Pahalgam, Jammu and Kashmir, India	IN	IN12	72789	34.0333	75.3333	-2106704	4	Pahalgam, Jammu and Kashmir, India	IN	IN12	72789	34.0333	75.3333	-2106704	20250506041500	https://www.gulte.com/political-news/352138/ahead-of-war-tensions-putin-calls-modi
1242011354	20250429	202504	2025	2025.3260	RUS	RUSSIAN	RUS								PAK	PAKISTAN	PAK								0	040	040	04	1	1.0	4	1	4	-1.63934426229508	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	4	Pahalgam, Jammu and Kashmir, India	IN	IN12	72789	34.0333	75.3333	-2106704	20250506041500	https://www.gulte.com/political-news/352138/ahead-of-war-tensions-putin-calls-modi
1242011355	20250429	202504	2025	2025.3260	RUSGOV	RUSSIA	RUS					GOV			GOV	FOREIGN MINIST						GOV			0	040	040	04	1	1.0	2	1	2	-1.63934426229508	4	Pahalgam, Jammu and Kashmir, India	IN	IN12	72789	34.0333	75.3333	-2106704	4	Pahalgam, Jammu and Kashmir, India	IN	IN12	72789	34.0333	75.3333	-2106704	4	Pahalgam, Jammu and Kashmir, India	IN	IN12	72789	34.0333	75.3333	-2106704	20250506041500	https://www.gulte.com/political-news/352138/ahead-of-war-tensions-putin-calls-modi
1242011356	20250429	202504	2025	2025.3260	RUSGOV	RUSSIAN	RUS					GOV			GOV	FOREIGN MINIST						GOV			0	040	040	04	1	1.0	4	1	4	-1.63934426229508	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Pahalgam, Jammu and Kashmir, India	IN	IN12	72789	34.0333	75.3333	-2106704	4	Pahalgam, Jammu and Kashmir, India	IN	IN12	72789	34.0333	75.3333	-2106704	20250506041500	https://www.gulte.com/political-news/352138/ahead-of-war-tensions-putin-calls-modi
1242011357	20250429	202504	2025	2025.3260	RUSGOV	RUSSIA	RUS					GOV			PAK	PAKISTAN	PAK								0	040	040	04	1	1.0	1	1	1	-1.63934426229508	4	Pahalgam, Jammu and Kashmir, India	IN	IN12	72789	34.0333	75.3333	-2106704	4	Pahalgam, Jammu and Kashmir, India	IN	IN12	72789	34.0333	75.3333	-2106704	4	Pahalgam, Jammu and Kashmir, India	IN	IN12	72789	34.0333	75.3333	-2106704	20250506041500	https://www.gulte.com/political-news/352138/ahead-of-war-tensions-putin-calls-modi
1242011358	20250429	202504	2025	2025.3260	RUSGOV	RUSSIAN	RUS					GOV			PAK	PAKISTAN	PAK								0	040	040	04	1	1.0	2	1	2	-1.63934426229508	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	4	Pahalgam, Jammu and Kashmir, India	IN	IN12	72789	34.0333	75.3333	-2106704	20250506041500	https://www.gulte.com/political-news/352138/ahead-of-war-tensions-putin-calls-modi
1242011359	20250505	202505	2025	2025.3425	AUSLEG	AUSTRALIA	AUS					LEG													0	020	020	02	1	3.0	2	1	2	-2.21402214022141	4	Crookwell, New South Wales, Australia	AS	AS02	154641	-34.4593	149.471	-1568133	0								4	Crookwell, New South Wales, Australia	AS	AS02	154641	-34.4593	149.471	-1568133	20250506041500	https://www.crookwellgazette.com.au/story/8958607/liberal-partys-internal-conflict-erupts-in-leadership-clash/
1242011360	20250505	202505	2025	2025.3425	LEG	SENATOR						LEG													0	020	020	02	1	3.0	6	1	6	-2.21402214022141	4	Crookwell, New South Wales, Australia	AS	AS02	154641	-34.4593	149.471	-1568133	0								4	Crookwell, New South Wales, Australia	AS	AS02	154641	-34.4593	149.471	-1568133	20250506041500	https://www.crookwellgazette.com.au/story/8958607/liberal-partys-internal-conflict-erupts-in-leadership-clash/
1242011361	20250505	202505	2025	2025.3425	LEG	SENATOR						LEG			AUS	AUSTRALIA	AUS								0	020	020	02	1	3.0	2	1	2	-2.21402214022141	4	Crookwell, New South Wales, Australia	AS	AS02	154641	-34.4593	149.471	-1568133	4	Crookwell, New South Wales, Australia	AS	AS02	154641	-34.4593	149.471	-1568133	4	Crookwell, New South Wales, Australia	AS	AS02	154641	-34.4593	149.471	-1568133	20250506041500	https://www.crookwellgazette.com.au/story/8958607/liberal-partys-internal-conflict-erupts-in-leadership-clash/
1242011362	20250505	202505	2025	2025.3425	MED	MEDIA						MED													1	042	042	04	1	1.9	6	1	6	-1.38888888888888	2	Alaska, United States	US	USAK		61.385	-152.268	AK	0								2	Alaska, United States	US	USAK		61.385	-152.268	AK	20250506041500	https://www.hawaiipublicradio.org/the-conversation/2025-05-05/hpr-bill-dorman-defund-public-media
1242011363	20250505	202505	2025	2025.3425	USA	UNITED STATES	USA								MED	MEDIA						MED			1	042	042	04	1	1.9	4	1	4	-1.38888888888888	2	Alaska, United States	US	USAK		61.385	-152.268	AK	2	Alaska, United States	US	USAK		61.385	-152.268	AK	2	Alaska, United States	US	USAK		61.385	-152.268	AK	20250506041500	https://www.hawaiipublicradio.org/the-conversation/2025-05-05/hpr-bill-dorman-defund-public-media
1242011364	20250506	202505	2025	2025.3452											AFR	AFRICA	AFR								0	042	042	04	1	1.9	2	1	2	1.11940298507463	0								1	Algeria	AG	AG		28	3	AG	1	Algeria	AG	AG		28	3	AG	20250506041500	https://naija247news.com/how-african-popes-changed-christianity-and-gave-the-world-valentines-day/
1242011365	20250506	202505	2025	2025.3452											AFR	AFRICA	AFR								0	042	042	04	1	1.9	8	1	8	1.11940298507463	0								1	Guinea	GV	GV		11	-10	GV	1	Guinea	GV	GV		11	-10	GV	20250506041500	https://naija247news.com/how-african-popes-changed-christianity-and-gave-the-world-valentines-day/
1242011366	20250506	202505	2025	2025.3452											AUS	AUSTRALIA	AUS								1	020	020	02	1	3.0	2	1	2	1.40449438202247	0								4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20250506041500	https://neoskosmos.com/en/2025/05/06/news/australia/georganas-comfortably-re-elected-for-seventh-term-in-the-federal-parliament/
1242011367	20250506	202505	2025	2025.3452											AUS	AUSTRALIA	AUS								1	020	020	02	1	3.0	2	1	2	1.40449438202247	0								4	Riverina, Western Australia, Australia	AS	AS08	5489	-33.2569	115.817	11460811	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	20250506041500	https://neoskosmos.com/en/2025/05/06/news/australia/georganas-comfortably-re-elected-for-seventh-term-in-the-federal-parliament/
1242011368	20250506	202505	2025	2025.3452											AUS	AUSTRALIA	AUS								1	036	036	03	1	4.0	8	1	8	3.44827586206896	0								4	Narooma, New South Wales, Australia	AS	AS02	4997	-36.221	150.131	-1590896	4	Narooma, New South Wales, Australia	AS	AS02	4997	-36.221	150.131	-1590896	20250506041500	https://www.begadistrictnews.com.au/story/8959775/distinguished-gentlemans-ride-in-narooma-for-mens-health/
1242011369	20250506	202505	2025	2025.3452											AUS	AUSTRALIA	AUS								1	042	042	04	1	1.9	3	1	3	1.40449438202247	0								4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	20250506041500	https://neoskosmos.com/en/2025/05/06/news/australia/georganas-comfortably-re-elected-for-seventh-term-in-the-federal-parliament/
1242011370	20250506	202505	2025	2025.3452											AUS	AUSTRALIAN	AUS								0	042	042	04	1	1.9	4	1	4	-2.21402214022141	0								4	Crookwell, New South Wales, Australia	AS	AS02	154641	-34.4593	149.471	-1568133	4	Crookwell, New South Wales, Australia	AS	AS02	154641	-34.4593	149.471	-1568133	20250506041500	https://www.crookwellgazette.com.au/story/8958607/liberal-partys-internal-conflict-erupts-in-leadership-clash/
1242011371	20250506	202505	2025	2025.3452											AUS	AUSTRALIA	AUS								1	042	042	04	1	1.9	3	1	3	1.40449438202247	0								4	Riverina, Western Australia, Australia	AS	AS08	5489	-33.2569	115.817	11460811	4	Riverina, Western Australia, Australia	AS	AS08	5489	-33.2569	115.817	11460811	20250506041500	https://neoskosmos.com/en/2025/05/06/news/australia/georganas-comfortably-re-elected-for-seventh-term-in-the-federal-parliament/
1242011372	20250506	202505	2025	2025.3452											AUS	AUSTRALIA	AUS								1	100	100	10	3	-5.0	2	1	2	-1.41700404858299	0								4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	20250506041500	https://www.9news.com.au/national/federal-election-2025-key-victorian-seats-hang-in-balance-with-votes-still-being-counted/a35da752-33a7-48ab-b9b6-d88b46290602
1242011373	20250506	202505	2025	2025.3452											AUS	AUSTRALIA	AUS								1	100	100	10	3	-5.0	2	1	2	-1.41700404858299	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20250506041500	https://www.9news.com.au/national/federal-election-2025-key-victorian-seats-hang-in-balance-with-votes-still-being-counted/a35da752-33a7-48ab-b9b6-d88b46290602
1242011374	20250506	202505	2025	2025.3452											AUS	AUSTRALIA	AUS								0	190	190	19	4	-10.0	2	1	2	-1.41700404858299	0								5	Northern Territory, Northern Territory, Australia	AS	AS03	40197	-20	134	-1592100	5	Northern Territory, Northern Territory, Australia	AS	AS03	40197	-20	134	-1592100	20250506041500	https://www.9news.com.au/national/federal-election-2025-key-victorian-seats-hang-in-balance-with-votes-still-being-counted/a35da752-33a7-48ab-b9b6-d88b46290602
1242011375	20250506	202505	2025	2025.3452											AUS	AUSTRALIA	AUS								1	190	190	19	4	-10.0	2	1	2	-0.74349442379182	0								4	Werribee, Western Australia, Australia	AS	AS08	5572	-31.7667	116.35	-1608857	4	Werribee, Western Australia, Australia	AS	AS08	5572	-31.7667	116.35	-1608857	20250506041500	https://wyndham.starweekly.com.au/news/a-walk-for-men-to-talk/
1242011376	20250506	202505	2025	2025.3452											BUS	CORPORATION						BUS			1	036	036	03	1	4.0	15	2	15	-0.36088202608645	0								4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20250506041500	https://www.philstar.com/business/biz-memos/2025/05/06/2440763/rockwell-land-corporation-notice-annual-stockholders-meeting
1242011377	20250506	202505	2025	2025.3452											BUS	BUSINESS						BUS			0	036	036	03	1	4.0	10	1	10	5.45454545454545	0								4	Kelowna, British Columbia, Canada	CA	CA02	12566	49.9	-119.483	-567125	4	Kelowna, British Columbia, Canada	CA	CA02	12566	49.9	-119.483	-567125	20250506041500	https://voiceonline.com/lieutenant-governor-hosts-okanagan-business-showcase-with-consular-corps-of-b-c/
1242011378	20250506	202505	2025	2025.3452											BUS	COMPANY						BUS			1	040	040	04	1	1.0	5	1	5	5.06024096385542	0								4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20250506041500	https://www.sfweekly.com/marketplace/shop-unique-and-custom-men-s-wedding-bands/article_1c8f875e-de91-4357-8923-74b332ab37ae.html
1242011379	20250506	202505	2025	2025.3452											BUS	ENTREPRENEUR						BUS			0	040	040	04	1	1.0	10	1	10	2.17917675544794	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250506041500	https://www.womenshealthmag.com/life/a64679426/rihanna-pregnancy-asap-rocky-photos-met-gala-2025/
1242011380	20250506	202505	2025	2025.3452											BUS	COMPANY						BUS			1	046	046	04	1	7.0	5	1	5	5.06024096385542	0								4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20250506041500	https://www.sfweekly.com/marketplace/shop-unique-and-custom-men-s-wedding-bands/article_1c8f875e-de91-4357-8923-74b332ab37ae.html
1242011381	20250506	202505	2025	2025.3452											BUS	COMPANY						BUS			1	060	060	06	2	6.0	10	1	10	-0.57339449541285	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250506041500	https://www.marketscreener.com/quote/stock/MAIA-BIOTECHNOLOGY-INC-141660673/news/MAIA-Biotechnology-Announces-1-08-Million-Private-Placement-49833424/
1242011382	20250506	202505	2025	2025.3452											BUS	COMPANY						BUS			0	173	173	17	4	-5.0	5	1	5	-5.90717299578059	0								4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20250506041500	https://naija247news.com/efcc-grills-verydarkman-amid-abolishefcc-outrage-protesters-storm-gtbank-over-arrest-plot/
1242011383	20250506	202505	2025	2025.3452											CAN	CANADA	CAN								1	084	084	08	2	7.0	2	1	2	-11.8421052631579	0								4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20250506041500	https://voiceonline.com/suspect-charged-with-robbery-while-on-statutory-release-in-downtown-eastside/
1242011384	20250506	202505	2025	2025.3452											CHN	SICHUAN	CHN								0	042	042	04	1	1.9	5	1	5	2.94659300184162	0								4	Sichuan, Gansu, China	CH	CH15	13024	35.1221	105.48	10650455	4	Chengdu, Sichuan, China	CH	CH32	13270	30.6667	104.067	-1900349	20250506041500	http://www.china.org.cn/2025-05/06/content_117859116.shtml
1242011385	20250506	202505	2025	2025.3452											CHN	SICHUAN	CHN								0	090	090	09	2	-2.0	3	1	3	2.94659300184162	0								4	Sichuan, Gansu, China	CH	CH15	13024	35.1221	105.48	10650455	4	Chengdu, Sichuan, China	CH	CH32	13270	30.6667	104.067	-1900349	20250506041500	http://www.china.org.cn/2025-05/06/content_117859116.shtml
1242011386	20250506	202505	2025	2025.3452											CHNCVL	CHINA	CHN					CVL			1	017	017	01	1	0.0	2	1	2	2.75229357798165	0								4	Liu Huan, Jiangsu, China	CH	CH04	13152	32.82	120.763	10865019	1	United States	US	US		39.828175	-98.5795	US	20250506041500	http://www.bjreview.com/Business/202505/t20250506_800400524.html
1242011387	20250506	202505	2025	2025.3452											CHRCTH	CATHOLIC				CHR	CTH				1	043	043	04	1	2.8	6	1	6	-3.15186246418338	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250506041500	https://www.outinperth.com/us-president-and-white-house-post-a-i-images-of-trump-as-pope-and-jedi/
1242011388	20250506	202505	2025	2025.3452											CVL	TOURIST						CVL			0	014	014	01	1	0.0	5	1	5	2.33826968043648	0								4	Arusha, Arusha, Tanzania	TZ	TZ26	48384	-3.36667	36.6833	-2561033	4	Arusha, Arusha, Tanzania	TZ	TZ26	48384	-3.36667	36.6833	-2561033	20250506041500	https://english.news.cn/20250506/b0b9625f1f754b2d8262bba0da29445b/c.html
1242011389	20250506	202505	2025	2025.3452											CVL	TOURIST						CVL			1	017	017	01	1	0.0	1	1	1	2.75229357798165	0								4	Liu Huan, Jiangsu, China	CH	CH04	13152	32.82	120.763	10865019	1	United States	US	US		39.828175	-98.5795	US	20250506041500	http://www.bjreview.com/Business/202505/t20250506_800400524.html
1242011390	20250506	202505	2025	2025.3452											CVL	COMMUNITY						CVL			0	036	036	03	1	4.0	10	1	10	8.76404494382023	0								1	Guam	GQ	GQ		13.2613	145.096	GQ	1	Guam	GQ	GQ		13.2613	145.096	GQ	20250506041500	https://www.guampdn.com/news/guam-community-health-center-gets-6m-grant-to-expand-access-to-health-care/article_2584df36-e290-4871-9757-4550e995ad88.html
1242011391	20250506	202505	2025	2025.3452											CVL	SCIENTIST						CVL			0	040	040	04	1	1.0	2	1	2	-2.0033388981636	0								3	Scripps Institution Of Oceanography, California, United States	US	USCA		32.8653	-117.253	249229	3	Scripps Institution Of Oceanography, California, United States	US	USCA		32.8653	-117.253	249229	20250506041500	https://www.kpbs.org/podcasts/kpbs-midday-edition/how-are-the-impacts-of-project-2025-hitting-san-diego
1242011392	20250506	202505	2025	2025.3452											GHAGOV	GHANA	GHA					GOV			0	040	040	04	1	1.0	10	1	10	-0.20661157024794	0								1	Ghana	GH	GH		8	-2	GH	1	Ghana	GH	GH		8	-2	GH	20250506041500	https://naija247news.com/nigerias-lokpobiri-calls-for-african-unity-in-tackling-energy-poverty-at-otc-2025/
1242011393	20250506	202505	2025	2025.3452											GOV	PRESIDENT						GOV			0	025	025	02	1	-0.3	6	1	6	-3.76506024096386	0								4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20250506041500	https://www.news18.com/world/complex-issues-can-be-iran-urges-restraint-in-india-pakistan-standoff-9325162.html
1242011394	20250506	202505	2025	2025.3452											GOV	PRESIDENT						GOV			1	046	046	04	1	7.0	5	1	5	1.21951219512195	0								4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20250506041500	https://www.philstar.com/business/biz-memos/2025/05/06/2440763/rockwell-land-corporation-notice-annual-stockholders-meeting
1242011395	20250506	202505	2025	2025.3452											GOV	CHIEF EXECUTIVE						GOV			1	046	046	04	1	7.0	5	1	5	0.770712909441237	0								5	Pasig City, City of Pasig, Philippines	RP	RPL8	24210	14.5833	121.083	-2445035	5	Pasig City, City of Pasig, Philippines	RP	RPL8	24210	14.5833	121.083	-2445035	20250506041500	https://www.philstar.com/business/biz-memos/2025/05/06/2440013/annual-stockholders-meeting-meralco-slated-may-27
1242011396	20250506	202505	2025	2025.3452											GOV	ADMINISTRATION						GOV			1	046	046	04	1	7.0	6	1	6	0.58139534883721	0								2	Alaska, United States	US	USAK		61.385	-152.268	AK	2	Alaska, United States	US	USAK		61.385	-152.268	AK	20250506041500	https://alaskapublic.org/news/politics/2025-05-05/two-republicans-kick-off-2026-campaign-for-alaska-governor
1242011397	20250506	202505	2025	2025.3452											GOV	ADMINISTRATION						GOV			1	052	052	05	1	3.5	10	1	10	-4.01606425702811	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250506041500	https://www.channelnewsasia.com/world/mike-pence-warns-donald-trump-tariffs-us-shortages-5111051
1242011398	20250506	202505	2025	2025.3452											HLH	DOCTOR						HLH			1	020	020	02	1	3.0	3	1	3	-2.91970802919708	0								2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20250506041500	https://www.kshb.com/news/local-news/kansas-city-university-medical-student-chooses-gastroenterology-wants-to-help-younger-victims
1242011399	20250506	202505	2025	2025.3452											HLH	HEALTH FACILITY						HLH			1	060	060	06	2	6.0	10	1	10	-4.87804878048781	0								4	Shah Mir, Balochistan, Pakistan	PK	PK02	3606	31.0908	66.7181	-2774041	4	Shah Mir, Balochistan, Pakistan	PK	PK02	3606	31.0908	66.7181	-2774041	20250506041500	https://www.dawn.com/news/1908760/bomb-attacks-target-security-forces-in-balochistan
1242011400	20250506	202505	2025	2025.3452											HLHGOV	HOSPITAL						HLH	GOV		0	050	050	05	1	3.5	5	1	5	0	0								4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	20250506041500	https://www.mainstreetnews.com/madison/madison/news/madison-county-residents-join-may-1-rally/article_3b45dd5d-564e-427d-85ff-b1162993dc89.html
1242011401	20250506	202505	2025	2025.3452											IGOUNO	UNSC		UNO				IGO			1	040	040	04	1	1.0	10	1	10	-6.21546961325967	0								4	Pahalgam, Jammu and Kashmir, India	IN	IN12	72789	34.0333	75.3333	-2106704	4	Pahalgam, Jammu and Kashmir, India	IN	IN12	72789	34.0333	75.3333	-2106704	20250506041500	https://www.news18.com/world/unsc-conducts-closed-door-consultations-amid-escalating-tensions-between-india-pakistan-9324978.html
1242011402	20250506	202505	2025	2025.3452											IGOUNOLEG	UNSC		UNO				IGO	LEG		0	036	036	03	1	4.0	5	1	5	-6.21546961325967	0								4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20250506041500	https://www.news18.com/world/unsc-conducts-closed-door-consultations-amid-escalating-tensions-between-india-pakistan-9324978.html
